inputName,size
11,17
19,11
12,27
38,17
81,25
5,14
40,14
70,17
23,2
72,8
79,21
78,9
87,15
6,31
68,27
69,3
1,27
45,11
33,15
15,10
93,11
24,16
25,16
26,20
48,6
71,3
76,24
7,27
50,12
22,5
4,30
32,28
77,12
91,12
42,9
13,20
41,10
55,7
31,8
66,7
65,9
62,25
21,32
95,26
84,12
58,8
64,2
83,32
94,29
0,14
99,6
96,26
67,6
61,25
43,12
2,2
54,18
30,4
59,11
85,28
74,4
90,23
18,32
52,21
44,10
17,27
36,5
49,26
86,25
37,4
56,3
63,10
35,27
97,25
75,4
57,11
88,15
10,20
53,20
8,8
39,26
47,15
60,29
89,20
51,3
14,11
28,7
16,4
34,17
82,16
46,4
27,11
20,20
9,17
92,10
3,31
98,18
29,16
80,14
73,17
