inputName,m,n
values_11,542740731,320355263
values_19,542740731,1872282288
values_12,542740731,1258909679
values_38,668702128,807286045
values_81,376203126,320355263
values_5,1712139392,638390934
values_40,224286690,727027591
values_70,1851674949,727027591
values_23,1657437881,1812905822
values_72,1851674949,1258909679
values_79,1851674949,1872282288
values_78,1851674949,807286045
values_87,376203126,286017195
values_6,1712139392,1365972472
values_68,1049902803,807286045
values_69,1049902803,1872282288
values_1,1712139392,320355263
values_45,224286690,638390934
values_33,668702128,1812905822
values_15,542740731,638390934
values_93,1976285949,1812905822
values_24,1657437881,439566311
values_25,1657437881,638390934
values_26,1657437881,1365972472
values_48,224286690,807286045
values_71,1851674949,320355263
values_76,1851674949,1365972472
values_7,1712139392,286017195
values_50,145008146,727027591
values_22,1657437881,1258909679
values_4,1712139392,439566311
values_32,668702128,1258909679
values_77,1851674949,286017195
values_91,1976285949,320355263
values_42,224286690,1258909679
values_13,542740731,1812905822
values_41,224286690,320355263
values_55,145008146,638390934
values_31,668702128,320355263
values_66,1049902803,1365972472
values_65,1049902803,638390934
values_62,1049902803,1258909679
values_21,1657437881,320355263
values_95,1976285949,638390934
values_84,376203126,439566311
values_58,145008146,807286045
values_64,1049902803,439566311
values_83,376203126,1812905822
values_94,1976285949,439566311
values_0,1712139392,727027591
values_99,1976285949,1872282288
values_96,1976285949,1365972472
values_67,1049902803,286017195
values_61,1049902803,320355263
values_43,224286690,1812905822
values_2,1712139392,1258909679
values_54,145008146,439566311
values_30,668702128,727027591
values_59,145008146,1872282288
values_85,376203126,638390934
values_74,1851674949,439566311
values_90,1976285949,727027591
values_18,542740731,807286045
values_52,145008146,1258909679
values_44,224286690,439566311
values_17,542740731,286017195
values_36,668702128,1365972472
values_49,224286690,1872282288
values_86,376203126,1365972472
values_37,668702128,286017195
values_56,145008146,1365972472
values_63,1049902803,1812905822
values_35,668702128,638390934
values_97,1976285949,286017195
values_75,1851674949,638390934
values_57,145008146,286017195
values_88,376203126,807286045
values_10,542740731,727027591
values_53,145008146,1812905822
values_8,1712139392,807286045
values_39,668702128,1872282288
values_47,224286690,286017195
values_60,1049902803,727027591
values_89,376203126,1872282288
values_51,145008146,320355263
values_14,542740731,439566311
values_28,1657437881,807286045
values_16,542740731,1365972472
values_34,668702128,439566311
values_82,376203126,1258909679
values_46,224286690,1365972472
values_27,1657437881,286017195
values_20,1657437881,727027591
values_9,1712139392,1872282288
values_92,1976285949,1258909679
values_3,1712139392,1812905822
values_98,1976285949,807286045
values_29,1657437881,1872282288
values_80,376203126,727027591
values_73,1851674949,1812905822
