inputName,size,a[size]
values_11,20,"{-8921466035025001897, -6884643904831334809, 369589017631265303, 3231340804298887979, 8646141370399488950, 8315344503661579916, -8644113342339768271, -9044578493028123777, -1101193421813231373, -6753802315903494623, -6940129782528344294, -6698808231704498921, -5319445889460938448, 8478413291783632388, -3697304107998559538, 2536841603996480733, 9023101993856885718, -8623371580549370198, 509115274859947706, 6896467104993465485"
values_19,26,"{6509186539990560036, -6576290107417226865, 4317417328862733997, 6152348973811160935, 5182349128426413670, -5792854903091740695, 6549646168487427085, -4942724969486265151, 5663047097930190693, 3662965152085702395, 7439904858644863114, -1790256442186109430, 1165681644310982296, -2319522903556338269, 7948487662390680700, -662846904403079572, -3498664241040395351, -3500391686439309256, -6924925306539931009, 5434360725384332600, 8649965214577035287, 164199586605783139, 877583257694582543, 4062269315103463087, 8426580762188633002, 2138897073644924888"
values_12,10,"{5181839141875055934, -1660120965053970515, -1200517701953940368, 7873543903636512860, 6855207733218750652, -1215891152401675554, 6453918498056687243, 3136457125110821922, 2285979086824108119, 1018871365210188787"
values_38,21,"{3826304093199662937, 7515928431805717006, -4209821641231898029, -5499074217280582094, 5835575304611579661, -853796785708831242, -8294229273927886871, 4126032363484900596, 6868022249477788629, -3492764276389434818, -3934155685507538253, 1373253471942270124, -8717512869413858224, 904986880505083855, -162715050706393810, 8260853080974698423, 2270629154491031666, -3175193097156171269, -6651358249154479842, -4217031169150948629, 8224778912293266268"
values_81,19,"{5160959101088480472, -8472673897228110551, 7841978021378604575, -6113785958685323601, -2680618901144279751, -4588408096778482100, -2899875099870379969, 6260378455337830970, -7291814870674000708, 8438484494954695575, -1885518152041813629, -1137102033905064893, 8033966208403210399, -6832833499677550032, -4234875728440195461, -6178154878678832608, -4562235050277879400, -8650297622867486895, -8519160164803797644"
values_5,8,"{-6066510145655878649, 6062190071612877609, 893432910115666013, 1324750297168781953, 9042492649479695013, 4338958104640752515, -6617373805020611408, -1817213372630397255"
values_40,9,"{-2831164293264939463, -5836978920544836567, -1650509758813846266, 3134062017504164722, 7621070021881472143, -7237228599932113237, -4680853123685199658, 4644448790841880751, -8203138528879873386"
values_70,9,"{4852023745757062387, -5130259311302209995, 2257714619264231871, -5161388492164462452, 868647804735568003, -3119881771323791896, 8265211315988300307, -5177659108817595073, -4728359453979168352"
values_23,4,"{-3371788765726591840, -7411507259706487636, 360794481299035914, -4609646917330974040"
values_72,26,"{-721279794623159925, 5991131865805268469, 8962474628672860763, 7771437135081741705, 2950327110335083695, -934338903876105990, 7322384913421723852, 6218397144042039091, -7182070142093385734, -1795344222594165474, -5646154882308022637, 2175283960781716503, 7057594772593117766, -3179364033800672516, 4895369048749721883, 3689005975468530543, 6261367651482954503, 6095619358485052934, 4869640948836317370, 5337157174153822001, 158524339727839751, 6504415945042287903, 3844054020557190825, -3722678934057280139, -7062688151881733499, 8405123925412923273"
values_79,7,"{535718209753920776, -3145266308241244291, 7697610198364886772, 8351920192685625869, -11620694658377310, -5277955824473292163, 6149506914178266315"
values_78,16,"{-2239241656823884548, -2820918656609662605, 3943134610600168212, 2840815307914665997, 8207936276028979316, 5191428654536577337, 675857240871958922, 2812201352665224254, -6288328541468097194, 6503569770757681471, 5571929158926702586, 3996190733409413747, -5743362595865281896, -675309797148375472, -7466770322481148176, -8628122326018283819"
values_87,5,"{-3606541305791883218, -8820417450097141998, 679844001475139908, -1226079395255719763, 2215775728788018087"
values_6,19,"{7405053611959579064, 307234933375606507, -679640277192870090, -1848009618787402500, 1566605899227231193, -533564385410557684, 6432499931091060624, -7479040092839378213, -3139539913375694982, -7881657622475263892, -6091709137628652706, 7312897664228013802, 6267449565066460805, -5368103911717645488, 5938352859287221914, 5870046791813539112, -927022065081323077, -2395031087210208898, -5333943074769267912"
values_68,19,"{302935052091588648, -6322393967067621845, 3581044434369288762, -2089393742173858511, -5110146869281922473, -691717788170523245, -5492601411965463061, -8690007398167355660, -9042807193441245828, -8845294662983483420, 1497950231371538382, 3829562784992797623, 4043506287366604284, -8538364781983496881, 2983146899962847080, 495873072827060270, -5919063174426512129, -7572165131397812081, -6112513450111735050"
values_69,10,"{8886397607598003556, -1226763411098934844, 3386630129443733648, -6680130188634210226, 3093874590929098472, -6095023221917209594, -4737759695972425633, 8250597428539151323, 7646418554229971392, 7951246280502019630"
values_1,17,"{-9107806600113956309, 1686606672677509819, 3192082725954151756, 7145594321812965928, -4501741073901421457, 6393890830845060018, 2047677599378348638, -8721977142704017057, 7792389550847211742, 3762880159480086222, -3380146033042924528, -6150435022569044779, 5557543956037322203, -8952932328483150612, -7390081305453578534, 50978649463725953, 227146408947847531"
values_45,14,"{-7730797438813747782, -8891103539041568709, -3569185726028513989, -1266854399706480640, -2765276982071753871, 3474900612457940771, 5695477321991833510, 981857624157836410, -4526465210048803824, 5208939597318282852, -6307274001927045575, 1932105208644493379, 5232348413682010776, -1304610440962693669"
values_33,8,"{-3786826430271811867, 1892819695510823515, 735441746039560746, 7385545599080279909, -978120340022055647, 6466533809960852535, -9140278208400153178, 3727799363492400092"
values_15,10,"{9186975396323366349, 8552948295614225196, 4090103395889818735, -2032647380922456514, 6293025550483615435, -5192392123139212613, 3779308764597209145, 5617461161317729578, 2577764636132176328, 2589045978882108932"
values_93,5,"{4442367006692098571, -8421729297614001728, -2581783732356736799, -6865398921226992149, -4165588600110326734"
values_24,29,"{2915457975431464685, -6682072985161945715, -4562467452540085529, -6676661277815018688, 4522904184859518095, 8181207724704766627, -8374057848092658960, 8714545123899298060, -3752690781357833416, 3790027774827644796, -8632562133496895652, 4372474565281970830, 5585112368758884181, -3581738117129595304, -655599653642541426, 6448343111351743120, 701514270427355219, 7518473724511818429, -1072657119208506360, -8054815734427000644, 6477216147152128697, -6023059820340960315, 5296815730281637660, -9117749770952039545, -1954773409934750217, -5052709445999142050, 2443448180153848226, -7053941455650587975, 5773943918116889013"
