inputName,m,n
values_11,2775,14376
values_19,2775,6278
values_12,2775,264
values_38,7716,25532
values_81,1342,14376
values_5,13707,26646
values_40,27959,30010
values_70,20087,30010
values_23,24612,26981
values_72,20087,264
values_79,20087,6278
values_78,20087,25532
values_87,1342,19961
values_6,13707,4267
values_68,32415,25532
values_69,32415,6278
values_1,13707,14376
values_45,27959,26646
values_33,7716,26981
values_15,2775,26646
values_93,8878,26981
values_24,24612,26176
values_25,24612,26646
values_26,24612,4267
values_48,27959,25532
values_71,20087,14376
values_76,20087,4267
values_7,13707,19961
values_50,14898,30010
values_22,24612,264
values_4,13707,26176
values_32,7716,264
values_77,20087,19961
values_91,8878,14376
values_42,27959,264
values_13,2775,26981
values_41,27959,14376
values_55,14898,26646
values_31,7716,14376
values_66,32415,4267
values_65,32415,26646
values_62,32415,264
values_21,24612,14376
values_95,8878,26646
values_84,1342,26176
values_58,14898,25532
values_64,32415,26176
values_83,1342,26981
values_94,8878,26176
values_0,13707,30010
values_99,8878,6278
values_96,8878,4267
values_67,32415,19961
values_61,32415,14376
values_43,27959,26981
values_2,13707,264
values_54,14898,26176
values_30,7716,30010
values_59,14898,6278
values_85,1342,26646
values_74,20087,26176
values_90,8878,30010
values_18,2775,25532
values_52,14898,264
values_44,27959,26176
values_17,2775,19961
values_36,7716,4267
values_49,27959,6278
values_86,1342,4267
values_37,7716,19961
values_56,14898,4267
values_63,32415,26981
values_35,7716,26646
values_97,8878,19961
values_75,20087,26646
values_57,14898,19961
values_88,1342,25532
values_10,2775,30010
values_53,14898,26981
values_8,13707,25532
values_39,7716,6278
values_47,27959,19961
values_60,32415,30010
values_89,1342,6278
values_51,14898,14376
values_14,2775,26176
values_28,24612,25532
values_16,2775,4267
values_34,7716,26176
values_82,1342,264
values_46,27959,4267
values_27,24612,19961
values_20,24612,30010
values_9,13707,6278
values_92,8878,264
values_3,13707,26981
values_98,8878,25532
values_29,24612,6278
values_80,1342,30010
values_73,20087,26981
