inputName,n
11,16
19,16
12,16
38,30
81,10
5,4
40,4
70,11
23,31
72,11
79,11
78,11
87,10
6,4
68,11
69,11
1,4
45,4
33,30
15,16
93,21
24,31
25,31
26,31
48,4
71,11
76,11
7,4
50,16
22,31
4,4
32,30
77,11
91,21
42,4
13,16
41,4
55,16
31,30
66,11
65,11
62,11
21,31
95,21
84,10
58,16
64,11
83,10
94,21
0,4
99,21
96,21
67,11
61,11
43,4
2,4
54,16
30,30
59,16
85,10
74,11
90,21
18,16
52,16
44,4
17,16
36,30
49,4
86,10
37,30
56,16
63,11
35,30
97,21
75,11
57,16
88,10
10,16
53,16
8,4
39,30
47,4
60,11
89,10
51,16
14,16
28,31
16,16
34,30
82,10
46,4
27,31
20,31
9,4
92,21
3,4
98,21
29,31
80,10
73,11
