inputName,n
11,19
19,19
12,19
38,4
81,2
5,25
40,22
70,17
23,4
72,17
79,17
78,17
87,2
6,25
68,20
69,20
1,25
45,22
33,4
15,19
93,4
24,4
25,4
26,4
48,22
71,17
76,17
7,25
50,22
22,4
4,25
32,4
77,17
91,4
42,22
13,19
41,22
55,22
31,4
66,20
65,20
62,20
21,4
95,4
84,2
58,22
64,20
83,2
94,4
0,25
99,4
96,4
67,20
61,20
43,22
2,25
54,22
30,4
59,22
85,2
74,17
90,4
18,19
52,22
44,22
17,19
36,4
49,22
86,2
37,4
56,22
63,20
35,4
97,4
75,17
57,22
88,2
10,19
53,22
8,25
39,4
47,22
60,20
89,2
51,22
14,19
28,4
16,19
34,4
82,2
46,22
27,4
20,4
9,25
92,4
3,25
98,4
29,4
80,2
73,17
