inputName,size
11,19
19,26
12,4
38,2
81,20
5,28
40,30
70,9
23,24
72,10
79,16
78,10
87,6
6,13
68,28
69,6
1,25
45,16
33,21
15,20
93,14
24,30
25,13
26,14
48,5
71,29
76,5
7,26
50,29
22,25
4,29
32,9
77,29
91,8
42,22
13,26
41,7
55,31
31,7
66,7
65,20
62,30
21,24
95,9
84,15
58,7
64,20
83,14
94,32
0,24
99,23
96,14
67,29
61,12
43,26
2,3
54,3
30,31
59,24
85,14
74,6
90,32
18,26
52,21
44,23
17,6
36,28
49,18
86,5
37,26
56,22
63,24
35,23
97,23
75,11
57,7
88,18
10,6
53,23
8,32
39,15
47,28
60,8
89,6
51,17
14,9
28,27
16,22
34,16
82,10
46,26
27,18
20,5
9,9
92,20
3,13
98,29
29,29
80,25
73,27
