inputName,size
11,11
19,14
12,18
38,26
81,29
5,8
40,27
70,32
23,26
72,4
79,8
78,16
87,17
6,29
68,26
69,16
1,13
45,5
33,7
15,12
93,24
24,6
25,27
26,15
48,6
71,10
76,31
7,26
50,6
22,16
4,2
32,8
77,19
91,3
42,22
13,12
41,19
55,17
31,5
66,28
65,5
62,30
21,26
95,2
84,31
58,7
64,32
83,28
94,10
0,29
99,22
96,10
67,6
61,32
43,16
2,31
54,32
30,19
59,16
85,32
74,15
90,22
18,30
52,24
44,31
17,5
36,8
49,6
86,11
37,28
56,11
63,30
35,32
97,26
75,19
57,28
88,17
10,21
53,16
8,6
39,22
47,23
60,3
89,32
51,12
14,29
28,30
16,32
34,7
82,15
46,12
27,10
20,11
9,2
92,12
3,28
98,16
29,24
80,17
73,29
