inputName,size
11,30
19,11
12,15
38,13
81,24
5,30
40,19
70,26
23,27
72,31
79,3
78,11
87,20
6,30
68,30
69,2
1,12
45,23
33,2
15,11
93,2
24,11
25,8
26,11
48,15
71,17
76,7
7,8
50,4
22,30
4,5
32,16
77,15
91,16
42,25
13,30
41,4
55,32
31,15
66,8
65,23
62,19
21,27
95,32
84,29
58,27
64,2
83,32
94,5
0,16
99,27
96,17
67,27
61,8
43,26
2,32
54,20
30,7
59,9
85,5
74,2
90,2
18,11
52,13
44,20
17,22
36,14
49,7
86,3
37,11
56,32
63,8
35,21
97,20
75,22
57,16
88,17
10,14
53,19
8,21
39,10
47,26
60,4
89,14
51,32
14,8
28,23
16,24
34,29
82,5
46,7
27,22
20,20
9,3
92,11
3,20
98,15
29,21
80,28
73,13
