inputName,n,key,arr[n]
values_11,8,87,"{89, 102, 67, 80, 105, 44, 37, -103"
values_19,8,-23,"{110, 46, -110, 126, -105, 121, 31, 20"
values_12,8,-20,"{-5, -61, -96, -85, 71, 18, -52, 75"
values_38,21,-82,"{15, 103, 26, -50, 53, -5, -5, 127, -73, 29, -42, -4, 17, -47, 88, -95, -88, -10, -107, 31, -111"
values_81,22,87,"{-41, 125, -84, -61, -128, -14, -77, 100, -72, -14, 1, 51, 49, -79, -55, 112, 47, 74, 27, 70, 8, -59"
values_5,4,-117,"{20, -87, 18, -43"
values_40,20,-105,"{-75, -97, -65, 75, -9, 44, 110, 6, 70, -73, -100, -15, -94, -72, -109, -17, 57, 65, 93, 71"
values_70,3,-105,"{-42, 36, -82"
values_23,25,-110,"{78, 108, -107, -122, -2, 103, -15, 4, -84, -87, -123, -40, -93, -88, 115, 93, 49, 45, -15, 69, 107, 101, -51, 42, -31"
values_72,3,-20,"{21, 10, -45"
values_79,3,-23,"{-68, -63, -84"
values_78,3,-82,"{33, -98, -108"
values_87,22,-120,"{118, -37, -44, -68, 127, 112, -73, -10, -120, -126, 62, 15, 88, 38, -127, 32, 115, -69, 48, -67, 94, -33"
values_6,4,-119,"{7, -13, -97, -82"
values_68,14,-82,"{-17, -94, 76, -4, -65, 20, 3, -89, -3, 112, 110, 26, 22, 78"
values_69,14,-23,"{-30, -78, -60, -44, 99, -2, 87, -4, 18, 111, -40, -92, -25, -95"
values_1,4,87,"{-73, -76, 57, -25"
values_45,20,-117,"{-79, 3, 25, -27, -84, -77, -9, -8, -28, 46, 23, -4, 108, -88, 26, 31, 60, -55, -87, 83"
values_33,21,-110,"{83, 104, -125, -70, 103, -16, 103, -6, 38, 69, 47, -27, 44, -43, -11, -65, 33, -120, -44, 94, 36"
values_15,8,-117,"{42, -123, 67, -53, -3, 17, 120, 16"
values_93,25,-110,"{112, -37, -20, -71, 125, -75, -7, 61, 45, -54, -85, -19, 102, 122, 23, -5, -47, -23, -121, -52, -37, -9, -56, -109, -45"
values_24,25,97,"{-91, 94, -105, -127, -37, -3, -85, 35, 17, 63, -27, 70, 36, -81, 49, 38, -14, 88, 76, 111, 118, -61, -44, 85, 73"
values_25,25,-117,"{-128, -70, -94, -24, -97, -51, 50, 54, 76, -55, -9, 65, -27, 17, 111, 41, 42, 3, 67, 105, -37, 69, -28, 53, -31"
values_26,25,-119,"{111, -8, -27, -100, 47, -109, -26, -41, 89, -95, 108, 123, 94, -2, 20, 78, -46, 61, -67, -2, -94, 118, -43, 115, -70"
values_48,20,-82,"{-112, -105, 67, -50, -54, -65, 62, 17, 56, -53, -44, 60, 3, -32, 3, -99, 18, 83, -99, -4"
values_71,3,87,"{24, -54, 61"
values_76,3,-119,"{25, -71, -105"
values_7,4,-120,"{43, 17, -23, -34"
values_50,6,-105,"{-14, -128, -31, 124, 92, 118"
values_22,25,-20,"{-97, -56, -11, -34, 56, 32, 67, -62, -100, -32, 41, 50, 74, 88, 117, -33, -4, -1, 118, -124, 97, -23, -92, 29, -68"
values_4,4,97,"{-117, 22, 120, -67"
values_32,21,-20,"{55, 41, 22, -101, -38, -78, -35, 18, 41, -85, -59, -26, -32, 1, 108, -26, -38, 80, 57, 70, 111"
values_77,3,-120,"{-33, -66, 71"
values_91,25,87,"{-19, 36, 24, -86, -103, 14, 11, 95, 58, 17, -2, 23, -45, -77, -37, -44, 116, -41, 15, 19, 78, 35, 125, -87, -94"
values_42,20,-20,"{-38, -57, -2, 72, -12, -125, 82, -7, -87, -108, -28, 35, 4, 113, -97, 88, -37, 38, 95, -102"
values_13,8,-110,"{58, -113, -33, -63, 87, 73, -70, 62"
values_41,20,87,"{-43, -75, 116, -9, 40, 93, -127, 119, 52, -73, -11, -64, 105, 80, -16, 109, 13, 81, -2, -42"
values_55,6,-117,"{0, -125, -1, 57, 63, 58"
values_31,21,87,"{-6, 46, -29, 86, -112, 8, -61, 24, 13, -18, -93, 22, -89, 41, 92, -62, -43, 61, 27, 94, -88"
values_66,14,-119,"{-93, 105, 118, -33, -98, -72, 29, 126, 81, -15, -100, -40, 12, -86"
values_65,14,-117,"{-111, 100, 95, -1, 23, -79, 85, -10, -70, 12, 107, -34, -24, 68"
values_62,14,-20,"{60, 44, 100, -3, 18, -10, -32, -12, 22, -88, 95, -91, 69, 54"
values_21,25,87,"{-119, 80, -95, 32, 27, -94, -104, -77, -105, -38, -97, 103, -127, 98, -20, -8, -34, 47, -60, -6, 100, -46, -90, -118, 103"
values_95,25,-117,"{72, 93, -86, 28, -4, 86, -124, -59, -12, -78, 57, -118, 5, -53, -92, -28, 21, -76, -38, -102, -54, -51, -98, -59, 101"
