inputName,m,n
values_11,8854886922281607406,3595162322689321970
values_19,8854886922281607406,665421522022308088
values_12,8854886922281607406,8052270074672970493
values_38,5905046631242399373,5732046020018537127
values_81,8396593629253389762,3595162322689321970
values_5,4901773196673786623,4329077656101357506
values_40,1757125419827863950,5509648056144212697
values_70,5248156243929501618,5509648056144212697
values_23,5398341539151496284,6544296509728543780
values_72,5248156243929501618,8052270074672970493
values_79,5248156243929501618,665421522022308088
values_78,5248156243929501618,5732046020018537127
values_87,8396593629253389762,5216190481696394809
values_6,4901773196673786623,2133598983520300652
values_68,424232425318950412,5732046020018537127
values_69,424232425318950412,665421522022308088
values_1,4901773196673786623,3595162322689321970
values_45,1757125419827863950,4329077656101357506
values_33,5905046631242399373,6544296509728543780
values_15,8854886922281607406,4329077656101357506
values_93,8254545283366410271,6544296509728543780
values_24,5398341539151496284,932539611388894476
values_25,5398341539151496284,4329077656101357506
values_26,5398341539151496284,2133598983520300652
values_48,1757125419827863950,5732046020018537127
values_71,5248156243929501618,3595162322689321970
values_76,5248156243929501618,2133598983520300652
values_7,4901773196673786623,5216190481696394809
values_50,7491236423590619865,5509648056144212697
values_22,5398341539151496284,8052270074672970493
values_4,4901773196673786623,932539611388894476
values_32,5905046631242399373,8052270074672970493
values_77,5248156243929501618,5216190481696394809
values_91,8254545283366410271,3595162322689321970
values_42,1757125419827863950,8052270074672970493
values_13,8854886922281607406,6544296509728543780
values_41,1757125419827863950,3595162322689321970
values_55,7491236423590619865,4329077656101357506
values_31,5905046631242399373,3595162322689321970
values_66,424232425318950412,2133598983520300652
values_65,424232425318950412,4329077656101357506
values_62,424232425318950412,8052270074672970493
values_21,5398341539151496284,3595162322689321970
values_95,8254545283366410271,4329077656101357506
values_84,8396593629253389762,932539611388894476
values_58,7491236423590619865,5732046020018537127
values_64,424232425318950412,932539611388894476
values_83,8396593629253389762,6544296509728543780
values_94,8254545283366410271,932539611388894476
values_0,4901773196673786623,5509648056144212697
values_99,8254545283366410271,665421522022308088
values_96,8254545283366410271,2133598983520300652
values_67,424232425318950412,5216190481696394809
values_61,424232425318950412,3595162322689321970
values_43,1757125419827863950,6544296509728543780
values_2,4901773196673786623,8052270074672970493
values_54,7491236423590619865,932539611388894476
values_30,5905046631242399373,5509648056144212697
values_59,7491236423590619865,665421522022308088
values_85,8396593629253389762,4329077656101357506
values_74,5248156243929501618,932539611388894476
values_90,8254545283366410271,5509648056144212697
values_18,8854886922281607406,5732046020018537127
values_52,7491236423590619865,8052270074672970493
values_44,1757125419827863950,932539611388894476
values_17,8854886922281607406,5216190481696394809
values_36,5905046631242399373,2133598983520300652
values_49,1757125419827863950,665421522022308088
values_86,8396593629253389762,2133598983520300652
values_37,5905046631242399373,5216190481696394809
values_56,7491236423590619865,2133598983520300652
values_63,424232425318950412,6544296509728543780
values_35,5905046631242399373,4329077656101357506
values_97,8254545283366410271,5216190481696394809
values_75,5248156243929501618,4329077656101357506
values_57,7491236423590619865,5216190481696394809
values_88,8396593629253389762,5732046020018537127
values_10,8854886922281607406,5509648056144212697
values_53,7491236423590619865,6544296509728543780
values_8,4901773196673786623,5732046020018537127
values_39,5905046631242399373,665421522022308088
values_47,1757125419827863950,5216190481696394809
values_60,424232425318950412,5509648056144212697
values_89,8396593629253389762,665421522022308088
values_51,7491236423590619865,3595162322689321970
values_14,8854886922281607406,932539611388894476
values_28,5398341539151496284,5732046020018537127
values_16,8854886922281607406,2133598983520300652
values_34,5905046631242399373,932539611388894476
values_82,8396593629253389762,8052270074672970493
values_46,1757125419827863950,2133598983520300652
values_27,5398341539151496284,5216190481696394809
values_20,5398341539151496284,5509648056144212697
values_9,4901773196673786623,665421522022308088
values_92,8254545283366410271,8052270074672970493
values_3,4901773196673786623,6544296509728543780
values_98,8254545283366410271,5732046020018537127
values_29,5398341539151496284,665421522022308088
values_80,8396593629253389762,5509648056144212697
values_73,5248156243929501618,6544296509728543780
