inputName,size,a[size]
values_11,3,"{50, -84, -22"
values_19,3,"{-125, -107, 54"
values_12,7,"{127, -123, -123, 116, 88, 41, -28"
values_38,6,"{21, -65, 48, 106, -87, 19"
values_81,11,"{-15, 115, -111, 31, -124, 101, 117, -8, 26, 27, -95"
values_5,23,"{54, -19, -88, 101, -6, -126, -114, 6, 62, -117, -53, 104, 102, 99, -18, -54, 23, 4, -52, -38, 98, -34, 63"
values_40,11,"{44, -95, -75, 24, -123, -45, -100, -57, 96, -64, -106"
values_70,9,"{-75, 67, -77, -32, -47, -51, 63, 25, 73"
values_23,11,"{44, -49, -40, -57, 7, 33, -117, -13, -4, 106, -30"
values_72,8,"{-6, -40, -79, 32, -94, -60, 49, 46"
values_79,22,"{-57, 126, 41, 96, -103, 119, 77, 3, -111, 101, -59, -71, -55, 41, -122, -102, 60, 64, -21, -7, 42, 25"
values_78,24,"{-37, 118, 113, 83, 50, 118, 41, -82, 36, -108, 19, -65, 1, 115, 90, -22, 9, 70, 73, 31, -109, 72, -55, -51"
values_87,8,"{-92, 85, -76, 39, 87, 0, 58, 122"
values_6,27,"{-103, 119, 79, 79, -43, 94, 106, -45, 31, -111, 23, 63, -32, -62, -19, 21, 16, -52, -59, -66, 28, -57, 97, 30, 52, -74, -49"
values_68,25,"{-20, -49, 44, 106, 105, -22, 127, -25, -19, -21, -84, -113, 123, -108, -57, 71, 61, 61, 46, -126, 71, -58, 54, 46, 100"
values_69,30,"{52, 47, 102, -2, 58, -22, -50, -70, 82, -67, -102, -73, -110, 13, -105, 124, -76, 2, -64, 47, 78, 59, 83, -128, 114, 35, 76, -120, -10, 101"
values_1,13,"{-54, -70, 21, -74, 17, 16, 5, 18, -35, -95, 57, -1, 117"
values_45,7,"{-16, 2, 105, 16, 28, -15, 63"
values_33,11,"{93, -83, -25, 30, -96, 82, 124, 52, -38, -5, 36"
values_15,28,"{107, -40, -115, 12, 122, -74, 34, -26, 52, -25, 34, -126, -85, -127, -44, -88, 82, 24, -79, -45, -117, 110, 34, -60, -12, -37, 74, 43"
values_93,18,"{110, 127, 108, -32, -78, -74, 1, -54, 54, 73, 44, 107, 109, 7, -59, 31, 45, -30"
values_24,31,"{48, -126, -126, -118, -35, -35, -54, -17, 98, -53, -51, -55, -128, 8, -22, -40, 115, -14, 37, -124, 98, 115, -49, 125, -84, 121, 26, -11, 13, -40, 125"
values_25,17,"{8, 122, -49, -33, -121, -4, -100, -15, -83, 116, -9, 33, 27, 57, -88, -97, -27"
values_26,2,"{67, -78"
values_48,10,"{-41, -81, -67, 104, -28, 18, -75, -83, 25, -92"
values_71,2,"{14, 79"
values_76,24,"{-87, 59, 93, -29, 116, 12, -36, 82, 88, -43, 74, 56, 72, -107, 89, -23, -16, -28, -50, -38, -56, -15, -1, 116"
values_7,15,"{-2, -88, 16, -62, -1, -111, -46, -41, -27, 69, -7, 29, 51, 71, -109"
values_50,18,"{100, 118, 58, -19, 126, -48, 92, 61, 96, -121, -72, -55, -6, 112, -14, 32, 1, -42"
values_22,20,"{56, -37, 92, -81, 58, -49, 21, -125, 109, -12, 108, 83, -95, 47, -21, 68, -81, -75, 109, -28"
values_4,26,"{104, 124, 90, 86, -114, 38, 65, -8, 7, 18, 119, -64, 126, 69, 96, 126, -31, -9, -107, 27, 49, 120, 104, -91, -49, -31"
values_32,30,"{87, 77, 115, -85, 118, -9, -7, 76, 123, -80, -104, -98, -67, 93, -40, -17, -75, 11, -50, -80, 1, 7, 36, 19, -124, 92, 126, -87, -13, 17"
values_77,6,"{61, 103, -44, -9, -18, -20"
values_91,25,"{75, -80, 90, -2, -96, -76, 89, -72, -86, 105, 67, -106, 40, 113, -23, 80, 93, -42, -121, -126, 115, -33, -65, 33, 47"
values_42,3,"{45, -74, 94"
values_13,21,"{-80, -25, 90, 94, 66, 76, -46, 50, -34, 73, -125, -103, 87, 99, -90, 33, -79, -5, -9, 73, 71"
values_41,27,"{75, -90, 53, 11, -44, 18, 30, 81, -38, 63, 15, 25, 117, 73, 115, -51, -9, 109, -12, -34, -117, -50, 49, 4, 77, 24, 55"
values_55,8,"{13, 5, 63, 14, 89, 55, -48, -71"
values_31,15,"{-1, -128, 30, 11, 0, 42, -126, 85, -56, 32, 58, -128, -86, 74, 88"
values_66,27,"{-30, -54, -77, -80, 40, -56, 58, 39, -52, 118, -120, -79, 104, -90, -15, -124, -98, 65, 54, 100, 37, 116, -26, -95, 4, 21, -110"
values_65,30,"{-103, 89, 67, -68, 43, -45, 22, -7, 13, 74, -50, 117, -102, -63, -118, 100, -7, -44, 126, 90, 76, 51, 39, -3, -69, -115, 76, 123, -72, 50"
values_62,16,"{-59, 66, 0, -60, 32, -23, 80, -22, -97, -86, -17, -91, 24, 127, -67, 78"
values_21,12,"{111, 27, -19, 82, -109, -23, -116, -38, -90, -108, 31, -82"
values_95,20,"{105, 50, -119, -109, 109, -32, -94, -39, -32, 123, -6, -44, -57, 105, 66, -121, 66, 72, 3, 1"
values_84,19,"{34, 107, -68, 114, 25, -44, 4, 34, 27, 114, 45, -41, 86, 82, -45, -37, -95, 106, 116"
