inputName,size
11,6
19,13
12,13
38,28
81,24
5,28
40,31
70,20
23,24
72,24
79,5
78,2
87,2
6,10
68,25
69,9
1,4
45,20
33,24
15,22
93,16
24,13
25,30
26,11
48,7
71,31
76,6
7,14
50,22
22,16
4,24
32,19
77,27
91,27
42,21
13,18
41,4
55,29
31,11
66,3
65,27
62,13
21,31
95,26
84,5
58,21
64,23
83,6
94,22
0,27
99,23
96,11
67,6
61,20
43,28
2,12
54,15
30,27
59,29
85,18
74,10
90,16
18,25
52,3
44,27
17,4
36,6
49,5
86,21
37,24
56,9
63,24
35,3
97,15
75,21
57,8
88,16
10,32
53,20
8,15
39,6
47,24
60,14
89,13
51,20
14,3
28,5
16,22
34,26
82,6
46,30
27,18
20,21
9,27
92,5
3,16
98,31
29,9
80,12
73,17
