inputName,m,n
11,74,11
19,74,86
12,74,46
38,102,59
81,109,11
5,53,116
40,37,82
70,59,82
23,87,86
72,59,46
79,59,86
78,59,59
87,109,69
6,53,70
68,38,59
69,38,86
1,53,11
45,37,116
33,102,86
15,74,116
93,120,86
24,87,37
25,87,116
26,87,70
48,37,59
71,59,11
76,59,70
7,53,69
50,87,82
22,87,46
4,53,37
32,102,46
77,59,69
91,120,11
42,37,46
13,74,86
41,37,11
55,87,116
31,102,11
66,38,70
65,38,116
62,38,46
21,87,11
95,120,116
84,109,37
58,87,59
64,38,37
83,109,86
94,120,37
0,53,82
99,120,86
96,120,70
67,38,69
61,38,11
43,37,86
2,53,46
54,87,37
30,102,82
59,87,86
85,109,116
74,59,37
90,120,82
18,74,59
52,87,46
44,37,37
17,74,69
36,102,70
49,37,86
86,109,70
37,102,69
56,87,70
63,38,86
35,102,116
97,120,69
75,59,116
57,87,69
88,109,59
10,74,82
53,87,86
8,53,59
39,102,86
47,37,69
60,38,82
89,109,86
51,87,11
14,74,37
28,87,59
16,74,70
34,102,37
82,109,46
46,37,70
27,87,69
20,87,82
9,53,86
92,120,46
3,53,86
98,120,59
29,87,86
80,109,82
73,59,86
