inputName,size,a[size][size]
values_11,10,"[[971415590.946, -1984653579.738, -1930841087.934, -1863302037.66, -1576969711.675, -69155860.59, -1088655230.691, -599622353.747, 1674852511.679, -1679852614.63],[1083562387.62, -1504765897.995, -1303185857.84, -149592965.825, 779546228.29, 684443160.278, -753247237.511, 169839886.746, 229639098.406, -1144087522.16],[294521938.841, 1178446614.831, -1689887874.287, -1409213347.507, -1419984464.801, 938017071.791, 1279233116.992, 1236565388.803, -21842808.134, -1864972455.877],[-1867278297.782, 899587387.599, 442713702.067, -1204804821.091, 470585550.462, 1529858659.502, -1268334649.618, 204782243.847, -913625195.967, 267387513.477],[1952452653.36, 1068483053.357, -1260185982.594, 1867315848.37, -806380148.551, -94619503.553, -61786053.203, 987183578.28, 532109387.039, -836054456.161],[382219889.098, 2032354573.764, 1383317869.443, 1491953783.653, 1126835729.723, -1018633887.524, 1814204822.634, 1853981824.43, -1054343477.979, 1679129122.379],[-1425796085.139, -243623888.391, 543059102.45, -2032070337.1, -978736154.585, 363610867.362, 1527796013.183, 1998805524.24, 128377795.946, 1409909766.225],[-417946247.547, 1095296.602, -1429646254.585, -1594411696.436, -244866637.732, 2012909570.32, 280690663.289, 1459464660.802, 1324307362.126, -865641852.584],[256544464.617, 996675193.285, 519059862.14, -1439399902.311, 864178740.755, -676110891.822, 1472987088.368, -495344804.224, 631020276.088, 1751678866.007],[1444928284.057, -1247038353.563, 1148856356.434, 1863699922.897, 1514751648.066, 783708627.827, -258468405.91, 162608417.577, -407401759.783, -1765814652.436]]"
values_19,12,"[[16065283.445, 1796772969.761, -1196923166.787, -391833149.679, -1437508832.276, 690014505.354, 2101525456.614, 221908482.274, -1094506291.716, -871659376.577, 1830351868.919, 1773533367.939],[-1341219658.792, -892278168.59, -202701031.279, -411447043.745, -1749416761.478, -917293968.855, -909455688.226, 287306293.924, 407493558.414, -623903741.545, 343256495.31, -1626894922.65],[-1593828700.505, -1032599760.426, 920790215.895, 1259437791.145, -1998262888.479, -1724105295.392, 78427416.134, -1511616650.044, 1059281054.808, -701478440.655, 1730576691.841, -504873571.2],[811459476.115, -1514159721.846, -255607530.095, -332969470.54, 798423467.854, 1599673910.738, -563015298.262, -1218917861.172, 1401782127.983, 1054618379.126, -1141705869.907, -231992264.172],[-192555491.081, 2106657932.733, 1343231222.848, -1624210948.408, 502011511.069, 1410937379.856, -1150572888.866, 296996169.946, -305976297.651, -2090825693.495, -1732683615.165, 1388649584.819],[-1475460555.925, -186049867.614, -724440725.205, 2014691240.122, 715744641.771, 1190426345.713, -1681111440.868, -285601988.263, -1536666296.648, -2087719710.985, -101062255.458, 540666122.635],[34345458.493, 1547153263.802, 1411434185.898, 177978284.222, -486309436.274, -105652385.538, 898120556.842, 946146139.077, 1819346702.964, -783734836.293, 817596548.454, -1578018416.911],[-971878397.816, -353517359.202, -991673046.445, -1560421870.389, -2017423376.899, -1238600992.273, 2091531995.092, -1202950102.12, 1654399488.534, -1818394541.157, 1915462673.811, 461982612.703],[-1008013400.694, -541366634.541, -1306212833.016, 1728899789.189, 404966125.201, 958978846.913, 514297332.518, 1773042731.508, -1984603142.072, -1738370084.602, 1814734478.552, -166846271.083],[2581067.583, 42170288.24, -2084125690.869, 637909957.923, 1146718010.829, 921926387.174, 1098527087.818, 1875420702.973, 599200094.461, -2009536853.17, -1909640331.286, -1059669260.629],[842748986.459, -1766504355.557, -673768826.633, -294839713.503, -351121765.388, 1618548411.797, 2044881019.244, -554052973.903, -1757586605.938, -762694169.01, -1845404020.619, -188591452.951],[-1917704588.535, -1516319126.626, 2026351151.262, -700078625.291, 1059271505.185, -470691052.432, 921217838.311, -1690149120.493, 1843834992.427, 1652288819.281, 911134823.504, 1960337677.432]]"
values_12,13,"[[-1830842903.676, -1766841435.815, 238571381.517, 2013215535.529, 794855014.319, 1627362879.66, -1180764178.257, 1966720548.861, -595074389.892, 509335319.795, -1517121729.207, -540308970.476, 1887367405.476],[-1367686820.872, -1267626419.142, -1485408576.208, -546695333.27, 1956982904.499, 1300392122.529, 216668141.654, -4387865.633, -148316001.454, -1163342217.016, 814067458.752, 1288814802.008, -1707105285.174],[-8464320.602, -2043353087.852, 119797071.223, 923494155.008, -364140396.027, -1491750168.646, -1451523524.56, -1836153934.156, 1043668026.96, -454564667.463, -473910911.788, 400458170.819, 1681927108.186],[-687821751.352, 70934394.158, 1669772514.312, -2078076705.514, 1227863463.849, -49709051.468, -564544869.304, 846580108.771, -600737286.256, -874098155.823, -351265013.227, -1792692895.691, 1560806136.418],[-1463954859.278, -541792608.511, 1034890322.848, -274790907.709, 1177181491.521, -1097138400.977, 1793747533.047, -1749398034.497, 617082111.415, -555976458.946, 1079900839.613, 35338185.366, 1472289589.277],[-1992852371.458, 1859516065.631, -1513318257.266, 1778224436.743, 258143832.941, 92037315.563, -1173615191.525, 969855208.431, 1670405852.547, -1462580081.25, -175800845.723, 1005768183.194, 898974644.634],[-424190395.77, -606846246.694, -219624040.108, -681480981.242, 1538479822.548, 1871000068.04, 242040900.49, -1170471174.267, -371839934.204, -1813605498.423, -1980429555.09, 72556879.315, -1509393130.357],[-2010536876.989, 137694231.279, 945995925.588, -1815868422.978, 675640939.185, -2016343304.517, -1921882078.449, 349318340.733, -2089839746.455, -1688683153.981, 1781526021.6, 1690570647.571, 1113914120.287],[-1053777041.731, 1659234786.648, -34155886.033, 1733450921.279, -983680678.756, -805333686.26, -1918129519.0, 1295595698.538, 2026035091.334, -874517250.872, -1705014729.596, 1492397357.359, -497977544.312],[1650839147.505, 2028039329.405, 1260884299.809, 1990327535.075, -1326449003.364, 896472300.915, -1632958566.067, 1381194617.363, 1618271071.821, 1425099398.183, -120618207.484, -774551003.196, 1543779490.584],[631828160.355, 940208076.762, -1630165335.798, -891885971.603, -232788717.184, -1007911503.486, 1240211659.372, 1643944479.963, 972683948.875, -249559259.651, -446257625.529, 53677626.356, -1523126221.359],[-1553788847.14, 1899630139.121, 1860781445.863, 444315955.719, -1452893726.91, 1861893364.772, 924661295.822, 611237214.567, 1376547560.983, -1047972592.125, 1846009486.883, 92114715.775, 151451913.917],[103842613.901, 159703001.957, -52522197.612, -96930065.021, 254662168.521, 215372539.633, 1484953791.842, -1208006534.729, 1386615169.211, 1217439215.337, 1586895994.514, 1693451203.42, -210388923.426]]"
values_38,19,"[[892135419.424, 1299795937.19, -258854266.466, 1845953544.177, -1117139682.336, -1323264852.107, -1309325040.533, 1417310138.786, 1550755205.435, -406372526.531, -1415975950.331, -861865592.152, -1986687103.58, 663263976.243, 173734860.814, 1244373214.228, -1953849431.383, -1912833971.669, -1448680682.553],[-1359591353.298, 1616775403.27, -1977013260.342, 581908167.87, -851293239.957, -26185364.034, 1241956596.06, -424230460.025, 1378551023.987, -1995473903.365, -1339659117.762, -1309467969.901, -1004638530.627, 1046908268.481, 247075203.2, -1015783591.783, -1553442550.232, 1920787465.614, 1946811922.427],[1782481795.032, 987345726.27, 1937704842.465, 1694019340.114, 882162551.631, 1666071350.855, 808153182.774, -14088547.043, 429254089.469, 2140616283.1, 288996802.179, -1505952632.938, -875645139.716, 805836773.566, 583143169.915, 677134138.098, 1797840961.316, 1834755222.36, 1529167597.374],[1431146700.041, -513523097.985, -1678850468.375, 1888929845.24, -1824172084.561, 932654414.73, 460136060.945, -217730298.825, 704138720.454, 1078932767.933, 1423731995.788, -1691805862.19, 1611111961.875, -828918484.49, 256244945.319, 189366913.041, -914118494.935, -1027889409.328, 106989177.898],[-621848734.615, 70909867.959, -85005069.648, 229861974.154, 1777633223.836, -280578442.195, 1554293970.427, 2018329373.348, 74590753.351, -1559846246.37, 637812032.555, 113879162.479, 893728797.74, 809230575.179, -537219070.442, 1712290547.583, 97240624.739, 1442584251.456, -632490548.975],[247209380.506, 1092595060.58, 411726322.052, 43763559.03, 373888879.068, 96461852.955, -1411951662.435, 409869071.595, -1700962388.835, 1421236210.654, -1952206783.49, -300569218.692, -958129612.33, 1313046225.427, 159511535.204, 2145581307.491, -758283657.383, 699530244.838, 883935381.548],[499007912.634, 1789235950.578, -72058232.33, 1599902297.053, 1887632681.067, 1913479786.446, 710064156.891, -1651645672.105, 1987413154.878, 1591545972.277, 1577604696.276, 847564869.868, 2038938095.77, 309418821.181, 598586666.538, 215751267.077, 1458913980.632, 1854028196.449, -124144595.447],[-1114566580.763, 618153594.969, 136772438.186, 1992618512.579, -789220786.113, -1442779516.057, 2047920391.901, -1526258643.363, -359147548.309, 1406353895.012, -1578715369.928, -1814971647.479, 1210347491.775, -550476008.901, 394045205.165, 1944211793.884, -1559573604.703, -2053650251.398, 2136970756.7],[-52920115.342, -398952920.947, -1012550020.176, -1462081488.705, -1384905541.489, 1107133635.26, 1644936447.33, 458380332.277, -1592801268.788, -326703585.665, 1942649612.012, 381613334.688, -183917780.475, 1809594816.006, -1209440379.899, 1060070083.127, 1208076924.245, 798473378.124, 1744365933.074],[1191152750.777, 1995629380.149, -998297133.775, 840765258.18, 1140812665.265, -1329787283.844, 2038349729.229, 1864163491.644, -19244652.805, -1594253959.918, -1140923901.745, -2021884974.593, -576504644.54, -302489402.448, 1781033546.741, -2092884531.776, 2008176583.181, -1924854569.106, -1663123119.272],[-526997023.741, 493196436.397, 1875506298.328, 589916552.128, 1388463355.308, 1947619934.388, 422647390.266, 1969391731.666, -1018710531.377, -1432092291.402, -1186501556.913, -1119338745.927, 1223001720.126, 1243963756.076, 1887306450.275, 1874297191.638, -119947685.975, -738299248.636, 892780331.477],[1157838332.087, 1867956376.63, 1102614417.649, -1122134351.847, -213866331.858, -1629502965.451, 1048056825.152, -830924043.382, 480954779.301, 2144576477.915, -837381123.812, 2017337412.209, -2075346337.0, 1228649032.621, -1595927441.108, -1756556357.414, -1920992023.504, 867461870.764, -1349327772.757],[1495623909.079, -654636344.028, 1698753347.067, 1808202298.872, -170015221.315, -1675112143.378, -1946127546.974, 167870202.233, -1417049546.561, -1027857451.725, 425736441.071, -2076259934.326, 489100788.276, 1945192829.03, -268191423.88, 936711995.777, 954177226.045, -1186521189.426, -801886120.619],[668361072.439, -1871847448.537, 1485204570.372, -1241452957.822, 1236887536.583, 1064708964.03, 854178072.351, 2139146240.354, 1384858470.778, -1775977795.02, 684750944.88, 921297397.46, 700000163.802, 379003568.952, 944547013.674, -96744278.291, -1842883788.416, 639608738.133, -2036020882.925],[443923080.415, 1104522898.225, 412461056.693, -389440720.615, -622593982.399, -142953359.997, 1154150957.126, -356463545.35, 807523108.632, -799582666.179, -1382422513.834, 503326259.82, 31961063.596, 732454468.855, 1767974154.849, 1777910572.265, -1337549807.12, 210325039.434, 1731103043.28],[-660745830.754, -916411735.03, -432572951.096, 773776919.662, -521810174.369, 108176416.672, 2056232749.091, 1862392487.182, 777865530.399, 1689935793.244, -1516681356.51, -1186473428.953, -200282343.348, 765195115.458, -205607910.119, 1694136140.24, -798911513.309, -1098775592.991, 1195810102.138],[-147947523.324, 312476971.389, -481082252.098, 1225955289.622, 1383577530.477, 545087992.425, -1381229968.417, 1680333485.224, 1173347200.839, 694519402.225, 1359641137.778, -1546893829.238, -1605422992.315, -1343637843.869, 17464620.899, 1116950633.054, -351254612.675, -1866426341.733, -1750235830.877],[-2008853977.996, 847970629.073, -159192340.808, -1050700816.337, 295674592.043, 1539074949.25, 1713922716.088, -961790125.485, 1959123698.208, -1192138032.737, -1312720839.428, -342618088.583, 1060244415.169, 312825124.189, -288712022.15, 171355387.475, -558355706.642, 1710827562.341, 1726802047.678],[-1492575968.18, 810234453.498, 425217121.492, 179119987.968, -951808629.615, 1470435054.571, -1119993148.328, 627781470.901, -1898798802.73, 1466211716.704, 338326642.451, -1022739058.939, -887027390.739, -1882403783.853, -1130872406.99, -593190003.255, 1359448969.873, 1336363317.298, 938199075.19]]"
values_81,5,"[[644472824.557, -701429959.902, 1689495551.829, 1960367122.302, 1762565257.574],[-294641659.043, 908957458.384, -1957390487.882, -525584742.547, -1522146278.162],[-2078308737.73, -1958111371.285, -561020573.112, -1121066125.069, 1847730702.459],[1403743485.18, 632460204.12, -251195241.34, -1014803169.708, -957243054.243],[993009101.914, -1828566621.607, 485506190.072, -1324751799.142, 296317092.518]]"
values_5,3,"[[-67623750.005, -494534641.086, 1261948636.567],[1189461973.71, -1432265536.844, 1359645471.825],[1815829155.42, -1407010735.888, 682164928.974]]"
values_40,14,"[[-949022959.505, 26157573.1, 1132848926.322, -1845702310.345, -1128776576.443, 2010772447.799, -2133881552.16, -324373587.004, 417570777.246, -457066963.425, -26916302.053, 251641209.904, 419583433.623, 1655212472.347],[317254873.512, 213707769.995, -954013487.039, 1926669542.87, 1881377009.064, 896657704.282, -281607500.515, 616339291.003, -1590165078.237, 190927841.851, 1242666139.902, 1548749291.84, -772222884.942, 1459153090.581],[-25338732.215, 1685327810.667, -805465085.329, 629692959.857, 1245794203.026, -1148976347.925, 285500653.745, -602192385.399, 149335756.217, -1513940042.756, -145976372.051, 2058305920.798, 182152435.525, 628982692.009],[711037542.569, -395030705.305, 1222785654.503, -5731244.209, -106531600.84, -991651525.505, -1138444400.969, -459546017.978, 1622700272.349, 22975160.738, -1013640165.743, 423989650.138, -1940811183.406, 280032470.948],[238838527.024, 740279518.767, -939676208.208, -216246695.548, 508390286.146, -1989657399.158, -1326190805.471, -1720978728.433, 899905202.567, -991171654.623, 2008687553.374, -1072679300.004, -1211061345.837, -18007497.11],[-1051829624.74, -2010819567.86, 829848035.153, -1630588046.005, -1192795963.128, 1385929696.752, -140897561.746, -983842255.349, 738920602.711, 1081258931.55, 1927606274.582, 446918392.97, -371920197.435, 1391974572.609],[-333781224.684, -981994206.255, -61830863.254, 1180449894.283, 2056732027.896, 1414725379.575, 138701957.061, 2095344051.252, 1558882043.445, -1969490221.986, -1282582246.789, 765541669.181, -1231029553.171, -155082076.83],[1452592213.235, 837125317.63, 803072464.362, 1522303308.031, -907136468.207, -2094647841.118, 1929500794.952, -190850243.704, -1696593941.842, 65875000.638, -204835292.566, 1219824519.468, 606588403.039, -930029578.722],[1167105918.206, -1013783860.266, -1872272101.473, 783740803.052, -712321956.041, 55486576.112, 458258514.676, -245845450.568, -1236349545.377, 634346268.331, -1064008461.852, 1965147417.945, 1206290568.972, -1843320186.141],[1167404174.811, 1312681784.436, 856005191.369, 59533928.899, 476499574.319, 2072982648.106, -1172588014.598, 1764166970.009, 2026257165.268, 164538710.871, 2073728731.225, 217939696.198, 1043801912.313, -1913858738.027],[1435020771.644, -1442271573.859, 1049743157.975, 1700008271.524, -1381725848.504, -1188849258.881, 874072028.102, -774253348.474, 1191045242.17, -519795115.586, 713855758.34, 1101049873.266, 1201130518.395, 742123529.577],[-1733206291.264, 276525171.101, 1397188230.473, -1996669120.413, 1992666084.747, -1355488944.208, 1065623755.073, -2060133981.045, 609679554.725, -11567649.231, -1493015578.782, 261460828.744, -241895639.352, -106897629.285],[1658921192.406, 1707158041.897, -1105636113.409, 981846903.882, 991301112.121, -2077179735.192, 1529001251.685, -1714798622.665, -862434694.398, 990658863.727, 989592774.81, 1041531147.174, -456101276.43, 649442013.2],[2076369326.575, 640302869.005, 619725961.02, -566775063.679, -1218803949.585, 761888495.81, 193964164.711, -670636153.949, -2140775855.254, 392147962.055, 1459791867.742, 1992626023.714, 710791579.364, -37371658.712]]"
values_70,7,"[[1064049592.507, 1939211980.329, 80126371.916, -426812756.3, -1984394660.57, 636930815.889, 1836540619.826],[687044409.734, -852957179.514, 671503.425, -1570681430.399, 701613410.456, -822493430.054, 1229876033.109],[-1868766132.427, 1825188733.746, 1330838295.316, 902569855.843, -2093902988.901, 801118891.734, 1335864587.124],[-995676212.943, 1611760252.134, -1496339720.844, -1327443275.753, 212960599.163, 1129093470.773, -1176835426.525],[1585702216.889, -1319906186.204, -718377356.431, -1480326825.543, -1090113566.401, -2047829734.956, -1278977657.521],[-357406318.641, -1823034615.378, 842159248.17, -330872798.966, -1017742772.685, 993864404.913, 579957105.08],[-422783970.237, 405371986.786, -1556963714.901, 216219047.43, -595704747.932, 1947353794.096, -651319575.897]]"
values_23,16,"[[-1634746185.017, 788337867.311, 657974367.516, -1485493833.383, -332436086.628, -1080743171.208, 1317979308.874, -66543304.002, -790458019.588, -1288926922.62, -2144205069.729, -1575316339.413, 19289678.95, -836023735.822, 918920802.965, 66307818.141],[-497136383.506, -1577571847.138, 2142337614.606, 1159797643.644, -19581655.209, 739909564.741, -466805634.722, -1397977358.969, -704963357.318, 389232176.488, -1093813307.556, -682399151.081, -85670159.111, -2035708593.66, 1441665850.346, 1872545627.453],[1063878009.583, 596864156.457, -1373889050.433, 788987306.044, 70297519.341, -1558377433.535, -2068387959.758, 611522681.586, -524530336.405, 1118111743.495, -690904062.512, -1044981392.335, 401882358.768, 1213022613.127, 786135257.246, 1355158537.259],[-54067901.756, 735698887.062, -1072903836.72, 2036224757.399, -214270571.836, -857214588.873, 1399460674.592, -298852749.089, -253058963.434, 1280016933.651, 840212643.555, 797469079.314, -1083375593.719, -1120365016.921, -231354574.405, -2145848469.971],[-972660157.984, -1237587391.411, 1225728655.913, -1769155527.849, 1947938963.736, 1364401587.198, -762231085.685, -753527253.368, -2093796634.735, 200584984.99, -793219648.137, 1823933559.494, 166925353.677, -569363369.435, 928026708.149, 1904576160.599],[2126456673.354, 2095488742.189, 256795712.619, 303270029.626, -73275402.29, -1488463056.748, 1446152363.67, 864025609.846, -776747987.271, 268140841.806, 533716106.779, 995473327.966, 1976929407.417, 1859770678.064, 217187337.706, 697342022.721],[471705141.491, -246510232.191, 1571265937.847, 943337235.213, -30864874.494, 2002247099.664, 1271994309.864, 533489400.004, 86920804.704, -539560565.671, 381257809.567, -405096030.296, 212316462.011, -71665950.776, -1046139707.186, -407898284.022],[-3415247.208, 1530814950.952, -1819862139.351, -390481566.735, 1908399094.927, 548998549.201, -1369182865.667, 100855170.883, 896531992.154, -1373529151.824, -27859369.772, -1176483270.936, -1878256417.287, 1065147997.311, 125993373.378, 1979760697.351],[-183553264.671, 405268109.309, -883171356.895, 576638706.533, -283996033.184, -2074878957.84, -320880127.893, 683045239.657, -1644402133.451, -1484315031.721, -1970558687.312, 351902070.234, -2060574500.223, 1859770498.21, -1422289146.306, -543837765.571],[796339821.95, 1387069486.636, -732673719.327, 1235096733.215, 1606789582.942, 648449921.295, 714873233.157, -1895845968.629, -1877991245.057, -60702841.355, -1218742199.607, -1877502843.772, -1329694817.194, 1877085182.92, -1382804144.753, -77477980.79],[-518903382.769, 1165723937.943, -1076606262.408, 1088939607.981, 759533278.79, 1923867473.017, 1587498285.089, -2000569882.301, -41556160.511, 1618707849.305, 413958184.547, 1609726059.096, -140757511.074, 1507118116.456, 1988527979.068, 1166281585.516],[90158125.774, 1443197860.867, 678247537.236, -1124250343.911, 118967051.708, 32727813.448, 497667835.895, -979318030.485, 200666993.566, 1905797771.5, 2027902574.111, -1891617314.033, 954480381.776, -52945873.202, 2111818598.793, -361098724.033],[1405031326.318, -290126933.107, -207242347.262, 530124669.463, -1033026052.394, -1342514453.185, 1567528015.139, 1331685727.764, 1900282242.253, -714989773.865, -146306121.287, -1828203950.363, 903975861.515, -1904981738.796, -1455102010.705, 609916756.797],[1440815916.385, -331003003.793, 1486056291.978, -284386251.722, -837695498.716, -164665701.9, -546402667.462, 10900250.226, -1666452277.341, 182542474.805, -2080663905.458, -828921651.309, 1643482475.943, -1770428573.692, -809806564.296, 38816078.8],[500876740.819, 116965964.514, -1482377456.008, 392080687.874, -592650819.633, 2127323698.922, -220446051.322, -888787828.784, 1572557477.923, -877728816.371, 646418390.407, 398331782.956, -1603771416.022, -1051997180.849, 1467719268.088, -337798587.381],[-1863252531.646, -220731301.227, -41119076.275, 1738102417.019, 85294096.18, 657695562.514, 64021638.902, -293027680.705, -374285983.994, 404043724.338, -1291821948.424, -1762629893.096, 1685863317.392, 1124778927.859, 346047578.677, 626849194.869]]"
values_72,3,"[[133729004.853, 1064361967.966, -1467237273.879],[1300569118.343, -257668307.474, -15045076.641],[-1701932997.247, -1048254942.209, -1789650247.032]]"
