inputName,size
11,21
19,23
12,30
38,7
81,4
5,24
40,19
70,12
23,20
72,9
79,21
78,32
87,9
6,24
68,18
69,10
1,32
45,11
33,29
15,20
93,27
24,19
25,22
26,27
48,12
71,15
76,12
7,11
50,6
22,22
4,3
32,11
77,18
91,25
42,4
13,8
41,8
55,12
31,10
66,21
65,12
62,19
21,27
95,2
84,2
58,27
64,17
83,12
94,10
0,4
99,2
96,7
67,2
61,26
43,19
2,8
54,11
30,4
59,2
85,13
74,29
90,6
18,5
52,15
44,3
17,12
36,19
49,21
86,31
37,5
56,20
63,11
35,23
97,19
75,11
57,20
88,24
10,18
53,4
8,32
39,32
47,24
60,9
89,21
51,23
14,32
28,6
16,17
34,30
82,31
46,6
27,18
20,17
9,29
92,21
3,25
98,22
29,12
80,2
73,14
