inputName,n,key,arr[n]
values_11,27,3275198012027461623,"{590324264181068002, -7336305312416343273, 4300767045735379384, -3244010779602487350, 1786813017586361540, 3189243410044459140, -2219071725592913921, -8025196987373892138, -7370764453362945286, 8744378260867792413, -2824817658998402107, -2956784744305147680, 8679507936435246874, -7465414249715602165, 6740837120814590525, -4848482373397078477, 7286606431504830529, -581116406832409572, -3746155461042524783, 5183020126878336083, -8093918170389911065, 7810585746822598430, -3170283496502331474, 1000939040687596413, 14029070965406134, -70522284305577273, -4257016184915757575"
values_19,27,-6201682606952930244,"{3465988141608862126, -5324058402309407267, -2684563766872239574, 4629830489656947401, -4355412874896981681, -2889430239200041035, -1149207538833893437, 771376468561156659, -730462512455936093, 519334109371378956, 7548769271071505850, 7455281440183544075, 4195665497101756803, 5602413562995137924, -4615583798527686040, 7665255242412925087, 182417061648331823, -2928574465582868493, -468397122699181892, -4111595726655217637, 8448048356685250625, 5261445872274370269, -2785147295461986282, -3622126592325951860, 6109102812253342486, -6130804457394621403, -7645273100694851163"
values_12,27,-6383636324072231959,"{4034945634758888846, -442063646716638876, 8310671836367156231, -201249848425343283, -3394892630320299128, 3696405136774739835, -7190082268771282236, 4354393698023964206, -5011514146221300415, -4349229998953466027, -6626797613583982648, -5604296470521661989, 9046144651522546808, 3293216124112608160, -2353755012142301541, -5914603059985680345, 5837311392895555289, -1644390744788023209, -1092283986675739898, -323444527359376258, 3860225477816096863, 2834057866021570111, 1165191812981500074, -3549481736506542113, 5262436353651623320, 4068640676281594693, -8379982129993126773"
values_38,31,5730190634684374863,"{2521162531044892057, 6719639459479542158, -2749442797911747731, 1813202412174640639, -8778183232301224414, 6394479015937620094, 423653843880964737, 5554609483642364290, -1532674944048372347, -7755067855040971209, 370806664868517587, -6523605806290733693, 4983481532902691756, -7695551909161184498, -938725013942863190, 4102164207962356768, 2414784339750878141, -8182332789469352827, 4412211566773654837, 2845477654220421459, -7382000162675639765, 6779889453973750185, -5003941853381223703, 5995249057979871774, 552754323480775516, 2764322139887268716, 3449645235249744196, 1025651498440153376, 6039568697687488841, 4654925040361323704, -3712211484054916297"
values_81,5,3275198012027461623,"{-8749181423501020049, 1013345188342773420, 925546285017735955, -543334604144438424, -6977446541092999752"
values_5,11,-4644353167764884846,"{4413708779176231009, 2522369146965608301, 1476946736219315879, 1274711864628581482, 126871216974683562, -4239656015830262679, -2288728553554316455, -2374456414687496641, -8407465865296375139, -8130922413284506647, -2958925845052645814"
values_40,3,679292886182060878,"{-4336997577823579181, 4800923705658754081, 7645271808890560484"
values_70,16,679292886182060878,"{4092156684289093720, -7199177459014699651, 7497512982143837370, 5205091278427341742, 5027707586411515658, 1911083981294168489, 7006749301356896739, 1747495306475471015, -6800456774603781195, 1221721630308547493, -2048169372097060745, 5371894935808693118, -2454788109783201758, 659727278798874077, -1742079431919186717, -6205884547459480864"
values_23,17,-1320281866151271814,"{4973393460680266875, -7471455280405207068, 4625932624092845910, 4999107523013258918, 7927576948762917261, -6577423163858980116, -4521252964664177957, 5623586768417305602, 7177864071333670842, -3616373733620429392, -5283968744641390707, 1877810537467151543, -3163147980540398964, -5260487222104852818, 6533286851514547971, 3066433336870510667, 5916600683932310685"
values_72,16,-6383636324072231959,"{-5318819879393578300, -5715636259115199386, 8389306371926316072, 1959062427513149702, -6073152909072887747, -8094008697457237060, -7976526136889912460, 5092851038099583321, 6555825298116419857, -2639327314321217145, 2834197961157136396, -8974505662592326083, 3903000269982648794, 3654507231486803908, -4111126843002223211, 397771278626848347"
values_79,16,-6201682606952930244,"{2200446165972187726, -468528250503103408, -5640824434100487191, -2058218292063703787, -3368046605234565762, 2086130783338985645, 5236199525234037748, -5017117864430089980, 5608921144368002192, 4258370796452785970, 1813010594792437849, 5077167372942113209, 3512537825744799998, -6949114926449962270, -4053938972488457187, -9219611810099662231"
values_78,16,5730190634684374863,"{6067951838161030270, -7628259915657018693, -8383842286006749611, -7948780860292224493, 3632494669047344220, 5814958208200606551, 1278927453507293523, -2162399076459035722, 315651901830619458, 3646632626249671388, -4277156812819419276, -5866463354355811772, -6049341534394890655, -2213829507655306963, 619340643017347439, 2763317207463011825"
values_87,5,5625323836872602696,"{63752629354231684, -3176376863642522198, -3960773611739442010, -5446588839978419064, 9072428210831912992"
values_6,11,-5103407333032246506,"{2467225805844507868, 3973421715395392840, 4484869746462632330, -6252708179559985609, -8034452220967627510, -7590138820388337032, -5258494069095616741, -637639082261036293, -1624888135303019359, 4425157040561751885, -5815643883630008167"
values_68,27,5730190634684374863,"{6724560686625416622, 6134856985113734288, -7555167601289799841, 8314750648742647454, -4156500349053174807, 394263077234635810, 1617038192160798223, -5223771886173924768, -6669617479806532094, 8116299998456528133, -6622871626359476285, 2644339273904589076, -5021701846096853357, -5823082317954625163, -4181907577632175552, -1866083784696896472, 1961630413083783804, 4312321309914056744, 1921024946115479495, 5370227654328369023, 2794830660112046639, -4401323616110638383, -6645516331456760754, 1893557217840654683, -5771586484712705821, 9079953508209419446, 7489301473276968469"
values_69,27,-6201682606952930244,"{-4480164258287520832, 7050640791360198102, 3191839113210205474, 1333489743750105561, -2009188301238960460, 323130552699296830, 1318757652833000783, 1995072073338036165, -3901505716135754613, 8947418330518610321, -6410069255302899060, -3051087406412175047, 5808556520010146327, 2768559176872377155, 2526800276883800367, -1755402914982277080, 1665543331531389880, 3912542737042093001, -4055818504826497222, 4842311392969511179, -5980548886425470119, 89761886033060970, 8254110979969740928, -6487386870731852787, 6402645660593648831, -2195091765930874271, -6495409221629817859"
values_1,11,3275198012027461623,"{3132500652268314910, 2511557339451249267, 1954777258674822271, 1894604728273823360, -5930842619237167280, -9216108602005742455, -8860996065825201564, -1184302417344745218, -9049050488109293456, 9151323556268895052, 81068310164287721"
values_45,3,-4644353167764884846,"{-4852397665351717672, 7998823991387441668, 6567204428612850315"
values_33,31,-1320281866151271814,"{5134363929186725707, -7785555412620229985, 1285890985201059736, 1101085980293539497, 2572432832683890175, -4328599373622635787, 6774221024184187592, 5242783940752992113, 8225935692959495115, 8812546346689050932, -1640818355574029414, -2347870890638162061, 1833170169664404280, 2522262025219739076, 4534836913142638572, 2054342721412050258, -8336123874170829866, 3757470131421575748, -1755630408973785864, 6280430777393973601, 778050945779187264, 1020641220188300723, 4068409163607772638, -3514262505481569364, -5849446246051030719, 9188821000111020234, -1838298422749167914, 5148547271741021116, 8059957202907299119, 3033613492844464791, -1374987170844731266"
values_15,27,-4644353167764884846,"{-2072075468408368671, -3474314242377835884, 1983329616487357179, -4760751038503709880, -8537138640928371443, -7512230836947837516, 3105801367633465163, -6972171238317767674, 5072021959065076907, -2438970117513089648, -994993933342977220, -6626587417856756804, -2442271892459375625, -8234714648176222853, 7043958573346473921, -7790487911839940555, 7134340808666461, 9146524174011736560, 6482857734452302265, -6166826962161750000, -164623330264413924, -244753080956909021, -8847100686226104572, -3783894896532546847, -1768976639163321616, -8502710842530264138, -4389095622458737245"
values_93,10,-1320281866151271814,"{3172063526389478873, 8279378785052830641, 3953515135538844868, 458657502254988430, -1524443750884781502, -8963626929703233120, -1989201666748466130, 8983948023259160162, -1915441174925020338, 6591192564319930821"
