inputName,size
11,17
19,18
12,10
38,2
81,22
5,6
40,11
70,27
23,26
72,11
79,22
78,9
87,31
6,20
68,16
69,10
1,13
45,25
33,32
15,10
93,3
24,18
25,27
26,9
48,22
71,24
76,12
7,30
50,2
22,15
4,9
32,6
77,24
91,29
42,8
13,26
41,5
55,13
31,12
66,32
65,4
62,9
21,25
95,2
84,6
58,10
64,24
83,28
94,32
0,17
99,30
96,30
67,30
61,6
43,9
2,13
54,29
30,30
59,7
85,3
74,25
90,26
18,7
52,5
44,13
17,2
36,28
49,8
86,10
37,6
56,17
63,32
35,5
97,4
75,11
57,21
88,16
10,9
53,31
8,15
39,23
47,9
60,30
89,14
51,24
14,13
28,28
16,24
34,28
82,4
46,29
27,23
20,18
9,21
92,21
3,6
98,14
29,3
80,7
73,14
