inputName,size
11,29
19,17
12,27
38,30
81,25
5,9
40,2
70,3
23,16
72,29
79,27
78,3
87,10
6,4
68,14
69,16
1,17
45,19
33,6
15,2
93,27
24,5
25,12
26,20
48,28
71,5
76,26
7,4
50,8
22,15
4,16
32,7
77,10
91,5
42,30
13,17
41,14
55,13
31,27
66,26
65,29
62,30
21,5
95,32
84,13
58,7
64,17
83,5
94,27
0,20
99,12
96,7
67,29
61,13
43,12
2,29
54,32
30,29
59,27
85,19
74,29
90,4
18,19
52,29
44,31
17,3
36,16
49,12
86,27
37,27
56,30
63,22
35,16
97,16
75,21
57,20
88,9
10,22
53,3
8,20
39,10
47,30
60,13
89,12
51,27
14,19
28,32
16,26
34,27
82,32
46,13
27,4
20,14
9,2
92,27
3,15
98,15
29,29
80,3
73,9
