inputName,size,a[size]
values_11,18,"{-638540804, -201149000, -316418297, -1639620768, 2043987322, -1778534344, -1578628074, -986204589, -1557854740, -356550061, -681508972, 1061270353, 924228250, 896499337, 1718658728, -1832420947, 1863884233, -566208375"
values_19,25,"{1281284469, -118059272, -1101956532, -605406594, 1409402988, -561519792, -2075659903, 1521810596, 723791268, 1874188626, 613304037, 1149615869, -2022547894, 404479197, 537776336, 1471750640, -897668169, -12896039, 2008563723, 937383205, -518487272, 149771716, -1358104467, -557266855, 1977423594"
values_12,20,"{-1000213486, -1096032874, -1105416388, 99006497, -310101648, 1508647834, 296362182, -1785617661, 791068854, 750557871, 1619809630, -361032005, -307906673, -68393782, 1563690598, -434374873, -418664071, 723174815, 1348789493, 909131877"
values_38,32,"{1843709437, -1901127260, -1254321464, 1412893591, 1196861845, 882663674, -1456503128, 136593533, -548050529, -323018872, -2044484191, 471163537, 2143941851, -382129274, 1424494055, -1129465332, 1486829714, -799581636, -1443140195, -1398014400, 72392188, -698834138, -840946764, 1152494255, 268500467, 610914056, -1055519679, -631813400, 1745758257, -1330114091, 1344739198, -1357834640"
values_81,24,"{388579246, 1307990174, -1997157522, -1432864278, 1528212050, 946550251, 2034897598, -1957203747, 1070401793, 177449115, -1347886992, 1305443630, 276732160, -958182546, 728930888, 2119099440, -346564048, 334733816, 1853353370, 1561056422, -961342166, -568701819, 1687143048, -1101648281"
values_5,10,"{-1752446552, -845170807, 954555038, -298939010, -882675606, -2065374005, -1481067577, 1480598126, 1332788133, -1745905304"
values_40,19,"{1969825869, 9941734, -1433473478, -1124038073, 1977014805, 1733031827, 1996911431, 1294597791, 971248014, 1668402722, 1854892543, 118271320, 1079702543, 2010919455, -397907279, 872351205, -1877862518, -951131018, -1443124959"
values_70,23,"{1026709459, 305069560, 2062739803, 666235247, 153917389, 565103171, 1558290422, 663868604, 1148863732, -719988285, 283492474, -615136417, 703217126, 157524834, 2049143421, -1947211712, 2087499508, -654325107, -1717243127, 1313271961, -280475411, -810121128, 795998629"
values_23,17,"{15565791, -1656411893, 1404215379, -36772250, 351968848, -223210070, -290560101, -1218398217, -1361813959, -1604037063, 501218834, 1226452988, -776898913, 1181192407, -435204288, -447564511, 467600240"
values_72,6,"{1283093378, -1087053718, -437408407, 1649525951, -1883656961, -304626094"
values_79,23,"{-1085729258, -256403529, -508004190, -1503839745, -1098132122, -827403595, -1400863640, -1724462857, 302291858, -1024513606, -42094531, 905660613, -1266670425, 101068737, -887730270, -1879558797, 1144802873, 430593280, 1634526059, -979471392, -956542117, 1529736742, -150140381"
values_78,31,"{-189219843, 1484495823, -93579659, 196089131, 1607202976, -1371613868, -1713274148, -2109010195, 1078224656, -2030437855, 440033595, -10026850, 157293268, -326916202, -1070628059, -1729023265, -1430851904, 1532778759, 406428017, 1937715395, -1141682671, -1576670029, 1306976423, -2137024007, 531318478, -201912244, -887821600, 1830445944, -527752495, 1247395107, -230513651"
values_87,8,"{1277317247, -204987473, -1295792536, -2147160964, -1163206306, -1212401655, 1371665453, -1775360370"
values_6,30,"{679236888, 1246999438, 1796338772, 1711179968, 202335393, -639437828, 2045784173, -849375606, 1579868325, 1699866320, 117442448, 933853566, 1067742321, 937998137, -41280232, -2125625585, -514490226, -1597667206, 1409409571, -1933284861, 19929440, 1304004515, 334094769, -1178676622, -1679084623, -1719364931, -341748042, 33286448, -703396195, -273393720"
values_68,20,"{822005040, -354202215, 843109065, -888159427, 606957865, -706616823, -1684143687, 514921303, -335007682, 455720067, 562940780, -1427336565, 2102284122, 1842271245, -192038494, 416658351, 571586105, -662397435, -1386019845, 2139841855"
values_69,4,"{-685130574, -651771712, 1674177080, -1188121793"
values_1,3,"{1920571983, -1333313281, 578734200"
values_45,18,"{-743897123, -1697179130, 186096101, -994119578, 1332079908, 707682398, 1758619929, -238645284, 1495784205, 789601914, 265140104, 1846223887, 1686894916, -1518259975, 2136680402, 772696013, -619132591, -269113302"
values_33,8,"{1973043888, -1061718020, 1032244476, -1723305899, -1963617612, -36684551, 1154244267, -477332583"
values_15,2,"{463675898, 145701186"
values_93,17,"{864770223, 739366604, 1535667186, 924198667, 1554713859, -1118426166, -1839408340, 1849826713, -955402822, -976150087, -2025809180, 1147407570, -1215911811, 514115409, -36020270, 1588536275, -1958545542"
values_24,30,"{-82919920, 1662651571, 1988495254, 479607067, 811536525, -1968380779, -1282843821, -1393073668, -1975952996, -1654358160, 1363959289, 1334257068, -1633390078, -948835527, -558095184, 965818577, 1331154356, -520621036, -534396861, -80616546, 1252774345, 284742447, 717430169, 2115941852, -1637254018, -1323980788, 1416319969, 481080877, 2033840793, 1178763466"
values_25,23,"{1264283249, -2057292593, -535647656, -168823182, -533525861, -1439202060, 292146331, -1599076434, -293845588, -683673882, 1691003466, 1718188494, 957948109, 1616449534, 1145908450, 442587813, 1308786786, -1377058375, 562181847, -909629430, 1499609128, 1260879234, 2021120570"
values_26,6,"{949528695, -1287588683, 388065259, -1233435040, -1540926550, 797823360"
values_48,12,"{-376323855, -1706235309, -2003534535, -776666012, 1345075642, -986358790, -1729171587, 1714196445, -278136255, 1572805108, -367829584, -2037992989"
values_71,22,"{1087587425, 747405425, 1477251553, -1708160727, -1981679738, -1095151927, 2025038432, 1457927726, -477746117, -1654895663, -2039244530, -1991430093, -1664030584, -1900125746, -1582816226, 1524381221, -2011383418, 1226449593, -402295712, -1229195870, -1071315514, -296689875"
values_76,27,"{-1184027590, 504630578, -884609290, 1719500922, -215511897, -114326037, -1303247432, -431553203, 484708129, 1976875012, -516236666, 1109517168, -587741804, -633700179, 789850793, 1967427687, 163423594, -844382237, -2037844043, 1835887891, 306658926, -624466388, 369046862, -1330283777, -1798823322, 1590972005, 879648461"
values_7,25,"{-2048332582, -85890998, 1578725930, 175482249, -569208010, 1309465124, 1493088070, 485562550, 617960249, 697738543, 1050969748, 879422012, -1952570608, 429623781, -386812578, 1687750289, -1597052881, 446286301, 270746613, 1707907476, -1739572195, -1375506889, 1057935245, 59536549, 731262343"
values_50,20,"{1556821602, 1956239449, -579930690, -1794513419, -1489362719, 1040772346, -384208058, -208779123, 1693216290, -1390990126, 1017653293, -861351630, -1005879698, -1596259944, 504627070, -1169073996, -1587557135, -43451484, 2139278000, -468039345"
values_22,5,"{259223035, -1792951186, -894861683, 832618519, -551106998"
values_4,30,"{-1551397149, 1073880082, -492798862, 411474553, 438399666, 66841269, -351969312, 746415600, -469630639, -156720472, 1029266150, -17519658, -1491591478, 1735305718, 244996646, -1694163123, 1594880142, 1543204548, 1084766592, -905765772, 2032461770, 1411375782, 1660940587, -196352220, 2063191582, 229215431, -691429466, 1597780392, -1760828825, 1218038917"
values_32,9,"{-1044667092, -711742384, 1240017468, -51608841, -663934428, 255108564, -1478173093, -1855013711, -2074231307"
values_77,19,"{-982601246, -1980190257, -1793687037, -1118465687, -2049281897, -1756696058, -1539269725, -1190675839, -1568379793, 1807323487, 536670256, -249284557, 347617427, 1807983910, 558298031, 962621522, 456204941, 1459462476, 1052753732"
values_91,26,"{558595212, -374955874, 1394575644, -1372298354, -1537084652, -1358146148, -502531504, 615553490, -1264213141, -106125548, -441245438, 1636065942, 1215203308, -180783083, 1220700736, 821324100, 751725866, 1363710425, -1262889827, -1303657034, 941826002, 333560192, 74639734, 170598098, 2017556151, 1023000440"
values_42,29,"{-1790064631, 1105673257, -62389919, -1143900734, 595004047, -130172612, -1453161549, -1900490419, -1210374484, 1656648654, 1639129217, 1382311006, -1883552420, -1119779692, 1267251760, 1745533476, 1297605006, 96188672, -821742312, -1678529745, -649798947, 1336202136, -509243340, -2043072319, 555391244, -1002370764, 32591654, -51696786, -684606965"
values_13,25,"{949493879, 1195507073, 1259461643, 405227313, 939240781, 986460426, 570125550, 1976121595, -2058998709, 302063879, 1162605276, -1681920693, -1370639407, -2085748663, -2001263623, -636524471, -1623957274, 2070530584, -1780210895, -2004401147, -118222630, 593361241, -1126771236, 1341728014, -1480667857"
values_41,25,"{622258799, -586140684, 98716643, 1420803433, 908862241, 2023364871, -241739645, 1917313768, 815630657, 218803967, -8857567, -2037287547, -2027764373, 233404123, 1800959022, -497679352, -933558057, 795763377, 1106653199, 1881654112, -2007851017, 1541760356, 1176412069, -1583608829, 171468804"
values_55,2,"{-1933553968, -513684690"
values_31,12,"{-1017060168, 572400419, 29035209, -655338266, 1592971269, 311705908, -662780244, 1313551877, -1564071423, 401842436, -1445621679, -400754027"
values_66,27,"{-1822210777, -694079236, 1325275025, -1736604514, -198243957, -1269285648, -1117473079, -37514698, 1404409744, -1606441117, -871699988, 762057468, 188151802, -813487124, -1690577420, -1181461539, 1400606929, 1518362444, -383118971, -1796871338, -1682596129, 1354987229, -635560678, 1694656218, 1678272269, -1801410348, 1103388983"
values_65,19,"{-1676016571, -1078643558, -1389378098, -66526142, -1820110019, -589205150, 1022290901, 272753988, -1006552855, -825316015, 595070203, -1482841504, -915510500, 1236448323, 1810165298, 523568381, -588366956, 295331576, 618919035"
values_62,10,"{-278968207, -176093791, -1104309000, 1276951447, -192421980, -1639409981, -1002104713, -849500314, 1480975032, -1206079570"
values_21,32,"{-1889579025, 1519148299, 143982488, 1924143343, 432704010, -504158604, -2077405301, -143625412, 1999136433, -2066681759, 489149138, -2082101844, 982894493, -1769486994, -1657396791, -401324885, -984877826, 1025707184, 2139733809, 1327954597, 1892485224, -313480409, 1764107907, -1348186695, 312271183, -1212434949, -1493958243, 1568720606, -291307786, 396629099, -1695178156, 682377673"
values_95,15,"{-1410879703, -1324219524, -1549987449, -1055513702, -14918476, -5900414, -1346715295, 842105314, 441387417, -345697039, 1588551946, -1588718517, -198116427, 759426892, 1670223284"
values_84,15,"{-1418620488, -205293105, 1170770876, -521243729, -42143929, -285662407, 1169997296, -414251799, -1094649086, -266314743, 987736766, -869839317, -1817692916, -637795836, -374124726"
values_58,8,"{-1872704591, -1987778583, 1080770802, -559509314, -965386221, 1670413449, -555588028, -328034530"
values_64,19,"{1601247271, 1987229545, 1090471792, 1254822170, 1692357206, -729361369, 1064076039, -1691782203, -616793679, -1308823194, -2050803611, 1944749469, -873215149, -1900603241, -1573807552, -471087973, 1294768873, -1539719032, -898267586"
values_83,11,"{886113995, -1822652511, -1695338751, -2118453117, -437757335, -1634766271, -1851604502, 1148522012, -1136260377, 1468808180, -2029333287"
values_94,7,"{972272049, -1725482087, -1825276803, 412760469, -653125715, 1331334193, -779536247"
values_0,30,"{1668085632, -1389764003, 1355165546, 1227862523, -1411456108, 1745808456, 1454485894, -1086141187, -2103963902, 653321624, 654136774, -1179497900, -1108372274, -27961597, -89618885, -173838046, -1961377112, -1740734394, 896854072, 1678964951, 1360375048, -1049412497, 1687151856, 1740753794, -1002647328, -528055367, 432490624, -1334399839, -1766302568, 579954793"
values_99,10,"{1307966861, 797155568, -1063998389, -1603941426, 203575474, 2085152714, -1818047302, -1915901205, -1165671417, 1120065849"
values_96,17,"{-494309548, -1632910476, -182173550, -309651533, 1492806491, -2133349509, 112211475, -351912016, 1980343086, -1830192063, -1472362222, -965749229, -1943170526, 1805918640, 913656607, -1053249233, -1686633347"
values_67,2,"{-1926210373, -1120028473"
values_61,13,"{-1054350080, 662616077, 1940732262, 1231510381, -718639536, -1673625940, 1322567044, -847320883, 952209507, -217222388, 383887497, 2081424435, -1847883258"
values_43,14,"{-530913368, 1015909370, -2040199025, 1112784674, 839708159, 540036632, 754191061, -193730535, -1909522516, 327825731, 1578376572, 853311395, 1006308627, -1472721403"
values_2,14,"{-160204580, 133860100, 664496668, 831165375, -1093461273, 468462471, 1552863557, -2027714892, -1181562120, 1064011251, -1734691682, 1707854173, 1982497279, 1399858815"
values_54,22,"{-929546669, 1326073929, -195716712, 2046075433, 536488371, -1624301592, 1599670711, -1919723397, 1184367278, 1199798463, -664619839, -1920270204, 798621029, -1970597054, -745765243, -1134237989, -1032694403, -1761654537, 1712980013, -363074355, -867702826, 1163696799"
values_30,12,"{1223143386, 1837528049, -1271888711, 310060313, 1062653293, 1279970046, 1234448686, 683894413, -1435348763, -1754842979, 1769257219, -2030188005"
values_59,2,"{927285016, 1176210235"
values_85,28,"{1073313297, -534222562, 1287654221, 1823487539, 524457944, -1439048059, -1861040891, 1272506584, 335863839, -186253625, 1169994859, 1915620669, -1438718853, -721725593, 1696656963, 511490211, 441538127, -233676069, 379564715, 1260784326, -333307597, -800771762, -301591238, -1678623810, 1747582888, 1146059259, 2049076114, -736150885"
values_74,21,"{762836788, 1069322940, -1327214913, -272479910, 1305628936, 187453245, 1861172991, 1882672610, 383336197, -1164018434, -1333656762, 1181187182, -609014572, 165244765, -1637417963, -2079901182, 1308975743, 1407229664, -583053904, -1817605079, -738091935"
values_90,7,"{662586025, -304350454, 4121447, -2088910292, -751190951, -531452590, 1795937345"
values_18,31,"{1093151062, -599625374, -1283680989, 1448405360, 244323823, -1639862646, 1361777438, -408034165, -841412340, -1228432857, -1195324679, 312616788, 328772453, -1515853802, 414969130, -1717200520, 1849086981, -1897048016, 1941800639, -101520967, -1205758609, -1814967022, 937269499, 1311733994, 1170355338, -59454819, 239376883, 972604123, 1535616602, -723631374, 1464040582"
values_52,6,"{-201263942, 1210203118, -137187501, -1059444342, 411624672, 1115638229"
values_44,15,"{572522777, 497658463, 715548637, 953093936, 1697688926, -454631991, -1980658121, -1860162467, 835005218, 1811444335, 1091365613, 1732529675, 1521252216, 2142720859, 202853562"
values_17,7,"{-1978540190, -838634729, 1448506166, -1704401057, -1740935395, 718061419, 1969850952"
values_36,7,"{-276744679, -1664408012, 1665331096, -1991482428, 1588402793, -1110419228, 1042344121"
values_49,3,"{-431240969, 741292193, 1606010952"
values_86,28,"{-324899907, 1274311621, -1515697896, 157664076, 471302429, 240588620, -1000784263, -845514594, -1614913687, 1655197084, 910532473, -1309219521, 1429969799, 802945651, -1779967446, -807970001, -514394353, 251264797, 2037884204, 1170021154, 1800956871, -1934350876, -638779837, -2096462944, -2054282627, 740842655, 1146684073, 1611914993"
values_37,31,"{-2001438090, -2106899981, 1290482751, 1272733761, -1064703548, 1673715927, -1140685364, -1025636384, 877498286, -271792352, -1929033804, 1802657858, -635586529, 581349541, 2058065847, 1167506911, 1864293535, 135063864, -50131539, 1673354561, -1892138080, 1646737394, -1808213513, -388809071, -1929803266, 1470146400, 423345750, 1632144365, 1799430163, -998612580, 439423110"
values_56,18,"{-402496996, -1046833605, 486799736, -1266260122, -1368789126, 657614993, 345098550, -302930518, 448621813, 1566069527, 1231431918, -1998550104, -960435485, 1188901861, 729535925, 1653232166, 437012242, 986890596"
values_63,26,"{-2080106520, -880648687, 406800002, 1792452120, -392659401, 1826658410, -397315199, -893592642, 803026056, -1845377532, 1532811542, 1247438695, -614864597, -1181879012, -862981249, 769204120, 2118995373, -1814746022, -886919649, 2107623735, -94577048, 1651272622, 1037897191, 1884138050, 142154678, -2096186945"
values_35,12,"{-692722190, -1877852730, -1893173024, -1910662624, 1512688182, 1737750093, -1550713215, 293296706, 565892604, 715336029, -448665895, 739826919"
values_97,16,"{-204768307, 2080175458, 1515831633, -1401109823, -1245201654, 1414942648, 42371165, -943931119, -180408642, 706491039, 874860984, 895586681, 667340011, 163206012, 2065676803, -1813813873"
values_75,22,"{1406503390, 726013733, -439276756, -954313994, 1001175767, 522077055, -809719025, -428159435, 910489821, -1478332080, -1893339676, 2147406081, -1352660895, 957586543, -27956907, 299393845, 451363118, -392757752, -1705672854, -156676602, 456349236, -1078080318"
values_57,5,"{-1754490462, 320733270, 638653813, -1143686201, 708585673"
values_88,21,"{1477773827, 845099739, 1233854314, 1937283991, -1707632296, -1981103126, -1592101854, -1267253302, 1213504806, -62670288, -1723482783, -2025982398, -269548208, 355258584, 978595622, -105466433, 917212061, -973582284, -1490245302, -1295537097, -148724134"
values_10,17,"{801045043, 78561572, -1033576249, -2068653736, -139844979, 1821622646, 1606779203, 631563702, -1932143083, -1868204347, 887718987, -1571795651, 480440406, -909217930, -1281939421, -1135076396, -1819064491"
values_53,14,"{311718512, -1550432202, -1485889346, -1801501205, -1800875084, -1448711222, 1836144541, 269066281, -1849490644, -1799849580, -1930289744, -1048430047, 618221134, -1803906907"
values_8,24,"{-1835388820, -1041164685, 384701718, -995683863, 1870607568, -1059296287, -1011504786, -753917692, 555519039, 1717473475, 575939038, 33230354, -582947724, 65391628, 1687662995, 55052452, 32380484, 946444445, -691150073, -1094673756, -1571098797, -2068227608, -1811177087, 1394031266"
values_39,26,"{-185379354, -968289978, -1770671410, 242447002, 1923592856, -1890972618, 2002420872, -1389343702, 1729530103, -1172979934, -1801710926, 1832546197, -1121783881, -206196161, -1322399208, -320639555, -1991821507, 1254894269, -117210233, -1385014192, 1554873651, 82097674, -1387719177, 1400806551, 2051805535, -233438249"
values_47,20,"{-1376453098, 1731701890, 1852134828, -1130887727, -1442656739, 703461882, -529256279, 1368178256, 697292922, 1372437011, -416600700, 896265803, -382029308, 469247463, 772612336, -255402665, 1292429238, 1726248068, -177641942, -697871043"
values_60,22,"{-2143777829, 689609972, -1401910539, -263608323, -37628045, 992903219, 715772963, -1928711293, -442573061, 605003518, -1373509668, 193535443, 1192727863, -513244910, 302337122, -2007734533, -998556472, -103540583, 699177945, -548042325, 1043242999, 878008206"
values_89,11,"{-934454086, -1618644212, 258206038, 1157616839, -1299159824, 945062970, 245988184, -82236625, 2063583188, 937564422, 703616623"
values_51,12,"{1419171369, 79034830, 1264186588, 739176365, -1941693705, 1226645041, -173165050, 1043151726, 1747297083, 1010483750, 2053963475, 964203047"
values_14,23,"{-1049911723, -1541271107, -464563915, -642382414, 2051712505, -1594982947, -26623189, 1064640722, 1539760726, -909381779, 2105578268, -1291292807, -673579794, 1356282754, -993734785, -86317842, -268704387, 1116564323, 381467260, -1057683768, -1330942032, 1881545918, -1739114561"
values_28,31,"{2143189248, 1153428365, 639113353, -1037559989, -2118286354, -1073823939, -775822864, -1983713169, 2032548267, -286116569, 2111875190, 1106094289, 185069820, 1482966084, 1591080383, -1269097347, 1178340621, -340420458, 2041025697, 349423707, -1881982356, 285774765, -711976898, 1355545703, -482872333, -2021223990, -392725294, 367778721, 62248160, -1660110372, 247496863"
values_16,25,"{-968725662, -1647513841, -1627559872, -635309905, 404310810, 193336992, 1299716823, 1807218052, -1415798700, -523972402, -658251369, -1487094190, 202867985, 998755110, -249567049, -2075267450, 1840796207, -1692308482, -47980038, -1254452144, 780159179, -833572156, 517198748, -1578039939, -701635980"
