inputName,n,key,arr[n]
values_11,21,-28451,"{4393, -28928, -7886, 15119, 7358, 4746, 21631, -26465, 31569, -23588, -13734, -4739, 5402, -1095, -3258, 21217, -29489, 9508, -31275, 9764, -12297"
values_19,21,6051,"{2008, 20281, -17854, -1777, -30369, -23777, 9101, -10119, -8904, 31919, 1581, 28651, 31627, 17040, 24951, -14267, 29251, 25588, 12979, 9215, 18066"
values_12,21,4397,"{2808, 3448, 32722, 27796, 3372, 23872, -9510, -3205, 27431, 52, 4179, -31643, 24068, -30803, 14776, 4910, 15223, -19194, -6852, -20299, -232"
values_38,22,-16683,"{26927, 15018, 6225, 26244, 8503, -23640, 3069, 1618, 3248, 22698, 2355, 15901, -26252, 14050, 1674, 13947, 13109, -30219, -30984, -30563, -14393, -7536"
values_81,4,-28451,"{-15468, 25980, -22829, -18491"
values_5,16,31268,"{-9341, -9505, 23576, 8064, -4008, 17310, 4386, -28930, 18973, -20385, -23367, -5693, 17532, -22218, 1685, 12760"
values_40,17,13772,"{12900, -28227, 7085, 2854, 18480, -3935, 14453, -2993, -24916, 21325, -9656, 26473, 23422, -25169, 11365, -7475, 16295"
values_70,6,13772,"{-13680, -20119, 3012, -6714, 10510, -1389"
values_23,17,-31241,"{30040, -7173, -32573, 21213, 13712, 22101, -22431, 15925, 27992, -6987, -2566, 12521, -28763, -6704, 31286, -7960, -8938"
values_72,6,4397,"{10204, 28770, 26189, -11659, 30369, -5766"
values_79,6,6051,"{-22796, 19139, -29807, -20035, -24507, -10912"
values_78,6,-16683,"{26292, -8688, 26874, -8607, 15841, -17682"
values_87,4,-29599,"{-16919, 13837, -9670, -1894"
values_6,16,-6077,"{1186, -3586, -17226, 12717, 6273, 10875, -16747, 25978, 15273, 16870, 16553, -15683, -19821, 13948, 10103, -12565"
values_68,16,-16683,"{-19695, -32299, 24911, -424, -11993, 15834, -5880, 29067, 6537, 28935, -6723, -28515, -26259, 95, -11911, 16382"
values_69,16,6051,"{22891, 8546, 11675, -3345, -13280, 29552, 26480, -31483, -27104, -1868, -25805, 2774, 22793, -11148, -27571, -17536"
values_1,16,-28451,"{4407, -6491, -8017, 31804, 13931, 10306, 11870, -26727, 31666, -12709, 26687, -25604, -26433, 13762, 25717, 23735"
values_45,17,31268,"{19496, -2068, -26257, 14552, 12833, -10987, 5890, -30636, 2492, -7880, -13664, 27244, -21817, 4599, 24276, -11631, 6282"
values_33,22,-31241,"{-10018, 8392, -8708, -12541, 19899, -31924, 17246, -1912, -4744, 12299, 28407, -13173, 1408, 7508, 15749, -4431, -30195, -18826, 11881, -25675, -16405, -32013"
values_15,21,31268,"{9950, 2900, 15245, -31323, -4950, -10147, 4518, 17006, -30065, 14842, -26512, -26797, -26024, -17801, 16840, 17661, 27286, 2432, 3764, -24653, 23778"
values_93,19,-31241,"{24086, -22964, 27355, 15428, 327, -28224, -24828, -25059, 10777, -30677, 32281, 20252, 29285, -8688, 10087, 10578, 28963, -11618, 4377"
values_24,17,-605,"{3795, -30079, -4748, -4798, 3788, 21005, 9796, -14586, 20696, 23840, 4489, -21347, -6262, 8407, -23782, 379, -3005"
values_25,17,31268,"{-15104, -21734, -30182, 27111, 8716, 25641, -8061, 19207, 8656, -3125, -23934, -28147, -20965, 24770, -5729, 25542, -6121"
values_26,17,-6077,"{18076, -18312, -13395, 31867, 24950, -32571, 6968, 19288, -28104, -7811, -7323, -362, -17552, 2644, -22, 22980, -21534"
values_48,17,-16683,"{-28654, -2854, -710, -7145, -25558, 23486, 20846, -9035, -10846, 26101, -13989, -23539, -27904, 20000, -27801, -11064, -29004"
values_71,6,-28451,"{-16264, 15089, -6308, 12013, -17261, -997"
values_76,6,-6077,"{22022, -6204, 28380, -31451, -25670, 2978"
values_7,16,-29599,"{7713, -9353, 27726, 15388, 25191, 8900, 23607, -30407, 22299, 7081, -22793, 15144, -7476, 30740, -28826, -9377"
values_50,4,13772,"{-6524, -25540, 27476, -6857"
values_22,17,4397,"{-24381, 3524, 23583, -4120, -18, 21389, -331, -28204, -25642, 17958, -26621, -19745, 2949, -2663, 17065, 17249, -26225"
values_4,16,-605,"{-24709, -17606, 6997, -5370, 31872, -19121, -19398, 14522, -15215, 14276, -4809, -31289, -5030, -140, 563, 17777"
values_32,22,4397,"{-23334, 16702, 32728, -13392, -22327, -4648, 22126, 23443, -27931, -16362, -160, 13456, 11065, -18369, 15255, -20472, 10960, 6592, 6866, -25760, 2131, -13443"
values_77,6,-29599,"{21598, -26946, -22520, 6516, 2793, 7089"
values_91,19,-28451,"{-9353, 6333, -22367, -1670, 20391, -24860, -11781, 6190, 26098, 29789, 17492, 2285, -9269, 19327, -28158, -22010, 1702, -10229, 7977"
values_42,17,4397,"{-5111, 4558, -27112, -17909, -6555, 10793, -7310, -4549, -17656, 28503, 275, -29391, 11336, 12807, 14681, 23620, 18161"
values_13,21,-31241,"{29258, -9370, 17847, 12261, 3192, 2478, -16602, 4433, 18655, 2506, -24163, -16747, -12809, -22353, 10919, 26375, -11005, -8447, -4276, 31576, 21898"
values_41,17,-28451,"{2484, 26428, 15531, -21828, -767, 32261, -15385, 26624, 27840, 13890, 190, -14521, -30195, -398, 31332, 2625, -29784"
values_55,4,31268,"{-6438, -13840, 9561, 30980"
values_31,22,-28451,"{7325, 31605, -25105, 19234, -25810, -21311, 14909, -1831, 31828, -2372, 3747, -12842, -18671, 550, 28558, -29262, -32586, -3391, 8865, -9726, 6179, 1545"
values_66,16,-6077,"{-3721, 27861, 26962, -15466, 28945, 25111, 12290, -14253, -287, 30174, -3713, -30022, -21850, 27499, -14431, -16177"
values_65,16,31268,"{25253, 27524, 13176, -27543, -222, -17715, 1699, 6711, -12781, 21840, 1787, 32001, 20392, 20326, 23963, -5272"
values_62,16,4397,"{553, -18428, -32217, -9205, 14548, 29443, -19277, 22789, -22865, 24677, -4210, 15097, 3612, -12719, 14251, 8882"
values_21,17,-28451,"{-2154, 14247, -5397, 417, 10200, 105, 20024, 5396, 10242, 30113, -7599, 650, 14198, -7736, -23008, 11104, -11075"
values_95,19,31268,"{4861, -7638, -7159, -8758, 28243, 14174, 24897, 3421, -21390, -28846, -30943, -7686, -6031, 30105, 14820, 463, -13124, -8437, -8730"
values_84,4,-605,"{21623, 15662, -8621, -18484"
values_58,4,-16683,"{27220, 6999, 24943, -5011"
values_64,16,-605,"{-2585, 14660, -20233, 25602, 7287, 18869, 3722, 10677, -22554, 25096, -12432, 10413, 90, -5343, 2254, -25389"
values_83,4,-31241,"{-11120, -8871, -27815, -12649"
values_94,19,-605,"{30857, 6914, 5338, 11345, -18067, -22843, 8217, 18796, 29492, 30498, -20126, 22233, -23815, 18453, 30611, 17174, 8784, -6569, -1296"
values_0,16,13772,"{-5600, 5572, 27078, -10873, -21636, 27789, -9727, -26624, 3046, 8434, -9564, 30580, 17968, -15335, 4070, -23405"
values_99,19,6051,"{27342, 5393, 29487, 29912, -8097, -17031, 14770, 16192, -29068, 23124, -21449, -4058, 6164, -15461, -17469, 719, -24384, 30072, -29346"
