inputName,m,n
values_11,111,37
values_19,111,65
values_12,111,83
values_38,74,123
values_81,25,37
values_5,125,123
values_40,59,45
values_70,53,45
values_23,5,81
values_72,53,83
values_79,53,65
values_78,53,123
values_87,25,46
values_6,125,7
values_68,122,123
values_69,122,65
values_1,125,37
values_45,59,123
values_33,74,81
values_15,111,123
values_93,73,81
values_24,5,111
values_25,5,123
values_26,5,7
values_48,59,123
values_71,53,37
values_76,53,7
values_7,125,46
values_50,32,45
values_22,5,83
values_4,125,111
values_32,74,83
values_77,53,46
values_91,73,37
values_42,59,83
values_13,111,81
values_41,59,37
values_55,32,123
values_31,74,37
values_66,122,7
values_65,122,123
values_62,122,83
values_21,5,37
values_95,73,123
values_84,25,111
values_58,32,123
values_64,122,111
values_83,25,81
values_94,73,111
values_0,125,45
values_99,73,65
values_96,73,7
values_67,122,46
values_61,122,37
values_43,59,81
values_2,125,83
values_54,32,111
values_30,74,45
values_59,32,65
values_85,25,123
values_74,53,111
values_90,73,45
values_18,111,123
values_52,32,83
values_44,59,111
values_17,111,46
values_36,74,7
values_49,59,65
values_86,25,7
values_37,74,46
values_56,32,7
values_63,122,81
values_35,74,123
values_97,73,46
values_75,53,123
values_57,32,46
values_88,25,123
values_10,111,45
values_53,32,81
values_8,125,123
values_39,74,65
values_47,59,46
values_60,122,45
values_89,25,65
values_51,32,37
values_14,111,111
values_28,5,123
values_16,111,7
values_34,74,111
values_82,25,83
values_46,59,7
values_27,5,46
values_20,5,45
values_9,125,65
values_92,73,83
values_3,125,81
values_98,73,123
values_29,5,65
values_80,25,45
values_73,53,81
