inputName,size
11,3
19,21
12,15
38,9
81,14
5,13
40,19
70,3
23,12
72,31
79,18
78,7
87,27
6,31
68,18
69,10
1,28
45,11
33,4
15,14
93,31
24,9
25,5
26,25
48,21
71,3
76,24
7,14
50,24
22,26
4,21
32,32
77,7
91,19
42,27
13,19
41,4
55,10
31,10
66,14
65,8
62,10
21,22
95,28
84,13
58,4
64,10
83,16
94,8
0,14
99,30
96,10
67,10
61,19
43,10
2,19
54,13
30,22
59,26
85,16
74,28
90,9
18,10
52,8
44,18
17,11
36,16
49,31
86,2
37,26
56,6
63,20
35,26
97,13
75,11
57,8
88,21
10,16
53,3
8,5
39,7
47,11
60,18
89,28
51,22
14,30
28,10
16,6
34,29
82,20
46,5
27,22
20,27
9,3
92,20
3,29
98,32
29,24
80,6
73,25
