inputName,n,key,arr[n]
values_11,32,7620925697604313751,"{-2742309539197052147, -7934406093965002686, 7130125743159590630, 7934486858456509218, -7450350539660839231, -4942901956451419143, -7912236950093990355, 8707059310157193450, 5752388500583005368, 2913379592442272005, 917159301264192151, -6147349208530179264, 603620622002716206, 1502813336443928511, -5035361961010834648, 7293245777551958723, -7301555753775739307, -8617709260826806908, -3708490511767498297, -5991476309988654526, 411034739073062488, -3159897247053321552, 4455917566251459643, -5896074353654584054, 8241413826412032927, 6100463215423032218, 8057363052988729969, -8924590317545098909, -3495285294086593825, 86050500159282380, -4031794913683291283, -5716030930827171935"
values_19,32,-1349194372499043818,"{8377476763806504968, -3293554803140951058, -3285003601304325731, 6291311711945442877, 3160214646213665775, -7203138107279732660, -6570359907454315149, -3969759413021951698, -1390759231417558012, 8930208132269089100, -7872508391551446531, 7581453611387977675, -359171825589780119, -4174463481660340531, -5848826835351754206, 4259707011207811152, 5347491769826212948, 8890640440041656859, 6331375656161960932, -1533411250182590158, 5735141291084972873, -3314146018273346895, 6012151713207168455, 1747803620749761966, -325255618328565506, -3178886799969557397, -8000242272388944021, 4430654436294612229, 4401397397488395689, 1353977698367773277, -846492763070771783, -5418077853687944605"
values_12,32,7465571307673592006,"{2345899192071268463, 6073185435133171614, -2350665220187962913, -6938783844747029683, -4954778079344593378, -7820863756696120624, 9117567875358786131, 2242173433745053866, -4476513173306430029, 7315347359879500829, 6498873475979500073, -360181097148207524, -608714970608202447, -7739108617347609398, -6822931313860168017, 2738002260468468967, -3398710482889509999, -6200705311506110567, 4584602926764676106, -288278485752346187, 5899643133078060493, -8817245561067841268, -308155282754310841, -868252633304336086, 5082408219177567701, 5533359872475169570, 858925681789921708, -4574913503432660634, 7515413310514866807, -1390075333785788622, 3374660188585033912, -9101692405637225976"
values_38,20,-2907093753661195718,"{-8615427843396956738, 4402791823981474170, -6639932563974170137, -7524594380680935144, 949849616415272543, 1640840108140427347, -3385840593944976816, 1079811019478475152, 6436713808102097671, 4007544233820588759, 4467013072895112907, -4152205114802093602, -4387149806861892553, 6285927367783297541, 1845909184276059511, 198449847248542852, -2392426468661300951, 7545651318354847824, -4036376215034781488, 8325938334383302919"
values_81,30,7620925697604313751,"{4912206922182472561, -863125591214061637, -8917860832039825613, -6432293557387953769, -3895274485499709914, 1781307386911894430, -2910664175300163399, 8512235209246583021, -6055841767683732900, -5972162183287795527, -1671811067947043858, 4485198507349978489, 4327026270368264833, -2658291711111612980, 3806634194341597825, -216115607560175156, 8297550008466386051, -1106989637977582334, 1568871979994263628, -6180875685520137677, -2113351967268277826, -83706992045513785, -3324025436656177316, -3980866911767925880, 6204343124088200530, 2126472298332341119, 8822830692143711023, -1177884572139587080, 7032766585736770516, -8441128925852210370"
values_5,17,7517525370077689662,"{280749311579166075, -58918214543062924, -4030813411965680985, -2349700824437367788, 1220175706340615959, -8267245387896542210, 1091781945147454074, 4316166738314950476, 6551380287647785097, 4091741450669069188, -1178728953553994055, -452584726131586042, 4975816907652223478, -4594361436751130053, -8145282964723415477, 4323659946255481758, 3256902259142267311"
values_40,24,944343850585605814,"{912899120309383583, 3044310994694354732, -3668656848151628674, 501251949707954308, -2857613014798172184, 1638127487800225949, -7020067167806174648, 6663213373407094209, 7088597913027005191, 195574717980287999, -7387633565567809016, -1429284687610955499, 4093562292708536852, 5275840329941461940, -946354002938316273, 969937147891683230, -2157478279612817106, -1820008564875043426, -927798572999282123, 7540637902718359173, 5540742057062302009, -1370821910971452835, -1284893311156409817, 7435207209909190977"
values_70,30,944343850585605814,"{-8022597590588847159, 8887552161935460805, -6286293961577906139, 7759601872860035950, 290839509081292628, 4169513888819061368, 2924569624099136954, 1040363938870362978, -4251323580516785769, -5806552562667759754, -3268338903203584801, 1532225356661774911, 240881871088330014, 3422971875688208676, 4403474234825415216, -2534116907387502125, 4532234343232893412, -6399105225394941425, 4544318326117724514, -8680008282521823674, 7999868258041166277, 8654241173537584345, -7592511321801707520, 6192037630947277785, -6408973931174334774, 7852040927150979922, -150913578318177546, -1775078806917705876, 5445286814244793844, -8070681782183896665"
values_23,7,-8493508198125918767,"{4865884109369587756, -3323289508336165741, -1669068244908849148, 6677642146667704481, -6311885338123317570, 2729454778591705544, -1121763938011336835"
values_72,30,7465571307673592006,"{-697074540060506153, -9213168268126858249, 8930387777146431096, 3347748896425449260, -6202074019219829191, 5531129568134401584, 8381708230100343772, 6067345132783962657, -3960710949878939453, -1975572941846416568, -504982227182415984, -9080982082273868174, 1825861280373008919, -2159711430819330278, -4459431666631399891, -7988627232742438948, -1817093283671711660, 7586445973454982320, 3945583712723466242, 1169139095915541275, -7862093370675304722, -3776672228995630735, -1021033325350397309, 7012295635129759346, -4302671629954815472, 6036164827230254965, -2687073568771760256, -5974576299457588961, -3903011971183270571, 6781131406460216262"
