inputName,size,a[size][size]
values_11,15,"[[-19041, 9981, -31075, 27734, 19807, 16907, 13725, -25925, -30034, 6682, -24364, -14756, 30469, 6548, -17900],[-18759, 31727, 28257, 545, -22738, -25276, -16670, 2738, 13617, 12781, -27564, -11154, -21058, 2404, -8096],[-16928, -19002, -18788, 8404, -596, -22239, 13721, 10559, 865, 17819, -20955, 2062, -31627, -4801, 20824],[-15615, -14715, 13217, 12711, -18257, -21015, -15317, -25031, 21514, -18437, 8425, -30871, -20173, 29976, 26168],[-4279, 2965, 12096, -17973, -20027, -22152, -20324, -5084, -27119, 24703, -10138, 11002, 19391, 22956, -10624],[-28405, 23667, -3724, 4668, -31197, 5173, 6714, 12026, -19554, -14906, -11532, 10282, -12091, -17503, -23057],[-17515, 8816, 20219, 18631, 12365, -26318, 1764, 30670, -23739, -11351, 23323, -10645, -31197, -32755, 26640],[17626, 17818, 27726, 75, -935, -5023, 7002, 7477, 5730, -23974, -16293, -27980, -18107, 9618, -19985],[6537, 977, 9801, -4885, -18511, 3605, 6799, -262, -8468, -26500, 7237, 23565, -26987, -29295, -25965],[27079, 28494, 6925, 20854, 13000, -29511, 18631, -19938, 22139, 19337, 10475, -8467, -13298, -25534, -1555],[-28002, -9131, -19842, -18825, 5334, -8639, 26010, -4774, 3883, -1225, 24041, -10557, -1823, -7830, -6091],[-25356, 6489, -8420, 1335, 3262, -30909, 14215, 30387, -1680, -15320, -14118, -752, -29110, 13282, -31990],[-30762, -1093, -20825, 18228, 18471, 5814, 6485, -13257, -14363, -31978, 7390, 7188, -32138, 8196, -32225],[32465, -21072, -19029, -9337, -8821, 30826, -30054, -20192, -7879, 6244, -1152, 1513, 9636, -1817, 550],[7889, -15892, 31396, -8560, -6765, 8973, -27695, 20610, 14320, -12854, 16979, -14699, 12159, 27388, 3313]]"
values_19,10,"[[30514, 18742, 6791, 6824, 9350, 13884, 27937, 7498, 30601, -32298],[19375, 13742, 17853, 17799, -7909, 536, 27270, 13271, -23519, -32462],[-15990, 5101, -21262, -12836, 16229, 21804, 30222, -1446, 3833, 24933],[19600, -20715, -1584, -5608, 18478, -12303, -10180, 8634, -22468, 22817],[31743, 17621, 1950, -14846, 16636, 8485, -27294, 30365, -15374, 30491],[-9592, -31808, -22586, 942, 26171, 19285, 12925, 21779, 24898, 28395],[10062, 21922, 32225, -24206, 18448, -4536, 1223, -32708, 14221, -23169],[-29098, -32748, -29588, -2462, -22319, 17718, 15490, -25215, -1868, -22249],[-7077, -3575, -9128, -15412, 15433, -25780, -5096, 17056, -27399, 15828],[-5717, 28548, 27925, -28826, 19328, -23871, -28487, -29895, 26311, 26708]]"
values_12,22,"[[9200, 16397, 5920, 8865, -14141, -23691, 18210, 30397, -10184, -31692, 7045, -3632, 3391, -24933, 26427, 4692, 11809, -10391, 21963, 28127, 18457, -10789],[-31856, -21919, -2073, -3868, -10806, 18618, -11577, 15126, -20395, 31062, -16656, 18436, -9754, -6325, -11387, -3120, 11652, -8604, 6945, -20022, 2115, 9005],[-4490, -26487, 31665, 30841, -4758, -22528, -3758, 10255, -16734, -25841, -7687, 25671, -28666, 32380, 12295, 12426, 3283, -30594, 11198, -3631, 669, 14720],[31718, 32024, -26087, -27657, 29465, 12878, -20459, 16917, 29930, -10161, 707, 12355, -31023, -3643, 14603, 5019, 15767, -24111, -29532, 31793, 8037, 26127],[21050, 15856, 27118, 21892, -20439, -1959, -27857, 7131, 32513, -2387, -7499, -15635, -29844, 19919, 18513, 30968, 24096, -13615, 21368, 22963, -10728, -24361],[32315, 4638, -28832, 9042, 4203, -22830, 362, -14102, 4776, -20958, -31688, -19425, -2838, -20053, 814, 26166, 28870, 15518, 13331, 13648, -12414, 2597],[19175, -13130, -8651, 8510, -12988, 27949, -1458, -15108, -24307, 5427, -27190, 26627, 2065, -6903, 16647, -6545, 6861, 13893, 13165, 1255, 31350, -2260],[-10862, -7023, 22197, -1275, 5450, 30698, 18749, -14366, 20809, -17340, 25169, 31009, 13488, 30641, 26998, -12249, 6586, 1423, -29117, 5915, 11683, -7288],[27880, -32650, -9092, 20231, -15682, 14570, 30061, 28276, 20579, 11244, -15267, 5403, 30930, 9200, -29239, 18781, 26947, -17714, -15201, 22731, -12967, 12271],[32466, 2600, 6654, 21650, -4162, -8801, 14437, -19684, 11455, -24453, -10608, 18483, -27400, -22996, -25073, -1680, -9220, -1313, -6074, -23693, -20907, -29863],[936, 19915, 26959, 10470, 24782, 19756, -6771, -13810, 28104, -27114, 8327, -31036, -15597, 7946, 28786, 6082, -16998, -24464, 19060, 29254, -10955, 14446],[-14524, -21435, -11161, 11529, 26767, -26025, 13383, 29450, 13510, 7689, 22226, 14354, -24978, -24718, -15340, 28666, -6465, -8045, -19991, 1538, -25149, 7602],[13754, -22092, 27379, 18627, 2355, -14563, -5968, -11083, -7017, 28789, -11192, -29555, -3586, -17887, 28995, 23420, 8560, 29601, -20945, 21975, 18566, 31893],[28237, -31141, -12778, 23208, -30200, -1855, 24719, 7677, -20622, 13819, 9588, 21025, -16248, 6375, -32697, 4525, -10608, 16059, -31434, 28205, -5789, 8580],[13733, 19599, 27097, 15128, -3241, -3486, -22045, 3393, 15163, 25952, 18602, -31033, 10863, -4865, 32403, 31395, -18071, -19351, -31964, -15739, -25611, 13820],[19344, -11542, 3606, -21778, 17008, -15365, 32278, -27287, -1588, 13801, 14655, 11186, -10719, -5324, -9322, 5582, -1828, -20685, 17937, -16020, -12784, 7625],[-29359, 6818, 7923, -15354, -31906, 23290, -30607, 591, 2121, -3178, 19338, -15793, -26868, 19641, -4055, 29730, -12806, -31866, -14071, -4510, 3991, 21571],[-13277, -18683, -17991, 25217, 31108, 29371, 6931, -26531, 5413, 2777, 15532, 11753, 4746, 30663, -21982, -25207, 13678, -5399, 5345, 13611, 5236, 30823],[-14738, -22917, -20758, -6054, 27367, 22347, 13478, 9521, -9097, 30411, 11117, -4448, -20555, 17990, -27533, -20929, 28071, -25330, -5179, -9745, -7978, 9063],[5475, 28479, -26967, -6838, 5367, 18640, -16464, -9060, -9819, 31261, 25409, -22747, -12037, 4340, -29103, -8341, 29422, 18824, 12633, 1935, -25103, -8208],[-24141, -401, -7539, -6347, 18436, 21257, -18396, -5103, 22535, 23174, 4237, -29957, -14644, 21865, -191, 23558, -9677, 29246, -20267, -15267, 25970, 5599],[-22614, 31959, -28553, 32187, -6765, 12163, 634, -18153, -25522, -11035, 16071, -26311, -25648, 28429, -22150, 9940, -31818, -29417, 21287, -24992, -16630, -5339]]"
values_38,12,"[[148, -18844, -31, -17043, 12294, 24588, -7669, -24694, -17358, -25783, -28971, 8104],[4926, 16297, 9128, 5872, -787, 13139, 28977, 24219, 12619, -3226, 10685, -10121],[-2656, 24953, 3984, 297, 7975, 9613, 10265, -24845, 2095, 19734, -28989, -16170],[-579, -2453, -21332, -13659, 31534, -10894, -23401, -17301, 13144, -20473, -13085, -7146],[6407, 13630, -20551, -11329, 23389, -25698, 3991, -26780, 1366, -20669, -30193, -13904],[-268, 20409, -9304, -18371, -2670, 13111, -13695, -16239, 27079, 28096, -8714, 3135],[29794, 12983, -23838, -7380, -2094, -13922, 31702, 25072, -30727, -5019, 3812, -22142],[-16740, 24079, -25663, 27642, 8427, 5800, -26112, -32038, 19446, -27383, -3129, 5393],[25127, 12569, 149, 8976, 11665, 2750, 6117, 19144, 4352, -28823, 28987, -9948],[-1587, 29175, 29233, 6441, 10222, 19209, 17724, -10876, 27784, 9946, 15656, -30211],[-27238, -29251, -12664, -20271, -8925, 24259, -18838, -22123, -9497, -231, -14258, 1824],[23783, -29134, -6805, 3216, -31035, -19094, -21648, 4672, 14687, 24895, 15398, -12484]]"
values_81,18,"[[8345, 10078, -5534, -14977, 23647, 10237, 28030, 21335, -5695, -22786, -22223, 12029, 24599, -9004, -13044, -1855, -6072, -7057],[-23436, -4918, 12015, 15232, -31023, -10147, -5617, 3654, -25918, -31704, -21164, -24538, -23933, 9543, -6444, -19663, -14777, 10552],[-25331, 10928, 6365, 26325, 25540, -3892, 20795, -1713, -4151, 1779, -31114, 21249, -11780, 19251, 11166, 18756, -3243, -28605],[-16439, -8189, 20019, 9185, 22980, -9359, 23879, 15560, -15125, -22770, 1989, 29937, -31614, 10606, 1495, 8059, 29960, 1819],[14277, -15662, -6104, 18141, 21165, 4710, 24510, -26062, 11823, 32667, -18104, -1432, -4131, 18600, -14762, 17162, -18643, -6392],[26560, -31843, -11399, -32666, 6893, -31078, -1895, 29229, -21622, -23671, -29323, -30220, 9060, 2049, -20163, -8071, 27393, 31297],[-12384, 4201, 21153, -6235, 9111, 6269, -13972, -12864, 18359, 17510, 21047, -8977, -23495, 1172, -19914, 8020, -31941, -31978],[7482, -24567, 18953, 10988, 31770, 28480, 22210, -10601, -17321, 20371, -27155, -4452, -16092, 22798, 28331, -9744, -13060, -11186],[-30408, -27101, -4442, -10103, 30739, 32451, -31893, 2384, 13987, -4564, 12032, 913, -15867, 27718, -10886, -15648, -11408, -27100],[13848, 915, -6573, 31932, -11867, 5557, -7899, 30541, 1912, -14936, 3326, 18196, 11764, 24274, -2005, 7007, 28959, 10761],[-20756, 31040, 5083, 2001, 594, 21138, -6290, 21483, 13846, -906, 7757, -7926, -2351, 10370, -9429, 25987, -3156, -22111],[29940, -8558, 4248, -24276, 10734, -1254, -10964, -6290, 10454, -379, 8946, -30469, -30163, 11613, -19480, -1978, -14872, 4221],[-9909, 17857, -27570, -13295, -16894, 20525, 25302, 31490, 168, 8290, 14497, 18956, -26247, 6100, -13413, 15770, -31565, 20770],[11508, -7615, -801, -12688, 6071, -17908, 3232, -22408, 3263, -2633, -20699, 25866, -18061, -13819, 10584, -7286, -26885, -17482],[17395, -30818, -19829, 32383, -23053, -21453, -9689, 8557, -3803, 6098, -441, 26087, 168, -25410, -7997, -3400, 32683, -26164],[-15220, -30110, 26901, 22216, 22851, 25145, 22965, -15946, -3975, 27316, -24903, 1741, -27871, 4489, 6588, 9738, 5663, 31172],[9831, -8430, -15678, 3001, -27771, -3895, 32327, -19702, 18443, 6860, 5758, -15895, 9755, -1799, 8574, 27308, 20017, -18529],[1607, -10148, -25698, 29277, 7642, -31611, 22153, 26896, -25967, 32612, 8748, -10795, -14512, -9279, 8553, 4887, 7481, -26867]]"
values_5,26,"[[-30060, 31365, 3854, 4591, 11569, -12334, 5713, -28375, -23614, 14068, 4976, -29753, 22311, 24028, 8533, -22789, 12804, 21551, -28893, 821, -3388, 25747, 2215, 21130, 12581, 24605],[20367, 9837, 6314, -5737, 5046, -2880, 3925, -22699, 28187, -28932, 24839, 14709, 5667, -24104, 27047, -3567, -6001, -2280, 28457, -24072, 13950, 26651, -9463, -6148, -30824, -18569],[-21091, -5913, 22328, -31816, 10000, -24206, -4914, 10719, -1962, -25124, -29504, 17354, -310, -14659, -724, -9186, -1636, -585, -4053, 19433, -26379, -3692, -12553, 5342, -25294, -22198],[-25972, 30577, 24821, 16024, 24234, 25859, 11971, 5206, 30844, -6547, 29203, 29149, -2865, 17879, -3143, 10161, 22559, -14240, -15169, -26463, 14345, -15375, 1656, 12186, -16208, -23999],[8441, -11724, 12386, 12774, -31925, -28857, 8859, -16035, -5466, 7113, 27487, -18327, -17298, -4826, 29075, 8876, -30743, -15231, 22803, -3920, 9254, -2511, -26261, 15687, -8247, -12387],[-18970, 10905, -17606, -15267, 9713, 23853, -25367, -31969, 20194, -20962, 12360, -1873, -22945, -19757, 4051, 10349, 2951, 30776, -28891, -19310, 19295, -11017, 21884, -6242, 15936, 22706],[-30930, 25242, -7896, 14929, 27553, -32473, 25806, -3451, -17402, 6449, -3506, -13129, 24039, 17457, -8707, -21148, 21357, 12548, -30255, -7322, 422, 5116, -2771, -32633, 18362, 32193],[-27879, 29985, -3363, 32547, 23988, 18034, -10890, -25601, 32562, 3232, -15010, -15909, -26789, 26067, -23838, -20320, -29240, 14315, -18432, -29046, 5753, -7109, -7074, -16349, 27868, -21535],[-549, -14016, -17553, -30572, 5812, 27935, 19458, 11068, -7236, -22459, 11905, -146, 307, 3385, -29826, 13113, 20314, -8411, -25067, 8727, -28678, -22197, 3743, 22386, -30845, -7519],[12229, 8828, -26907, -1217, 26887, 24744, 1801, -11545, -23597, 2036, -24536, -6180, 5499, 13578, 13870, 24053, 22245, 2894, 32278, 10693, 737, 20592, -14523, -18239, 25078, 8583],[-27415, -2226, -29505, 1747, -11229, -11986, -6499, 14265, -7357, 19062, 21159, -19158, -29087, 3673, 7115, 23817, 5494, -21847, 29892, 29491, -19601, 9617, -27091, 11065, 12687, 2362],[-511, 30053, 25124, 5162, -18106, -18119, -5397, 24677, 28452, 9913, -18783, 21065, 8261, 8546, 226, 25813, -23582, 24262, -14475, -17543, -21020, -4135, -9011, 20433, 21335, -9073],[26208, 30623, 10198, 19802, 32382, 8218, -4011, 5375, 6023, 15861, 2308, -2650, -17696, 2521, -14263, 7353, -25647, -9063, -31882, -24721, -19274, -3227, -5248, -19356, -16535, 23214],[-5763, 14732, 23816, -22239, 17786, 28370, -16141, -2703, 26859, -5202, 14317, 411, -18408, 14762, 11801, -27315, 14715, 26189, 14159, 11014, 5347, 8334, 19354, 10946, 30457, 28246],[-10822, -31398, 29852, -16498, 21178, 31263, -20711, -10300, -24429, -25273, -32077, 15350, 5651, -4405, -15348, 19160, -8524, -23939, 23300, -22682, -8618, -30028, -2088, -29014, 26742, -1127],[-27322, -25945, -32391, 32322, -12003, -27881, 6728, 19317, -9582, 30049, -4220, 21221, -30639, 7854, 15406, 30583, 27903, 91, -24580, -21716, -8521, -4815, -6596, -29172, -11312, 12641],[386, 7457, -7265, 10380, -8075, 28786, 3376, -5961, -14085, -28983, -31474, -13437, 15516, -8987, -24959, 6218, 19368, 10174, 15534, 9572, 8973, -6219, -20229, 20882, -7669, -8336],[-24807, 12966, -20422, -29639, 4825, -20926, 16849, 31382, -5899, 27535, -29022, -17115, 21544, -8923, -24703, 24162, -4959, 27586, -21715, 31257, 10433, -11624, 20129, 11637, 25527, -4461],[13495, -29319, -20862, -1833, -21944, -27325, 26237, 1264, -24030, -12413, 9135, 26939, -12187, 13126, -15347, -5681, 11262, -31559, -14013, -4483, -21314, 29079, 11597, 2449, -13430, -17092],[-30210, -2409, 28826, 27846, -16576, -7435, -27432, 7464, -28168, 6239, -32327, 27794, -29625, 7220, -5882, 2321, 1697, 24895, 20279, -30457, 21866, 18015, -564, 17764, 14283, -3853],[16472, 30944, -15484, 32735, 14888, 2646, 13012, -16447, 24440, -27718, 16440, -19247, -30682, -22231, -24908, -23650, 15266, -11347, -1565, -11772, 8565, -14224, -9669, -27171, 18331, 70],[18763, 14274, -15453, 20260, -28492, 25643, -3363, 24329, 20002, 18373, 24939, 5203, 2154, 16680, -14034, 27636, 7610, -25790, 22960, 6492, -1533, -21273, -27104, 22241, -14143, -2228],[16652, 8278, -14754, 9245, -10142, -20683, -19408, -19256, 1136, -9488, 27859, -24091, 11551, 19940, 15139, 23590, 28054, -12047, 25564, -21588, -1490, -11424, 4172, 1209, 16260, 17802],[11370, 25177, 25282, 12375, 32112, -5300, 14376, 20325, 3844, -30428, -18868, 1370, 11442, -17102, 23731, 27839, -12483, -29704, -8316, 4750, -25516, -25756, 1089, 24745, 25288, 17461],[-16699, 30924, 1933, 1884, 16247, -14375, -22186, -4503, 19819, 5045, 19639, -18985, -16572, -13249, -19258, 5748, 27273, 11652, 3619, -27622, 12280, -20066, -26617, 17924, -28925, -8498],[-3527, -30186, 16835, -30359, 31999, -19429, 27731, -10404, 1735, 7735, -312, 1725, 607, 16364, 23214, 30844, -26830, 22584, -19398, -25448, -22178, 27301, -2340, 10195, 4421, 28404]]"
values_40,16,"[[26855, 21658, -12144, 21489, -26238, 17421, 29228, 25439, 11516, -5128, 3959, -24003, 22092, 2448, -29260, -2084],[21146, 19550, 26576, 18610, 4681, -10175, 4872, 8824, 15289, -5520, -10742, -5542, -21551, 25034, 913, -15993],[24622, -25560, 20993, 17439, 28658, 15457, -24109, -21350, 31695, 24442, -4045, 25354, 20840, -17371, 24723, 4925],[-24327, 27509, -8356, -3540, -20125, 27908, -11502, 5047, -2534, -26789, -25914, 20460, 17815, -11368, 23156, 32419],[-10757, -22721, 13532, -29321, -19466, 19058, 16585, 28626, 18057, 4142, -29418, 27185, -7901, -9909, -1972, -12357],[3739, -3662, -10190, 9659, -19992, -28339, 25124, -26725, -16276, 23452, -19855, -10216, 5421, -21772, 14659, 2853],[-15433, -9540, 1628, -19787, -32068, 29387, 6225, 29635, -11912, -1395, -3970, 7732, -4163, -2912, -29400, 30229],[-4191, -23509, -5614, -3639, 9361, 31751, -1430, 6998, -11270, -29141, -18911, -15733, -6340, -28121, -25907, 31900],[-30084, 16734, 6717, -19951, -17916, -24361, 32120, 1252, 21040, 9958, 9148, -13672, -759, 16535, 15200, 26793],[-1598, -28122, 14519, 12652, 8855, 3851, -4661, 30145, 28191, 21703, 3174, -24417, 5725, -15304, 17303, 25246],[-1114, 16110, -25908, -8453, 23454, 923, -2153, -23371, 28672, -24325, 27481, 10212, 27355, 19194, -10790, 923],[-31030, 27649, 7986, 17517, 2730, 14559, -8061, 4409, -20938, -21095, 10478, 22687, 1449, 29587, -14969, -27642],[-24178, 13406, 29013, 14339, -887, 24975, -13299, 19722, -19781, 28642, 862, -18588, -10368, 20994, -12861, 12483],[28651, 6666, -11286, 24021, 31518, -13420, 30031, 26540, -18506, 7212, 9907, 2859, -16199, -18613, 23554, 27196],[10369, 8098, -30791, -25496, -21527, 8730, 26809, 7111, -11741, 17213, 20260, -7121, 14228, -18494, -3805, 28350],[-20735, -18661, 11074, 31303, 10188, -10406, -10785, 22337, 9145, -13558, -8588, -26250, -28649, 7737, 23816, 17223]]"
values_70,6,"[[24600, 13547, 12465, -11242, -2357, -14910],[13121, 25355, -1328, -15631, 21728, -22255],[22098, -30171, 17755, 11466, 13918, -7551],[1714, -10158, 8944, -22087, 20369, -29852],[-3597, 563, -9675, 23181, 14194, 25345],[-29654, 20778, 17946, -28375, 14230, -27756]]"
values_23,5,"[[-3029, 7850, -10097, 22576, -6088],[-31000, 14111, -745, -19898, 23021],[-5435, -32159, -20610, -17141, 21677],[-26213, 16854, -2539, 10990, 6087],[9752, -13956, -14632, -12075, -14401]]"
values_72,6,"[[-3630, -13180, -23242, 27196, -2949, 9564],[-14957, -25648, 127, 14628, 7566, -28058],[-26445, 11206, -25306, -7751, -26861, 19588],[25868, 16563, -15013, -15288, 1991, -9693],[-20734, -22905, -32448, 30141, -31098, -12219],[23101, -3806, -29805, -13991, 28928, 15394]]"
