inputName,m,n
values_11,6610762656386565009,6628522767989995047
values_19,6610762656386565009,6540028843865741903
values_12,6610762656386565009,122636883891476772
values_38,2795533283915246362,4425941007701677524
values_81,4441702110942229870,6628522767989995047
values_5,414695417785215977,1952390456386597890
values_40,832556539148478106,5159867612906311187
values_70,7196253238456021005,5159867612906311187
values_23,6834782869809435477,8265598154417223111
values_72,7196253238456021005,122636883891476772
values_79,7196253238456021005,6540028843865741903
values_78,7196253238456021005,4425941007701677524
values_87,4441702110942229870,4386101975649976190
values_6,414695417785215977,4917280063120597149
values_68,6591937608226843591,4425941007701677524
values_69,6591937608226843591,6540028843865741903
values_1,414695417785215977,6628522767989995047
values_45,832556539148478106,1952390456386597890
values_33,2795533283915246362,8265598154417223111
values_15,6610762656386565009,1952390456386597890
values_93,6739983402923914614,8265598154417223111
values_24,6834782869809435477,6272752764389562546
values_25,6834782869809435477,1952390456386597890
values_26,6834782869809435477,4917280063120597149
values_48,832556539148478106,4425941007701677524
values_71,7196253238456021005,6628522767989995047
values_76,7196253238456021005,4917280063120597149
values_7,414695417785215977,4386101975649976190
values_50,810152688766582253,5159867612906311187
values_22,6834782869809435477,122636883891476772
values_4,414695417785215977,6272752764389562546
values_32,2795533283915246362,122636883891476772
values_77,7196253238456021005,4386101975649976190
values_91,6739983402923914614,6628522767989995047
values_42,832556539148478106,122636883891476772
values_13,6610762656386565009,8265598154417223111
values_41,832556539148478106,6628522767989995047
values_55,810152688766582253,1952390456386597890
values_31,2795533283915246362,6628522767989995047
values_66,6591937608226843591,4917280063120597149
values_65,6591937608226843591,1952390456386597890
values_62,6591937608226843591,122636883891476772
values_21,6834782869809435477,6628522767989995047
values_95,6739983402923914614,1952390456386597890
values_84,4441702110942229870,6272752764389562546
values_58,810152688766582253,4425941007701677524
values_64,6591937608226843591,6272752764389562546
values_83,4441702110942229870,8265598154417223111
values_94,6739983402923914614,6272752764389562546
values_0,414695417785215977,5159867612906311187
values_99,6739983402923914614,6540028843865741903
values_96,6739983402923914614,4917280063120597149
values_67,6591937608226843591,4386101975649976190
values_61,6591937608226843591,6628522767989995047
values_43,832556539148478106,8265598154417223111
values_2,414695417785215977,122636883891476772
values_54,810152688766582253,6272752764389562546
values_30,2795533283915246362,5159867612906311187
values_59,810152688766582253,6540028843865741903
values_85,4441702110942229870,1952390456386597890
values_74,7196253238456021005,6272752764389562546
values_90,6739983402923914614,5159867612906311187
values_18,6610762656386565009,4425941007701677524
values_52,810152688766582253,122636883891476772
values_44,832556539148478106,6272752764389562546
values_17,6610762656386565009,4386101975649976190
values_36,2795533283915246362,4917280063120597149
values_49,832556539148478106,6540028843865741903
values_86,4441702110942229870,4917280063120597149
values_37,2795533283915246362,4386101975649976190
values_56,810152688766582253,4917280063120597149
values_63,6591937608226843591,8265598154417223111
values_35,2795533283915246362,1952390456386597890
values_97,6739983402923914614,4386101975649976190
values_75,7196253238456021005,1952390456386597890
values_57,810152688766582253,4386101975649976190
values_88,4441702110942229870,4425941007701677524
values_10,6610762656386565009,5159867612906311187
values_53,810152688766582253,8265598154417223111
values_8,414695417785215977,4425941007701677524
values_39,2795533283915246362,6540028843865741903
values_47,832556539148478106,4386101975649976190
values_60,6591937608226843591,5159867612906311187
values_89,4441702110942229870,6540028843865741903
values_51,810152688766582253,6628522767989995047
values_14,6610762656386565009,6272752764389562546
values_28,6834782869809435477,4425941007701677524
values_16,6610762656386565009,4917280063120597149
values_34,2795533283915246362,6272752764389562546
values_82,4441702110942229870,122636883891476772
values_46,832556539148478106,4917280063120597149
values_27,6834782869809435477,4386101975649976190
values_20,6834782869809435477,5159867612906311187
values_9,414695417785215977,6540028843865741903
values_92,6739983402923914614,122636883891476772
values_3,414695417785215977,8265598154417223111
values_98,6739983402923914614,4425941007701677524
values_29,6834782869809435477,6540028843865741903
values_80,4441702110942229870,5159867612906311187
values_73,7196253238456021005,8265598154417223111
