inputName,m,n
11,25,64
19,25,69
12,25,69
38,92,127
81,52,64
5,127,40
40,115,55
70,65,55
23,98,8
72,65,69
79,65,69
78,65,127
87,52,123
6,127,63
68,113,127
69,113,69
1,127,64
45,115,40
33,92,8
15,25,40
93,11,8
24,98,37
25,98,40
26,98,63
48,115,127
71,65,64
76,65,63
7,127,123
50,91,55
22,98,69
4,127,37
32,92,69
77,65,123
91,11,64
42,115,69
13,25,8
41,115,64
55,91,40
31,92,64
66,113,63
65,113,40
62,113,69
21,98,64
95,11,40
84,52,37
58,91,127
64,113,37
83,52,8
94,11,37
0,127,55
99,11,69
96,11,63
67,113,123
61,113,64
43,115,8
2,127,69
54,91,37
30,92,55
59,91,69
85,52,40
74,65,37
90,11,55
18,25,127
52,91,69
44,115,37
17,25,123
36,92,63
49,115,69
86,52,63
37,92,123
56,91,63
63,113,8
35,92,40
97,11,123
75,65,40
57,91,123
88,52,127
10,25,55
53,91,8
8,127,127
39,92,69
47,115,123
60,113,55
89,52,69
51,91,64
14,25,37
28,98,127
16,25,63
34,92,37
82,52,69
46,115,63
27,98,123
20,98,55
9,127,69
92,11,69
3,127,8
98,11,127
29,98,69
80,52,55
73,65,8
