inputName,size
11,6
19,15
12,2
38,11
81,16
5,30
40,24
70,32
23,3
72,8
79,17
78,22
87,20
6,31
68,23
69,27
1,9
45,10
33,20
15,18
93,14
24,23
25,15
26,25
48,18
71,16
76,17
7,23
50,18
22,31
4,30
32,5
77,22
91,6
42,22
13,23
41,8
55,5
31,30
66,21
65,31
62,29
21,4
95,11
84,22
58,9
64,18
83,9
94,27
0,30
99,10
96,23
67,5
61,8
43,20
2,24
54,25
30,6
59,24
85,18
74,32
90,26
18,19
52,10
44,4
17,9
36,10
49,21
86,16
37,9
56,30
63,13
35,4
97,8
75,25
57,15
88,8
10,9
53,8
8,7
39,3
47,16
60,26
89,23
51,31
14,8
28,25
16,27
34,15
82,11
46,12
27,20
20,10
9,8
92,21
3,21
98,21
29,27
80,6
73,29
