inputName,size,a[size]
values_11,16,"{-1278138954.018, 1447996852.442, -725749019.59, 873086016.291, -407253450.609, 701014405.567, -1262206916.213, -1161710450.088, -1615234960.311, 1056963196.159, -1978802489.793, -1673575253.787, -344071163.402, -131653726.004, 1991463798.169, 445233381.161"
values_19,31,"{-797798390.586, 2025017540.519, -295138333.384, 133477099.147, -1407248292.267, 725324039.626, -2033516695.323, 390732354.433, -518309524.064, -1779912017.397, 72418774.679, -211646809.236, 1261306661.58, 420939432.037, 1715455296.987, 2064016450.151, -388078655.374, -1372037703.992, 1205385477.399, 640608714.749, 234606702.767, -1633299748.815, 828992399.911, -168260816.775, 1847800561.012, -1009040653.916, -1067635360.292, 1274586116.878, -1865507586.302, -1764332686.898, 1693397894.336"
values_12,22,"{227891194.535, -216107352.782, -85429009.847, -1148992204.743, 129382877.807, 820387430.26, 2127000654.087, 1965858046.207, -1895892203.402, -1998309452.868, -1197006367.448, -2057303405.688, -1993866308.837, 588886144.643, 1927689307.385, 580132791.499, -647949258.883, 1994654831.466, -1887038064.067, 2081343029.926, 1739092156.48, 549793467.775"
values_38,4,"{-831907667.054, 1088760514.392, -1565660427.144, 1954448820.668"
values_81,20,"{646027081.768, -1014791762.779, -981173879.757, 1245008089.907, -922990368.138, -362492776.703, -154569276.246, 2127141752.301, 265042927.083, -793820131.417, -142742282.531, -1426788591.603, -1256896911.119, -1536689092.957, -2139558292.034, -1425768780.936, -1288033764.048, -138146356.272, 17576776.35, 978055493.466"
values_5,13,"{-57134023.206, 196182626.498, 449100361.541, 1227556631.855, 90446716.15, 1158983380.798, 271025561.249, 2096476381.381, 1496072656.954, 1828541089.188, -1811615910.647, 304139619.741, -1887846194.323"
values_40,7,"{1376421372.535, 105347456.448, -725359322.513, -1722125454.939, 1641727222.797, 2023295486.684, 402906725.959"
values_70,29,"{-2106568288.601, -1807870645.146, -1360514111.7, -1410159166.631, 2121705508.497, 406818085.894, -1763203896.241, 1453386655.33, 82075231.73, -551387060.745, -1841537281.907, -1348611178.786, 1395153488.37, -117553458.971, -53416344.102, 1583584579.694, -7471249.139, -106520707.756, 1368133362.668, 820747681.842, 2016120765.577, -1628707513.278, -360489630.435, 1638783721.126, -1238528365.238, 1562643356.9, 1354728226.471, -665199298.393, 130262417.672"
values_23,17,"{-2107612162.241, 214165677.837, 1453884355.325, -1599354681.149, 1186756131.361, 34591738.367, -350487463.12, 1711319452.203, 203597599.971, -590392594.601, 92978281.557, 1599126849.503, 1183439420.265, -876999164.295, 32888318.275, -2051079551.163, -1309128741.454"
values_72,18,"{-31604199.714, 3706106.93, 2063591813.782, -1052202218.654, -325761096.088, -1506327300.629, -1307584384.353, -2114147772.526, 478017178.855, -1216455356.21, -654983355.993, -1822353618.565, -837399828.721, 953289455.457, 1110076783.913, -1580296814.793, 462473338.57, 82984941.33"
values_79,24,"{-2029484328.146, 1360742103.917, 351448229.236, -2077797460.205, -1522173607.17, -502686815.142, -731022123.581, 1860073748.276, 1158250353.765, -1236859433.802, -317585182.66, -1065597794.672, -359401197.056, 842338668.224, -1265161045.84, 200084587.007, -159993143.967, 1509366292.687, 1030944821.119, 1638721940.347, 1172977585.662, 1522101116.746, 481341635.46, -15438309.651"
values_78,25,"{-1288633235.358, 907523858.53, 404045035.089, 1876273351.871, -1498015976.968, 88907165.042, 1373743051.045, -114956288.514, -1505516831.873, -481739024.225, -60791934.889, -29592253.292, -98792759.486, -1684958132.893, -96848311.401, 698410292.872, 1366842730.504, -1930977004.608, 243934680.593, 1862860771.203, -1531276860.506, 361665786.867, 648505473.351, 1311930275.273, -684659684.454"
values_87,21,"{-815574316.516, 571837970.564, -419930000.147, 2111288054.888, -1022825834.231, 1930734300.928, -1875403614.533, 655996226.718, -15252177.338, 1742622824.625, -1233062523.172, -1651990894.549, -180651177.561, -1740441890.779, -2071214327.46, 1715807579.46, 1819736643.031, -1906360083.192, 246171127.65, -1637582073.171, -1654422778.259"
values_6,16,"{-1264352547.882, 1981473107.546, -913387236.938, 946793284.074, 837119768.644, 1049758315.398, 1911191512.937, 422975329.505, 1400775047.347, -1078632241.436, -1253880264.423, -581674538.96, -275204592.458, 2125604009.284, 401885708.76, -1612300892.816"
values_68,24,"{2051369467.934, -865852714.13, 989733832.809, -506875133.471, 1972194379.628, 765973994.149, -1409837842.262, -880883322.674, -86232107.678, -652508257.766, -1241719556.098, 2079395379.707, 324631617.883, -505572282.766, -1447876019.586, -1991192382.863, -1707420521.942, -294440783.202, 446762057.111, -1883778676.247, 515688458.335, 830754662.182, 1905300656.998, -1458096326.156"
values_69,14,"{-1816546233.164, 1694776954.202, 1132589784.013, -1089733809.589, 1924422704.901, 281537624.078, 398609294.068, 446547449.773, -251540566.894, 2086742371.792, -1884458823.678, 938158334.32, 165320127.795, -1090160363.44"
values_1,2,"{356163665.621, 1364375943.452"
values_45,16,"{707951742.001, 1126580766.834, -1528280833.686, -1347414524.38, 541002858.019, -506367107.381, 1503734550.151, -234025549.112, 3014926.258, 990873715.448, -481988076.015, -416362286.21, 1519382855.943, -671574631.225, -574081460.207, 961417465.797"
values_33,8,"{-561090000.111, 639509312.738, -2086182819.715, -463016107.598, -497902627.801, -914612527.403, 464645207.512, -840613727.888"
values_15,26,"{864900394.898, 39849503.098, -555772539.51, -1037384151.354, -985019181.849, 524328410.891, 238105206.011, -1179642154.22, 1316490718.881, 368061925.321, -2088051483.003, -1430347244.826, -2117274614.718, -1620843264.47, -1727383459.904, 1038644059.022, 983045122.955, 1583585078.053, 422227009.977, 1643361054.518, -194632135.199, 565204122.885, 325884023.951, -615471480.609, -1099123801.376, 1112282634.933"
values_93,29,"{-1066469167.355, 159662745.224, -1984342522.0, -1638698991.641, -413740624.79, 1811948213.991, 532648600.748, -99843303.136, -1933504157.422, -230296685.853, -2099142358.643, -121701945.799, -254800996.491, 245038518.294, -295504360.801, 233923818.722, -262641990.962, -439734589.388, -1264565762.835, -2147325202.587, -1118819472.278, -139645533.116, -1997991240.753, -1110337954.123, 284078422.176, -286892803.72, -887275373.444, -291565988.49, -4903660.049"
values_24,28,"{-1252073798.303, 998442315.878, -216260926.53, 1784400862.774, 72016893.969, 964940813.281, 212314814.012, 131683540.298, -1524261900.347, 1987738658.694, -2086400942.321, -113490483.246, 1258296231.156, 278142859.26, -1729916721.482, -1331528020.256, -1555557660.364, -947368544.453, 1138069127.262, 1782831528.442, 1393234656.678, -573969255.681, 214566714.675, 495878009.759, -910967140.278, -1639935971.178, 14495224.638, 1772914041.411"
values_25,21,"{-53955498.787, -3333888.588, -1094348785.204, -1814749457.134, -1404185949.622, -949040582.973, 482984324.16, -1335485377.295, 688733372.847, 1517523409.229, 681797370.78, -1246145407.594, 926179263.399, 892170699.59, 2011605269.099, -1096320000.251, -1744663120.267, 254756220.66, 2134729104.051, 126302820.952, -847861250.747"
values_26,9,"{163406838.573, -1293642838.291, 2057821742.402, -818025990.245, -1010818176.7, -168172569.246, 1577511238.315, 344306786.125, -137976113.873"
values_48,22,"{854596673.279, 834224662.59, 1032125435.699, -884357751.76, 738488695.956, -1571752841.351, -120787082.776, -5812046.02, -671694102.772, 757372894.764, 618667153.817, -720200778.599, 847951206.746, 48151083.271, -564470846.963, -888831618.421, -112697617.403, 1510638666.82, 187739639.983, -1110321097.376, 931242429.535, -189040689.921"
values_71,2,"{-1666203118.81, -382913626.542"
values_76,3,"{-1783338524.643, 1849206017.059, 1431682052.521"
