inputName,size,a[size][size]
values_11,10,"[[11032, -564, 18332, -1208, 4881, 1199, 24759, -15600, -3981, 22722],[10058, -23708, -18133, 26495, 11052, -22562, 8630, 13824, -31696, 12308],[-7526, 9316, 17864, 12398, 25527, 2373, 2488, 11804, -22405, 17160],[11964, -14909, 21422, 9261, 3790, -31836, -22466, 9144, 1063, -17651],[24903, 3121, 27853, -4732, -12330, -13283, 25595, -2629, 21491, -4421],[12683, 28429, -3020, 25259, -20042, 352, -27213, -17058, 4434, -25860],[-862, 10956, -25574, -15855, 28051, 23861, -11862, -7703, 13036, -21321],[-14996, 32739, -504, -32346, -17995, 19926, -25235, 16104, 25430, -29776],[480, -28257, 4925, 8802, -5640, -18746, 3499, -1630, -11976, 4761],[-330, -18672, -16366, -20802, 21935, 8703, 20936, -29638, -17504, -18941]]"
values_19,18,"[[-4408, 22486, -22537, -29584, -31499, -10749, 462, -13760, -11410, 4354, 7369, -14297, -3049, 30794, -8471, -140, -27602, 1587],[-10693, -19808, 10601, -20997, 15489, 7698, 18408, -30300, 3183, -2286, -27609, 11518, -15510, -12937, -22656, -24080, -30884, -15666],[-9520, 26982, -19724, -6922, 1016, -1142, 5787, -20441, 1523, 29376, 13389, 30993, 10775, 7740, 3407, 24914, 2924, 25408],[26155, -27460, 7002, -8229, -1524, 20252, -9184, -10299, -25556, -24131, 28986, 27873, -26472, -27850, -16363, 22257, 30348, -14704],[25772, -32693, 10377, 9845, 26419, 30015, -18422, -15967, 30361, 18962, 12793, 16479, 28815, -10928, 29609, 2463, 23465, -21160],[31071, 17006, -21582, -1175, 31432, 31659, -30188, 24775, -1653, 17528, 18962, -13908, 16331, -30562, -18854, -22568, -28856, 13766],[8999, -28750, -19731, 24996, -31664, 4303, -21867, 16783, 1744, -8737, -30171, -2028, 18195, 19406, 28193, -32044, 27899, 27960],[-9690, -2321, -12017, 16262, -24185, -9593, -15171, -18167, 29258, -26664, 15298, 3411, 26331, 10627, -5167, 8779, 30384, 31799],[9430, -19001, 8344, 23281, -1537, -7628, 28108, 13236, 12617, -29745, 31721, -4494, -32155, -11698, -18562, 11085, -13384, -15912],[-5273, -14203, 25038, -14562, -21843, 7636, 10340, -17905, 13013, -8432, -25945, 22171, -11579, 25063, -26911, -22975, -9194, 26065],[29378, 10772, 29159, -24104, -7853, 32572, 13372, -2239, -8591, -31643, 5798, 26893, 12352, 1446, 19547, 30073, -20424, -25777],[-24835, -16088, -12068, 5925, -8969, 19841, 31788, 28255, 16369, 25413, -13725, 10649, -1192, 17000, -8580, -9574, -22849, 8840],[12103, -6440, 3714, -20477, -20498, -26982, 27131, 20710, 7153, 13431, 24562, -19769, 18534, 9467, -21065, -3058, 29565, 13365],[-28501, -9717, -7886, -16358, -4986, 19492, 4817, 20194, -30311, 6308, -3558, -13028, -9481, 19741, 30838, -17199, 1334, -9260],[-27405, -17924, 28226, -3379, -32766, 3604, -3693, -16085, 22504, 24353, 7799, 4069, -4434, 18419, 26544, 23431, 25639, -14822],[11216, -24185, 2269, 30804, -2846, 11750, -23426, 864, 26196, -31155, 23585, 14201, -3082, -23450, -30356, -25733, -25510, 13062],[5434, -32303, 12596, -9095, 12488, -602, 3709, -11103, -6975, -23582, -8583, 23978, 25508, 3421, -14516, 17281, -27383, -11277],[-3818, -23315, 2103, -30478, -9369, 3804, -16897, 7741, -10664, -20399, -15130, 10311, -29786, -16638, 25346, -8877, 10357, -30952]]"
values_12,12,"[[17576, 32745, 8800, -28897, 32356, -1340, 4898, 3688, 7031, 30631, 24693, 270],[-29871, 21941, 9651, -24725, 8308, 24671, -27644, -27691, 20468, -11429, -6008, 31164],[-12151, 11423, -11685, 4574, -6663, -17500, 20205, -26571, 30698, -12801, 17337, 26488],[-9135, -15185, -21384, -11308, 29656, -20378, -24579, 1833, 18943, 1343, 30341, -30949],[-4174, 1501, 7808, -16029, -5781, 1719, -9271, 25120, -17946, -13376, 10375, 29154],[23874, 18995, 6707, 10298, -9128, -25260, -19311, -22666, 25603, 6440, -22757, -28287],[9741, 17095, -986, -29482, -11738, 12833, 14714, 20712, -23188, 17880, -2394, -874],[15104, 21465, 9759, -9099, -29181, -13325, -20570, -18878, -28890, -30591, 23294, 28063],[-8701, 4884, -18679, 26201, 4285, 29922, -9407, -19804, -15386, -12578, -29425, 6734],[28781, 23639, 19936, 20314, -4226, -9344, 17543, 13800, -25739, 11541, 19505, 15345],[-21932, -2307, -14985, -805, -31459, 28120, -6739, -5053, 15122, -20601, 17122, -14587],[10417, -32672, 6227, -11210, -10713, 980, -23448, 4913, 23461, 32214, -10724, -6203]]"
values_38,21,"[[-23070, -17204, 30746, 26729, -30300, -14484, 32065, -26667, -15693, 5722, 4677, 11391, 18984, 17882, -23992, -25884, -5537, 24682, 11033, 2456, -6584],[-23579, 15047, 4121, 10876, -16244, 22869, -13375, -11568, -21913, -13046, -12310, 10300, -17768, 5025, 17628, -22264, 19055, -8376, 2356, -9632, -4684],[14332, -24509, -20686, 26436, -14913, 13324, -21414, -15229, -20567, -12775, -8506, 9710, -19594, 1064, 9000, -23885, 31299, 15204, 2121, -4891, -30273],[-23658, 22575, -3153, -2428, 7780, 3786, -14922, -8825, -3390, 1154, 9061, 32012, -9104, 2460, 11193, 30804, -25142, -557, 11550, -2586, 23213],[-10125, 21391, 28110, -19871, 4909, -24328, -11716, 26344, -24609, -21465, 9430, 30784, 21150, 31660, 3844, 11774, -3441, 19479, -11106, 32238, 3346],[25983, 14296, 9944, 22066, -3636, -18231, -11260, -13195, 9919, 4309, 18653, 27241, -15405, -30371, -965, 12828, -450, -607, -10524, 20925, 20563],[11364, 7867, -27582, -6691, -7302, 2041, 27816, -5855, -21494, -32194, -24881, -14217, -22328, -20205, 22136, 9130, -8856, -24403, 22611, 18433, 16099],[6035, -4502, 13462, -24014, -15940, -15118, 15091, 7610, -24127, -25105, -11957, 26442, -14877, -19024, -6325, -28295, 16102, 17585, -28401, 2740, 16407],[28383, 17213, 31963, -22601, 5543, -13981, 7599, -2738, 28543, -3097, 4840, -22696, -25485, -31470, -27786, 17954, 27134, -26979, 8399, -4376, 8509],[-9954, 30435, 20107, 3959, 30704, 22048, -24741, -1485, 24739, 5066, -22662, -31172, 8209, 22452, -15218, 13464, -18827, -8019, -10760, 10847, 23540],[7111, 5430, -24644, -3352, -4017, 7554, -2663, -2452, -14196, -8281, 7307, 7843, 21969, 25537, -21975, -2339, 10884, 8848, -20763, 32683, 11523],[-27825, 14326, 19204, 21143, 20393, 31543, 14273, 29756, -32038, -24001, -21467, -116, -11425, 24282, -12669, -29197, 8474, -6482, -9954, -11102, 15150],[19809, -32406, 8058, -23691, 28298, 17410, 8684, -29291, 19132, 27822, 10178, 30784, -9070, -18460, -32653, -16788, 760, 24583, -22168, -14247, -27549],[-7836, 8441, -9499, -8904, 31918, -21004, 22509, 16076, 2824, 16559, -16633, 29845, 10613, -20188, -22754, 26887, -16225, -23490, -29109, 24315, -2171],[-24729, -20320, -9639, 175, 23241, -13245, -31753, -29228, -453, -29936, -5563, 31942, -8915, 22725, -28220, -12180, -6233, 20244, -28074, -17701, 19047],[-9667, -20986, 24469, 15203, 31127, 7246, 17226, -15174, 30766, 10796, -27470, 16345, -22198, -8748, -2738, -11004, 31106, -25238, -6048, -23822, 1928],[-24290, -28913, -15449, -7184, -5532, 26463, 6828, -21399, 17910, 18421, 19412, -4920, -30164, -15116, 29559, 12182, -22470, 8906, 18706, -23923, 4045],[-15057, 21817, 11644, 11818, -11289, -6973, -32611, 20387, 29585, 6762, 1918, -16306, 23777, -27504, 29775, -29478, 23756, 3427, -3857, 5227, 26246],[3731, 21897, 5800, 1755, -14903, 31769, 31249, 5481, 14372, 17522, 26906, -19796, -27834, 11276, -18648, -521, 2023, -18408, 24405, 437, -21690],[-1596, 27209, 2860, 17818, 765, -28842, -6606, 17396, -8673, -3246, 19948, -31102, -6426, -27090, -24324, 28952, -23044, 21342, -26816, -8676, 24217],[19867, 7130, 20592, 13635, -6747, 12242, -4164, 28972, -19593, -29402, 3002, -14198, -25413, 19823, 4102, -2061, 12548, -22708, -16757, -31197, -26461]]"
values_81,11,"[[30957, -17198, -31381, -963, 17217, -23776, -657, 20480, -18186, 23409, -11259],[3684, 32406, -16409, 20301, -15718, -10806, 32129, -24220, 25893, -14973, -30132],[-464, -17145, 25147, 85, -30408, -6344, 10560, -4465, -19851, 14757, -16802],[19420, 28308, 11760, 16407, 10083, -13379, 22025, -29291, 10645, 17703, -9126],[22123, -29270, 5573, -15203, 21449, -21498, 30024, 6375, -8398, 3754, 25486],[1951, -5078, 9797, 15311, 9172, 30935, 30431, -27855, -8287, -6745, -21175],[8062, -18074, 9545, 15535, -16927, 19148, 32483, 10987, -5146, 2168, 30972],[15520, 8666, -29623, -29854, -4220, -16927, 18548, -13799, 27629, -9489, -27344],[-2571, -7837, 21998, -6868, 2380, 4708, 6466, 6752, 7417, -9981, -25504],[20383, -32026, 10368, -29444, 12465, -11393, 27111, -29170, 20044, -24537, -7371],[-19262, -16533, -31294, 7563, 21675, 1727, -18033, 11708, -26058, 14750, -24566]]"
values_5,25,"[[-31585, -10742, -7100, -3970, 26259, 29477, -794, 19724, -13117, 6476, -5875, 25728, 15750, -11754, -21395, -22940, -9118, -26774, 15810, -2254, -6554, 4455, 26057, 5531, -25767],[10005, -14023, -26157, 12342, 31547, 29666, 7730, 27967, -322, -19877, 7388, -5606, 1440, -25012, -7447, 9152, 30540, 18466, -10885, -15753, 23298, -6310, -19459, -30436, 581],[4209, 25987, -7849, -18847, -26495, 5649, -14821, -24602, 10405, 32129, -6880, -13482, 30051, 25289, -12745, 31911, 20822, 6426, 9792, -15325, 2595, 16311, -27486, 11515, 15040],[-8886, -7665, -30425, -15248, -12353, 13497, -6251, 14668, 2537, 22254, 27538, 20406, -31942, 14632, 28045, -27366, 22882, -13714, 17276, -30784, 27065, 18879, -26537, 10782, -30159],[14072, -31889, 8461, -28596, 6335, -8038, -16525, 13081, -20359, -16692, -10307, -14595, -13021, -17548, -18105, 23454, 6588, 8474, -20935, 11708, -16514, -19249, 8079, 10894, 21240],[12234, 25471, 24325, 26937, 17803, -20681, 30530, -17747, -15876, -28533, -22210, -25834, -20565, -22288, -30622, 19193, 6225, 17545, -6720, -13688, 2322, -17327, 11862, -10721, 2300],[-14870, -17137, -415, -21252, 26852, -462, 16976, -29043, -10342, 9162, -12784, 6463, -6847, -16159, 13516, 28675, -14261, 3402, 2877, -31967, -451, 14907, 10786, 11530, -11502],[-30580, -26148, -17304, -32193, -18347, -19352, 4525, -6925, 419, -8760, -30355, -650, 21233, -5455, 1241, 14346, -23677, 27624, 9917, 13475, 31016, -22391, -16274, -23338, 29615],[15572, 12782, -29259, -22766, -25573, 13282, -1546, 6780, -13462, -28748, -28032, 2530, -22437, 12799, -18805, -29926, 10602, 11759, 13959, 7942, 27568, -30721, -7022, 25447, 12936],[20759, -28693, 5119, 134, 13713, -20726, -13573, 2548, 19125, 10669, 26205, -15346, 16201, 7271, 19734, 28159, -1921, -6014, -1782, 3607, -32735, -12248, -17514, -1692, 32755],[-29089, 8874, -32602, -17554, 12656, -13299, -28087, 10614, 28321, -19059, -17254, 14186, -32206, 6624, 32191, -23571, 16326, -12470, -9497, -21147, -21415, 26926, -31055, 26818, 6588],[-8893, -31348, 17632, 503, -15710, 26856, 22744, -8482, -12595, -10131, -29370, -30583, -30859, -4111, 27652, -12732, -2520, 19138, 22530, 4698, -26489, 20295, -10384, 17834, 4138],[31703, 28797, 19213, -8069, 23799, -31292, 30508, 16460, -4893, -30529, -27820, 12612, 9297, 17897, -26910, -32457, -29076, 1308, -6869, -20406, 3012, -3481, -17419, 26513, 17913],[28131, 15040, -7723, 15682, -4323, 22332, 22702, 26504, 7843, 6899, 29979, 6104, 25395, -19342, 17750, 21630, 32562, 5571, 3985, -28504, -19621, 32089, 8980, -10343, -12056],[-17239, 19083, 18821, 10979, -29959, -2014, -27630, 27471, 14759, -20300, 21442, 27987, 25445, 30972, 20753, -18188, -27630, 25318, 18329, -9135, 28919, 1450, 29625, 15878, -30578],[-21884, 22447, 11152, -31405, -5947, 20028, 31201, 4333, -13427, -17879, 20067, 4529, -2675, 1114, 3184, -10385, -2040, 6052, -2035, -23436, 14842, -19658, -19506, -9566, -14950],[12732, -16302, 19690, -31437, -29354, -28155, 29646, -28354, -8360, 29752, 21366, 5629, 17647, -15652, -1560, -17683, 31560, -11474, -19665, -31041, -22964, -12808, 31988, -10973, -13287],[32, -825, 4762, -8047, 5656, 25427, -10799, -16306, -13805, 4515, -13341, 22901, 27999, 31988, 18545, -21652, -11749, -24741, -30771, -726, 21324, 18260, -9315, 3238, -1786],[-374, 21523, -15795, -10116, 3791, -3357, -21835, 31376, -25486, 17799, -14799, 4223, -1497, 15010, 1336, -30897, -17581, -19477, 29286, -26367, -10913, -18496, 17777, -1808, 30950],[-29499, 9200, 29404, 15162, 24668, 19456, -26614, 1900, 23556, 4931, -19523, 20838, 2845, -19806, 24045, -17852, 10330, -25123, -27337, 20116, 20081, -17258, -16781, 780, -23906],[13148, 4540, 20689, 24068, 5077, 23775, 22686, -28899, 17726, -26888, 2320, 10256, -9504, -24516, -6777, 30936, 32448, 6947, -27136, 9386, -2084, 18629, -23895, 31692, 5635],[13304, -9611, 21720, -26216, 17293, -6931, 29626, 24657, 1176, -29323, -12861, -3040, 12947, 3744, 28693, 25204, -25977, 32589, -30004, -18945, -17468, 28493, -17201, -32233, -6121],[-23104, 28457, 4794, 23407, -31707, -25163, 1510, -13115, -32380, -10999, -6708, -31633, -21502, 3042, -18027, 23446, 17741, 31013, -28500, 10118, 9618, 14513, -18891, -2247, 20644],[-27172, 9872, -29585, 16267, 433, -4131, 16880, -29298, -9803, -32223, 6035, -23710, -18353, -25031, 4843, 5200, 16419, 14725, -26045, 3812, 620, -32027, 14567, 23766, 8464],[26118, 24855, 19319, -20789, -2905, -3452, 3386, 19022, -14311, -1993, 10557, -5228, 10070, -31315, -29618, -24599, 27662, 5016, 12099, -18946, 14283, 8159, 5874, -25134, 19083]]"
values_40,8,"[[532, 2450, 25222, -21445, 17454, -6055, -27505, 26633],[-9752, 12620, -32337, -4016, 25420, 11115, -15762, -22570],[-1394, -30527, 16014, -10205, -19061, -27052, 19201, -6921],[9565, -14075, 31741, -24813, -23237, -1962, -24560, 11122],[3519, 25976, 25540, -24999, 31429, 21072, -19010, 3996],[14008, 13737, 15753, 9617, -9172, -10450, -78, -31573],[-14222, 26982, 1192, 4382, 26470, 24680, -14064, -11948],[3313, -7934, 23251, 18440, 12095, 7689, 8414, -14465]]"
values_70,9,"[[16207, 2724, -2972, -10910, -9072, -31383, 29770, 17624, -26422],[14008, -22775, 27003, -15573, -31640, 30004, 26703, 23588, -11544],[-9256, -17394, -1296, -27939, -21150, -26457, -23597, 10543, -29791],[-25046, 5671, 3053, -7943, -16610, 4918, -3249, 1442, 28426],[13624, 1079, -32499, 5639, -28056, 20239, 6208, -27913, -10443],[-10369, 16872, -15258, -7454, 1927, -27749, 18298, -13908, 14456],[-30885, 23983, -1595, 22458, -6222, -24859, -19211, 30755, -9433],[3732, -5125, -3809, 15348, -30175, 20835, 3508, -2441, -28767],[4877, -20008, 19494, -11329, 4142, 17760, -22455, -9871, 22830]]"
values_23,19,"[[16358, 27666, -27942, -11326, -27766, 7180, -28885, -32014, -8250, 17812, -24981, 23026, -28049, 646, 5978, 30216, -8479, -29056, -19526],[-6885, 11554, 2354, 21823, 17155, 3256, -7387, -30404, 28876, 22955, -27509, 13046, 23201, -16307, 573, -26847, -26040, -10985, 14981],[-27839, 15536, 22813, 12311, 26495, -210, -22448, -18955, -16501, -11725, 23219, -14200, -16422, -27182, 12697, 5590, 28004, -15271, -12179],[832, -24240, -21407, 9511, 32654, 8138, 24937, 316, -23420, 17934, 11503, -3539, 19141, 6265, 2120, -6642, 6246, -23816, -16964],[5426, -26253, 24753, -19944, 7294, 31495, 28186, 27543, 9249, 18103, 32747, 23023, 25992, -31594, -28288, -28734, 29089, -30209, -22507],[18508, 5268, 19750, 21204, 21166, 19055, 29212, -9106, -15202, 17685, 11114, -12524, 12173, -21758, -260, -9827, -6625, 28919, 10576],[-24747, 17762, -10282, -10779, -30581, 24654, -9622, 11277, 9982, 10471, 30373, 7669, -5515, 7331, 16447, 20455, -15060, -20731, -10023],[-9951, -1473, -15706, -30725, 10759, 31434, 1628, -7271, -21826, -24622, 27407, 18243, -28622, -24574, -7558, -17737, -12628, 6807, -12048],[25243, 19517, -5371, 2642, 946, -31401, 7791, 28280, -6763, -20172, -12422, -31493, -847, 16652, 6775, -17327, -19650, -16216, -23522],[-18521, -6999, 8470, -1288, -28558, -20978, 30860, -19574, 18048, 25308, 28921, 3590, -24834, 13445, -1394, 3031, 1585, -31398, -23718],[2763, 22815, 24661, -3228, 15566, 20651, -31651, -8633, -15916, -25759, -25776, 14532, 1634, -25753, 9042, 21804, 13615, 16399, -10472],[13470, -25778, 12723, -29109, 3970, -2133, -27246, 18371, 5562, 12858, 2560, -7784, -31854, 16664, 18770, 11690, 32330, -22847, 31075],[-17353, 1651, 11295, 13347, 22465, -28145, -15442, 816, -22736, 24695, -28827, -16264, 1247, -17453, 10451, -2123, 6404, 16472, 15346],[32502, 31051, -19593, -15572, 28329, -669, -10610, -30366, 12365, 26997, -25298, 26022, 10738, -28322, 16372, 7508, 22467, -25803, 31524],[24442, -9473, 1167, -19255, -26186, 22765, -5024, 16345, -18595, -10943, 19580, 5294, 31272, -5349, 1188, 2962, 3502, -183, 26201],[10775, 21946, -31766, -25245, 2670, -4408, -26803, 13626, -19484, 10280, 24136, 22283, -30826, -26180, 11213, -2270, -18028, 21919, -29166],[30731, -30575, 20250, 26779, -30173, 24184, 19500, 14412, 12287, -29212, 28902, -18989, 30717, -25300, 10935, -24427, -30934, 4239, -17798],[-989, 22206, -30288, 3760, -21297, 10609, -3492, 9116, 21627, -24778, 4803, -18318, 30334, 7909, -4705, -22602, -45, 19403, 16124],[7764, -28589, -21251, -25271, -21352, -28904, -24157, -6294, 600, 30518, 8142, 2654, 32423, 4953, -5418, -30492, -3039, 23887, 18823]]"
values_72,19,"[[-20721, -3473, 23823, -30324, -30037, -22067, -5258, -15933, -29489, 27580, 11849, -16024, 28754, -15339, -25059, -20790, 3864, -9440, 12876],[31748, -913, 25865, 20230, 6085, 15063, 22877, -24777, 8344, 18027, -29988, 3476, -19764, -25695, 31205, 13425, 445, -15000, -15742],[9478, -14416, 4248, 24109, 546, -31355, 24190, -24127, 19854, -7506, -5058, 10257, -13259, 23121, 780, 19960, -19103, 32762, 10253],[-1808, 17133, 20051, -16843, -934, 10591, -26679, -6324, 6974, 1341, -30337, -16798, -11874, -8465, -29846, -1709, 8146, -28642, -29652],[22295, -9869, 5872, -9123, 23177, -6889, -30978, 12032, -13030, -29756, 23530, 18553, 32071, -23223, -32638, 23424, 23494, 30527, -8569],[10955, -13812, -9551, 28160, 1627, 6415, -429, -2097, -13972, -32297, -30392, 8417, 18774, -24468, 9436, -23080, 26490, -5606, 16789],[-20316, -30514, -30364, 26777, 13660, 23466, 23876, -13967, -11906, 21313, 18647, -20048, -21359, 29574, -14074, -11266, -26047, -18239, -13960],[14940, 22981, -16212, 32298, 18133, -13035, 8887, -2110, 30399, -7002, 17500, -15506, 3289, -31799, -14936, -25846, 1268, 27229, -14385],[-19244, 19343, -9167, -13349, 2211, -10616, -12994, -18688, -1120, -7730, 13914, 900, 3516, 2283, 4333, 12904, 26565, -8070, 18162],[30940, 5929, 27754, 10091, 21894, -23785, -25042, -10925, 32615, -12659, 7515, -24465, -5941, 32611, -13081, 22460, 3826, 24134, -32726],[230, -32159, 1826, -18500, -26294, 16397, -13713, 24075, -32723, 27378, -5733, 2553, 17816, -12421, -16499, -2276, -11028, -26775, 3648],[-6024, 3514, -19203, 18995, 30824, -24396, -6331, 12388, 11565, -2002, 5001, 5358, 22218, -9238, -357, -23884, 15684, -22210, -12585],[9378, -2388, 9318, -15930, 13452, -18031, 8532, -14785, -4480, -17596, 23900, 21378, -11271, 11563, 3261, -27945, 30204, 31114, 5120],[2186, -9107, 14058, -25605, -7370, -4532, -30293, -27765, -29348, -25387, 13596, -6536, 10863, 6214, 24467, 1323, -5007, 12993, 31015],[6077, 9797, 28035, -31495, 10207, -27087, -7153, -11081, -29077, -16153, 5629, 1646, -28267, 23126, 21138, 16042, 32059, 873, 27164],[-26734, -23871, -8067, 7551, 9139, 7735, -27014, -8202, 3386, 2058, -26299, 24978, -17322, -12974, -769, 1972, -1884, -3619, -13707],[12047, -16644, 14781, 8810, 9367, 15636, -12182, -30958, -29089, -24126, 23467, -4095, 3691, -30377, 31451, -7541, 702, -10754, 10830],[-2690, 8740, 20614, 15603, 31625, 11368, 9393, -24288, 17879, 14787, 31804, 24175, -15467, 12622, 14698, -27655, 4506, 23138, 19134],[-28522, 21942, 14639, -19903, -13584, 3524, 7788, -20397, -19466, 12138, -26315, -3217, 21116, -8814, -30599, 24272, 26485, -19151, -9145]]"
