inputName,key
11,17299
19,18887
12,-5112
38,-3980
81,17299
5,2654
40,29253
70,29253
23,-23521
72,-5112
79,18887
78,-3980
87,-2757
6,173
68,-3980
69,18887
1,17299
45,2654
33,-23521
15,2654
93,-23521
24,26982
25,2654
26,173
48,-3980
71,17299
76,173
7,-2757
50,29253
22,-5112
4,26982
32,-5112
77,-2757
91,17299
42,-5112
13,-23521
41,17299
55,2654
31,17299
66,173
65,2654
62,-5112
21,17299
95,2654
84,26982
58,-3980
64,26982
83,-23521
94,26982
0,29253
99,18887
96,173
67,-2757
61,17299
43,-23521
2,-5112
54,26982
30,29253
59,18887
85,2654
74,26982
90,29253
18,-3980
52,-5112
44,26982
17,-2757
36,173
49,18887
86,173
37,-2757
56,173
63,-23521
35,2654
97,-2757
75,2654
57,-2757
88,-3980
10,29253
53,-23521
8,-3980
39,18887
47,-2757
60,29253
89,18887
51,17299
14,26982
28,-3980
16,173
34,26982
82,-5112
46,173
27,-2757
20,29253
9,18887
92,-5112
3,-23521
98,-3980
29,18887
80,29253
73,-23521
