inputName,n
11,8
19,8
12,8
38,23
81,6
5,22
40,5
70,11
23,7
72,11
79,11
78,11
87,6
6,22
68,31
69,31
1,22
45,5
33,23
15,8
93,2
24,7
25,7
26,7
48,5
71,11
76,11
7,22
50,25
22,7
4,22
32,23
77,11
91,2
42,5
13,8
41,5
55,25
31,23
66,31
65,31
62,31
21,7
95,2
84,6
58,25
64,31
83,6
94,2
0,22
99,2
96,2
67,31
61,31
43,5
2,22
54,25
30,23
59,25
85,6
74,11
90,2
18,8
52,25
44,5
17,8
36,23
49,5
86,6
37,23
56,25
63,31
35,23
97,2
75,11
57,25
88,6
10,8
53,25
8,22
39,23
47,5
60,31
89,6
51,25
14,8
28,7
16,8
34,23
82,6
46,5
27,7
20,7
9,22
92,2
3,22
98,2
29,7
80,6
73,11
