inputName,size
11,27
19,4
12,30
38,27
81,11
5,22
40,29
70,12
23,11
72,13
79,12
78,9
87,20
6,7
68,22
69,13
1,27
45,12
33,23
15,15
93,25
24,17
25,15
26,29
48,19
71,6
76,3
7,6
50,22
22,8
4,7
32,16
77,31
91,10
42,27
13,7
41,27
55,24
31,22
66,27
65,17
62,11
21,11
95,5
84,16
58,21
64,25
83,11
94,8
0,12
99,4
96,14
67,22
61,26
43,31
2,11
54,4
30,28
59,22
85,12
74,14
90,16
18,19
52,28
44,10
17,23
36,18
49,25
86,29
37,14
56,18
63,9
35,10
97,19
75,22
57,30
88,14
10,14
53,8
8,9
39,32
47,2
60,29
89,11
51,25
14,32
28,11
16,23
34,5
82,4
46,5
27,17
20,5
9,28
92,2
3,20
98,31
29,6
80,32
73,7
