inputName,m,n
values_11,25,64
values_19,25,69
values_12,25,69
values_38,92,127
values_81,52,64
values_5,127,40
values_40,115,55
values_70,65,55
values_23,98,8
values_72,65,69
values_79,65,69
values_78,65,127
values_87,52,123
values_6,127,63
values_68,113,127
values_69,113,69
values_1,127,64
values_45,115,40
values_33,92,8
values_15,25,40
values_93,11,8
values_24,98,37
values_25,98,40
values_26,98,63
values_48,115,127
values_71,65,64
values_76,65,63
values_7,127,123
values_50,91,55
values_22,98,69
values_4,127,37
values_32,92,69
values_77,65,123
values_91,11,64
values_42,115,69
values_13,25,8
values_41,115,64
values_55,91,40
values_31,92,64
values_66,113,63
values_65,113,40
values_62,113,69
values_21,98,64
values_95,11,40
values_84,52,37
values_58,91,127
values_64,113,37
values_83,52,8
values_94,11,37
values_0,127,55
values_99,11,69
values_96,11,63
values_67,113,123
values_61,113,64
values_43,115,8
values_2,127,69
values_54,91,37
values_30,92,55
values_59,91,69
values_85,52,40
values_74,65,37
values_90,11,55
values_18,25,127
values_52,91,69
values_44,115,37
values_17,25,123
values_36,92,63
values_49,115,69
values_86,52,63
values_37,92,123
values_56,91,63
values_63,113,8
values_35,92,40
values_97,11,123
values_75,65,40
values_57,91,123
values_88,52,127
values_10,25,55
values_53,91,8
values_8,127,127
values_39,92,69
values_47,115,123
values_60,113,55
values_89,52,69
values_51,91,64
values_14,25,37
values_28,98,127
values_16,25,63
values_34,92,37
values_82,52,69
values_46,115,63
values_27,98,123
values_20,98,55
values_9,127,69
values_92,11,69
values_3,127,8
values_98,11,127
values_29,98,69
values_80,52,55
values_73,65,8
