inputName,size
11,3
19,20
12,10
38,13
81,14
5,17
40,4
70,10
23,8
72,18
79,32
78,17
87,18
6,30
68,27
69,22
1,15
45,11
33,5
15,8
93,16
24,31
25,2
26,3
48,19
71,21
76,31
7,22
50,17
22,11
4,19
32,9
77,18
91,23
42,26
13,7
41,17
55,14
31,5
66,11
65,23
62,27
21,20
95,18
84,18
58,18
64,16
83,21
94,10
0,24
99,26
96,27
67,16
61,22
43,13
2,10
54,28
30,28
59,4
85,14
74,31
90,26
18,21
52,23
44,19
17,21
36,10
49,27
86,12
37,8
56,31
63,9
35,32
97,32
75,5
57,19
88,26
10,6
53,23
8,16
39,9
47,7
60,7
89,16
51,6
14,24
28,24
16,7
34,30
82,10
46,29
27,23
20,21
9,13
92,11
3,3
98,6
29,12
80,9
73,9
