inputName,size
11,15
19,28
12,30
38,28
81,27
5,23
40,24
70,3
23,28
72,23
79,10
78,13
87,32
6,3
68,3
69,22
1,22
45,31
33,15
15,21
93,24
24,23
25,32
26,31
48,6
71,32
76,11
7,5
50,3
22,30
4,4
32,11
77,17
91,11
42,22
13,17
41,8
55,32
31,11
66,11
65,29
62,21
21,3
95,13
84,16
58,9
64,22
83,29
94,17
0,24
99,31
96,14
67,17
61,32
43,17
2,24
54,23
30,11
59,29
85,22
74,11
90,2
18,16
52,2
44,2
17,18
36,23
49,27
86,10
37,16
56,19
63,15
35,31
97,23
75,19
57,19
88,31
10,15
53,16
8,13
39,23
47,29
60,23
89,17
51,21
14,20
28,13
16,5
34,25
82,31
46,15
27,32
20,16
9,27
92,18
3,26
98,13
29,29
80,19
73,27
