inputName,size
11,11
19,21
12,28
38,10
81,23
5,14
40,13
70,32
23,9
72,3
79,27
78,13
87,8
6,32
68,31
69,10
1,12
45,8
33,12
15,13
93,7
24,31
25,4
26,8
48,31
71,32
76,15
7,26
50,18
22,19
4,13
32,31
77,20
91,32
42,26
13,14
41,11
55,29
31,10
66,21
65,23
62,20
21,5
95,25
84,15
58,13
64,10
83,32
94,16
0,12
99,25
96,28
67,30
61,12
43,32
2,6
54,14
30,11
59,13
85,2
74,31
90,27
18,31
52,8
44,6
17,24
36,25
49,16
86,16
37,26
56,13
63,10
35,3
97,20
75,25
57,21
88,24
10,12
53,4
8,19
39,12
47,22
60,13
89,10
51,21
14,12
28,14
16,18
34,31
82,21
46,10
27,28
20,20
9,17
92,3
3,25
98,26
29,21
80,25
73,19
