inputName,size
11,20
19,26
12,10
38,21
81,19
5,8
40,9
70,9
23,4
72,26
79,7
78,16
87,5
6,19
68,19
69,10
1,17
45,14
33,8
15,10
93,5
24,29
25,12
26,32
48,5
71,23
76,20
7,2
50,18
22,14
4,18
32,3
77,3
91,20
42,8
13,11
41,23
55,17
31,10
66,9
65,2
62,21
21,6
95,6
84,17
58,28
64,31
83,14
94,17
0,3
99,25
96,24
67,16
61,29
43,32
2,32
54,8
30,15
59,12
85,8
74,24
90,8
18,22
52,3
44,22
17,10
36,13
49,27
86,12
37,18
56,32
63,16
35,2
97,13
75,15
57,32
88,20
10,32
53,9
8,25
39,10
47,7
60,11
89,12
51,17
14,13
28,29
16,5
34,8
82,6
46,9
27,9
20,11
9,20
92,10
3,7
98,5
29,19
80,31
73,2
