inputName,m,n
11,89,98
19,89,47
12,89,26
38,23,44
81,63,98
5,13,43
40,65,26
70,124,26
23,34,22
72,124,26
79,124,47
78,124,44
87,63,112
6,13,48
68,84,44
69,84,47
1,13,98
45,65,43
33,23,22
15,89,43
93,104,22
24,34,92
25,34,43
26,34,48
48,65,44
71,124,98
76,124,48
7,13,112
50,77,26
22,34,26
4,13,92
32,23,26
77,124,112
91,104,98
42,65,26
13,89,22
41,65,98
55,77,43
31,23,98
66,84,48
65,84,43
62,84,26
21,34,98
95,104,43
84,63,92
58,77,44
64,84,92
83,63,22
94,104,92
0,13,26
99,104,47
96,104,48
67,84,112
61,84,98
43,65,22
2,13,26
54,77,92
30,23,26
59,77,47
85,63,43
74,124,92
90,104,26
18,89,44
52,77,26
44,65,92
17,89,112
36,23,48
49,65,47
86,63,48
37,23,112
56,77,48
63,84,22
35,23,43
97,104,112
75,124,43
57,77,112
88,63,44
10,89,26
53,77,22
8,13,44
39,23,47
47,65,112
60,84,26
89,63,47
51,77,98
14,89,92
28,34,44
16,89,48
34,23,92
82,63,26
46,65,48
27,34,112
20,34,26
9,13,47
92,104,26
3,13,22
98,104,44
29,34,47
80,63,26
73,124,22
