inputName,size
11,4
19,27
12,19
38,11
81,23
5,24
40,26
70,8
23,22
72,18
79,22
78,11
87,23
6,28
68,32
69,26
1,18
45,29
33,9
15,21
93,16
24,8
25,4
26,7
48,29
71,19
76,23
7,8
50,23
22,26
4,31
32,13
77,18
91,7
42,14
13,22
41,27
55,10
31,20
66,5
65,26
62,9
21,22
95,8
84,6
58,7
64,6
83,7
94,17
0,18
99,4
96,10
67,22
61,22
43,30
2,32
54,24
30,17
59,6
85,10
74,19
90,31
18,28
52,29
44,32
17,6
36,7
49,4
86,32
37,7
56,29
63,14
35,26
97,11
75,24
57,2
88,3
10,29
53,3
8,10
39,9
47,17
60,14
89,24
51,26
14,30
28,7
16,8
34,31
82,2
46,31
27,14
20,25
9,17
92,30
3,29
98,21
29,30
80,17
73,9
