inputName,size,a[size]
values_11,11,"{1946294469296902830, -2871017816478345039, 6715444321312342505, 818247740143580735, 5061072599534917610, -6003735215714013520, -3375824491002493843, -8376759473859927464, 6390331933909591, -9028167194453265596, 2606545401886374965"
values_19,16,"{5845024912264970874, 1405814388716113132, 2542403302017183810, -7551979360599608357, -4346131730332652382, 6708880542988161724, -5113102098965768886, -4994136716642800159, 6216561819155940908, 5604832114544287865, -5706738919170863661, -5497722268600729361, -9183958523663033327, -8726610011228251564, -1975130632282945406, 4835222454850996033"
values_12,5,"{2890124417516910634, 5999897338455833053, -200870189272300479, 6862137712783067033, 5503164590440435328"
values_38,21,"{-5697368267837101139, -444122981747476431, -356508852864149431, -1887548845122685505, 8740090329891121839, 8811758442014090138, -8225503874732108528, -6239599796944452200, 2700350758219866830, -2774194849276679683, 640325421251794380, 8681047352394171555, 7816872060951169108, -933578575683136101, 3260600561210230941, -732396719989811490, -3640431851778339245, 2798246155166568000, 4816534959842660989, 3691362672058413782, -7442016189616934592"
values_81,12,"{-2975129879132001583, 6713095035198872202, 5661714890747985940, -3699139037518426321, -7695870683045656811, -4786001041195726174, 7304104918745551554, 5035489882979749401, -2885301116178414077, -353114256817216897, 5562637258719039198, -6908316737120949552"
values_5,2,"{2277747767743428428, -6956641184345286704"
values_40,31,"{3022954129721238714, -1353919519353698207, 6549055131795200396, 1103200636210568954, -7531792959150255767, 689820869574559708, 4157682500330982309, 5397719536584309396, -5587827123033495946, 1600948345988350068, 3645769549528974623, -8896726848083838687, -6432726928882647159, 2195900897067668196, 3210033621847778818, 4956100073945873976, 4225742969808100819, -3788537613896351541, 6105076141442913713, -1005732478272244921, 5906062263588651604, 6659141772485193047, -5524694645378390616, -8140659535001683072, -6565477486332338098, 3774065970376189897, 6100554049848348662, -8271186998577673958, -2072204327306532228, -3111743274871377686, 3152688166242701065"
values_70,5,"{3405414023592991297, 2933986338056904489, 2461077135981917338, -4878430215682680067, -3621815727848680115"
values_23,26,"{-8206348016966716002, -334202096043227913, -7594685688884929609, -6273037888164578576, 2844276864080071958, 8872593706891918495, -8599029340049816142, 2131770073118174999, 6017203203651589452, -1284766594189167830, 3994123815320745114, 8747888495979540950, -2843040615298761265, 5514062910985905299, 6243543743959951929, 255000236607610504, -800306850061525215, -8282196813346375874, 1738468515119274044, 5320463261807324486, -2592717739996976313, -8945902860962689004, -1317683953996761414, 4296525873862975337, -5236835864796921163, 4839387721878217429"
values_72,19,"{-2395330115823482605, -8825086076279452560, -6299818176586777130, -6850239307504805863, 2143911954712127985, -3476646556332200722, -511201369783884411, -5872042510255710079, -3023572760210533597, 4690053475814791012, 4128901615761369715, 3585442530653723417, 2764393789082893597, -6758868423664710349, 8340410804900861781, 4122043813078087365, -7761457180948698133, 5950233322336283804, -1132543091340951592"
values_79,18,"{5313977823155012796, -8992731266503616610, 2968507299747698967, 5766493131790583373, 2097242572701741062, -6698191514355496014, 6464408911044620856, -1732190910751044888, 2523834582902068529, -3373465724663584041, 4155800988735532893, 357281584300905082, 3464370554481042436, 3412701941903702125, 2403218375838355517, 9027417620802435383, 7113124861999441692, -950209742198792385"
values_78,14,"{1679681722402715028, 2525624093629848059, 6177024622474876163, -2445273962083706732, -7112842846750080896, -5192373500044973801, -3960079279644204396, 958374123320320239, -4308596850943521264, -1616582711657408744, -9078118146087318617, -3211841604906687972, 664003817216012903, 820597750567535717"
values_87,28,"{3806758882494132485, 2135209586844446123, -2112599699437202877, 5623736292690807112, -2126456377611801789, -1946401261915132038, 2555872765588057792, -2130684671121203000, 2447049656879279508, 7754991443945454094, -1414070862919818908, 4328314382045057621, 2738082812794975587, -2481224671685339598, -5531014081035307420, -3968259369959951197, -84256651068284539, 1838315001930752360, -8173650086037915698, -4586839418003135800, 801175817392209207, -8357959492245483858, 4180979290753305295, 2769535239781006819, 1405303827250460905, -1955174347210514414, 1492300115906823795, 1532055479367138472"
values_6,23,"{-1420074352084731315, -6243206093249453945, -3391568922461505685, -498481968888190131, 8321727517522923217, -4661892826902722734, -7022101252793349860, 1647448645303401119, -8939991028152187975, -3742034263605643697, -2573177110400405981, 1784460828824451184, -4377881315094717000, -75006028362643780, -1786481672070360655, -558350910772583059, 6389460667365476674, 7337127265721681209, 5605152226585133357, 1005600579330636183, -2776990578199312403, -6286395303659606343, 3974818370659011764"
values_68,26,"{-8617974173253622818, 1832203188527147829, 3867816086666477700, -7711317833816670931, -1430093669964837678, -558451627677884934, 5440516044148912212, 4994703948929218450, -7641688992096219241, 3154287301858791520, 3355052997078610054, -3717303839221023952, -1291147255767507630, 7608720089056343115, 3429338606340517246, -8921681826915455349, -2313852818581527477, -8266815477901070963, 7521220914207440333, 6561429349801866626, -2110180481290851730, 7240058490085352395, 5366925509992841634, -3075522261371194461, -1626123801312743936, -4488461594180338823"
