inputName,size,a[size]
values_11,11,"{600922455.25, 560166727.346, 955636859.007, 183278196.947, 634914737.901, -2054789102.023, 1614122672.644, 1052633110.767, 1481043718.661, 110388962.336, 1138590757.852"
values_19,14,"{877078308.58, -710654335.608, 1676104325.635, 881426599.401, 237370106.115, 120881911.543, 865480666.675, 347560290.467, -343757133.71, 434717491.191, 1590977935.48, -756166354.76, -2001150449.307, 1504952255.319"
values_12,18,"{-1070599049.504, 662797822.941, 354226949.793, -1737111065.122, 945645512.069, 44859396.955, -248652695.966, 50805369.262, -953206592.833, 1963490555.75, 1549687470.811, -1414281267.434, -1932844242.582, -969352654.173, 63175290.138, 255283826.06, -2043758501.669, -2136621610.572"
values_38,26,"{-1090618066.805, -1845247301.67, -1646478787.687, -1456879934.692, -620989907.986, 364726889.061, -692649494.353, 995815986.058, -945134709.663, -959934200.198, 1883471889.564, 410804735.735, 1392292442.906, -647784345.732, -1344523473.466, 1794847976.797, -548088360.132, 1889437938.895, 770523602.016, 1940823502.363, -1144854757.33, -324777313.942, 600250609.861, 656555480.975, 810197268.172, 798555439.829"
values_81,29,"{-908043845.959, -804212834.616, -1514594810.088, -117493196.923, -1253208912.366, 260094598.287, -1045077207.021, -1039111031.341, -822770667.116, 181156157.277, 1756173999.979, 62504666.835, -920008054.208, -1062512043.043, 1490886216.296, -1197136204.022, 1704541706.499, -1470587629.11, -215711465.136, 381439700.208, 364950046.271, 697999358.636, -1106296403.416, -1588088072.245, 1319625559.542, -2078881622.556, 885061805.136, -1679113358.284, 1061544263.74"
values_5,8,"{62783707.582, -203011333.319, -1772032144.656, 1247209644.088, 494614214.94, -1946540881.962, -1415376898.454, -110629785.4"
values_40,27,"{-1970052261.313, 1096765988.206, 1961756802.131, -1166469559.452, -526793073.32, -218903037.302, 1142838392.237, -1990737669.329, 247513402.153, -526006115.427, 94674920.939, -2126001500.005, -767189849.444, -1491703753.225, -1944200199.181, 2146102189.542, 192953602.281, -17956939.955, -1441009707.75, -319477399.946, 1854831497.246, -567354297.59, 963882510.727, 2049758930.859, -1486596332.368, 951743340.75, 912393425.906"
values_70,32,"{-298758480.064, 1248662489.357, 1279739850.593, -1610971452.139, -150340113.612, -338073110.893, -2098659699.781, -386060026.158, 322171591.346, -937808422.71, 486076652.109, -255665613.994, 228238004.934, 395554445.247, -727563403.127, 1827217679.401, 790897735.315, 1787099348.973, 2079747172.305, -1612667021.833, 604396534.917, 76779399.588, 154450704.273, 597527154.762, -1538917202.101, 1002228365.169, 1062323175.209, 1390143785.793, 1949621856.917, 1167574709.028, 1030412436.549, 789950004.477"
values_23,26,"{605156856.173, 379531942.359, -1797437683.727, -1104823678.702, 1645999937.356, -415557009.654, -1520093155.549, -569079372.215, -265215842.312, -761377700.263, -2004463860.954, 995800318.414, 507650612.635, 621469512.283, -1227981550.366, -190867393.716, -771009861.331, 275257433.427, 1823094726.393, -323969331.381, 403402223.893, -1829083222.997, -293869736.023, 1289694079.966, -483219470.88, -1364970722.783"
values_72,4,"{-74478482.505, -1009011092.305, -1625581908.82, 708303631.074"
values_79,8,"{-1194666358.592, -1822671889.173, 37705653.466, 345964227.666, 2141738671.73, 281333122.157, 1669444860.76, 1725341295.987"
values_78,16,"{-1964408618.774, 226883700.134, 236258775.742, 1182600176.519, 513823045.507, -98061562.424, 399138336.567, 246304979.892, 261211459.835, -828357935.479, 1736495882.34, -190117635.535, -867470990.293, -1150979453.212, -765919075.456, 1876511008.709"
values_87,17,"{-986098082.238, -1061164736.058, -1959819923.158, 762747534.828, -1676213367.325, -1615890267.457, 1175788737.756, 722078828.503, -1451085700.787, -170270477.145, 965886728.586, 1112872302.663, -1147948928.634, 79305963.574, 1484756227.224, 1995849147.613, -844322241.818"
values_6,29,"{1128852052.121, 68809481.165, -167726140.032, -2048910460.857, 207463132.169, 1040840333.64, -115591767.655, -1857905352.2, 877100909.071, 1279375239.452, 605626774.316, 1356360129.166, 1566496117.129, 2027181427.153, 340510499.017, 569837538.384, 662818176.306, -1236157056.861, -1011161760.017, -408855744.755, -1273639992.507, 1037283341.078, 275043637.068, -23204599.329, 657776332.831, 310454380.623, 1336081466.545, 1620960197.209, 2040333712.358"
values_68,26,"{2074153003.262, 1125994917.393, 1933812404.547, 1805605658.905, -357803453.282, -1120625625.541, 520237723.806, 1624464710.619, -1015129490.931, 27659424.58, 1420540510.89, -915609138.848, 204882654.222, 281259927.239, 1229554806.412, 495522543.981, 658507408.752, 1151077034.408, -1529787403.559, -16886470.691, -1177507129.908, -1277106878.626, 984879366.355, -169309339.861, 487674216.647, 575552114.148"
values_69,16,"{1664973932.078, -482973700.851, 885957713.102, 656635433.298, 1153780130.637, 692982686.463, -56968685.708, -1998102681.519, 1561364863.563, -1079787402.87, -1318548796.369, 1448431027.594, -24803101.036, 1632441223.821, 1234768409.09, 654428041.887"
values_1,13,"{-839029170.096, 1688097173.838, 397284257.524, 666081344.042, 864103123.153, -691650159.582, -1963275382.921, 1553631298.905, -1109818182.169, 1553633913.772, -1537111267.555, 2129014053.151, -1005416179.491"
values_45,5,"{1765746510.423, 1232928955.867, -363017382.569, -1532876926.681, -743235006.913"
values_33,7,"{1710471976.353, -1455435283.365, 177055458.782, 977808132.277, -790268451.737, -761723219.004, 42524351.289"
values_15,12,"{-1220820219.785, -1140039976.505, -832595494.856, 89894292.651, -954783740.192, -671015394.582, -601829102.062, 509105953.279, -520489281.418, 256431023.737, -282413863.936, -1240090819.368"
values_93,24,"{-244956025.017, 195605201.385, 2145287681.733, -1320895308.091, -1627763934.814, -808389501.404, 1045040378.28, 604920066.023, 1023367094.405, -1487201963.006, 2036438066.533, 1709865321.543, -1536786689.358, 1894719507.879, 7423980.018, -1489286759.847, 1308267114.443, -1738516622.92, 1293069391.385, 659823320.086, -557610481.132, 510325473.514, 697530398.432, 400562966.163"
values_24,6,"{-189996587.475, 1559039828.649, -1629546889.266, -39434420.602, -932837413.726, 1481979756.237"
values_25,27,"{-1137569289.523, 255419976.667, 492567973.737, 2116359368.103, 1211712908.861, 1984714931.12, -1505957255.625, -1449753813.331, -949960160.69, -1184019881.711, -1060425630.265, -1483004256.265, -1209151185.267, -1775104836.525, -583213065.992, -370326973.717, 28336732.683, -1881960343.948, 1230244580.463, -332388468.904, 137666838.576, -905363207.1, -460486799.631, 145534003.472, 1216760154.85, -463645383.759, -48522917.706"
values_26,15,"{-1987676515.39, -273513906.086, 155469516.815, -257380558.735, 2105687774.398, -300874744.972, -1294833427.363, -1435953694.239, 588689483.798, 1125111824.257, 1419753407.033, -697320627.808, 911089587.321, 2078190339.315, 51110226.868"
values_48,6,"{-302545356.06, -731931131.274, -405198368.282, 771291525.794, 236670929.851, 365785766.987"
values_71,10,"{878120538.962, -1151430840.159, 21026179.616, -78590652.901, 909948642.946, -1222316026.523, -2015962146.837, -251041352.807, -474613380.24, 381140274.627"
values_76,31,"{-750897278.101, 907894379.399, -46134789.133, -936969431.168, -1913883456.408, 1806177529.565, 1744544913.638, 1572938961.319, -1890665894.848, -2095417523.416, 668921508.346, 23503291.199, -794869194.43, -1487480601.477, -387959074.316, -529608703.238, -595058715.298, 1860549047.373, -1171201083.258, 394592961.671, -2017933160.054, 367109171.966, 11280561.395, 327116149.859, 1743496982.105, -2107368140.641, 41965028.371, 1342139984.783, -237585863.057, -1193485769.823, 1973718826.17"
values_7,26,"{-387280878.943, -2131269407.64, 598436685.99, 580443594.217, -2062440107.659, -1277939861.351, -389508718.588, -1254900062.984, 87552024.638, -699128268.124, 2123968602.409, 369963094.388, 343283257.763, 1510960816.539, -1110251781.992, 1123373526.397, -917607937.967, -1108889166.793, -1451608889.796, 442110550.989, 754896567.945, 568739632.656, -1087612987.236, -534118759.409, -1126608950.09, 370135043.631"
values_50,6,"{-1369924871.672, -1548022742.411, 462213799.705, 857135600.254, -1168899112.698, -247230558.335"
values_22,16,"{-52352146.486, -1764375129.165, -1354716269.151, 938498223.336, -1334274132.113, -446805859.343, -1108848909.879, -1014195234.375, -857296148.195, 1026709843.716, 720853103.597, -1928648442.231, 1042682083.515, -1740192048.007, 1557402895.715, 1419951634.507"
values_4,2,"{-255954283.268, 1559197378.836"
values_32,8,"{872874429.304, -1918466147.867, 2049063395.361, -1883942564.444, 1727839032.59, 1839970653.245, -1903193760.469, 310392379.526"
