inputName,n
11,3
19,3
12,3
38,15
81,24
5,14
40,22
70,16
23,18
72,16
79,16
78,16
87,24
6,14
68,24
69,24
1,14
45,22
33,15
15,3
93,11
24,18
25,18
26,18
48,22
71,16
76,16
7,14
50,24
22,18
4,14
32,15
77,16
91,11
42,22
13,3
41,22
55,24
31,15
66,24
65,24
62,24
21,18
95,11
84,24
58,24
64,24
83,24
94,11
0,14
99,11
96,11
67,24
61,24
43,22
2,14
54,24
30,15
59,24
85,24
74,16
90,11
18,3
52,24
44,22
17,3
36,15
49,22
86,24
37,15
56,24
63,24
35,15
97,11
75,16
57,24
88,24
10,3
53,24
8,14
39,15
47,22
60,24
89,24
51,24
14,3
28,18
16,3
34,15
82,24
46,22
27,18
20,18
9,14
92,11
3,14
98,11
29,18
80,24
73,16
