inputName,size,a[size]
values_11,21,"{-1980057920294052945, -3570677957455536672, 8349773273592914717, -7275119956516354925, -2762075157866996993, -3282115644255406863, -4770114101190247870, -9203085729706693883, -9002527087369559824, 3686544878449651451, -4710702218777480084, 6763859788370456914, 3281600688737615737, -5624458018165136522, 2945773433754834014, -6027564133473469474, -1692793897557941022, -1747811088488716923, 6963107525921964211, -4290501443901916160, -5567092111296766476"
values_19,4,"{2694519621865252446, -3659660540151608046, -196866983742561291, -5348223868066801073"
values_12,30,"{7242443989215121212, -8458017591501074727, -4789771841514868945, 7619683620995293743, -7587047149227935389, -1907851956740283092, -2051454811998507962, 202226892285687117, 8563362033494948186, -1831902054480010519, -5246160909345291949, -8423218637095243903, -1906047410068059853, 1040980218046586006, 311768352054707003, 506916232306191885, -6673199366572996779, 1152278705544317043, 9155974026203956542, -1720773285672713816, 2117938670351450555, 1675364116650797618, -7707957832507109067, 229159665318902477, -2214377931055385576, 6709622585608576789, -2740291468281059135, -4757634485593058162, 8178446724195166753, -4438329777273300134"
values_38,12,"{-8718186217247120331, 5544030059727501856, -8380282730583496858, -2863815792332692398, -4061360263742920291, -6494254423035952747, 2228258550252694228, 8951509338675021841, -625213131721045946, 164261676148432038, -7750826291526674352, -877952404748728200"
values_81,27,"{4611448524475423374, 7785039732225129087, 3816708931294678903, -9078777220311142605, 4989511748097159009, 6384938852685668334, 4386587421135162317, -4344013575422855115, -9223172228083647072, 1279817037521794968, -6421103061258801613, 8553571397026773995, 3394575077406914878, -6223889240172907516, -1524026734042354856, -3754418471754252238, 962520770236292481, -6050679862689838539, 7932532962758306976, 1767216874223268650, -826899146038295411, 7599483099304309388, -6902624946479483889, -847448237068021159, 6220625397506810299, -2989082577077317772, 6251081361879769557"
values_5,4,"{-9160990963844753259, 1036728791880096017, 6088271708299651204, -9092488833352941852"
values_40,4,"{-2644528334547857651, 9165599147320731580, -5412022054296904376, -4151981512370019592"
values_70,26,"{-2106929551478992655, -1933813157283083455, 3882662612989101493, 629491534394616058, -3536576289334697931, -5936308805226827231, -1680951683677428960, -5798151753405759784, 7444397725930275399, 6349996921820910794, -6322964519700665739, -7136317782455809872, -2545523367545120127, -1695548360035938111, 7102103151942892675, 8640438218517780170, 6061982479185586366, -5136098746387419321, -8048822528538993470, 8382718005371987267, 3176047558093103755, 365489611477853489, -5019788725241485261, -4341763099918715679, -2400468236988842441, 7535803914210336180"
values_23,4,"{-6569678280479955860, 8628023636599883326, 8999370379852310048, -7844705951301556638"
values_72,25,"{4279499688259176661, -3877505416266658469, -8990444634312835090, 8176517428096793078, 3885399191496329923, 3518513742844460562, -1057160985213352478, -2068078558194091300, -372023284892599348, 8783958984842542151, 1747646812135096679, -4676214877109827630, -1014236451411853994, -5200562721562009291, -2004541802526551394, -885430361646355130, -1647217256902174729, 7149282052976174901, 5136184187890766129, 5375978775440360180, 5470901305914113734, -7062842050726758669, -5385545052480024132, 6879186937820897918, -4025036101226819588"
values_79,24,"{2336753501520276883, -1311885796824475822, 2533531590520245251, 404882537987119328, 2367149334614393180, 212655543238289549, -2878124133840183054, -557119741144352492, -7184070853553407016, 3184037146218582942, 1577483867478223687, 8399220445983385662, 7552176826434875885, 8858655167217298565, 7454520655147499534, 8328099260476711475, 3554714352174595766, 3657337128455710600, 509110819287227259, -3597715808465157705, -7901224112970228103, 1395283710667397424, 4501390500993588750, 4783241457936957410"
