inputName,size
11,11
19,15
12,13
38,24
81,8
5,32
40,19
70,24
23,5
72,20
79,18
78,11
87,11
6,12
68,29
69,10
1,21
45,32
33,30
15,12
93,24
24,22
25,2
26,8
48,5
71,3
76,19
7,22
50,32
22,32
4,28
32,22
77,28
91,22
42,26
13,28
41,27
55,30
31,25
66,8
65,16
62,29
21,30
95,20
84,31
58,15
64,13
83,16
94,17
0,15
99,11
96,25
67,27
61,9
43,4
2,4
54,26
30,14
59,22
85,8
74,10
90,6
18,9
52,3
44,9
17,30
36,8
49,24
86,19
37,24
56,3
63,12
35,9
97,25
75,7
57,24
88,6
10,13
53,10
8,3
39,26
47,8
60,6
89,3
51,16
14,20
28,32
16,13
34,28
82,25
46,20
27,10
20,21
9,13
92,3
3,5
98,29
29,4
80,32
73,12
