inputName,size,a[size]
values_11,6,"{1254097834560152609, 5386054856562838796, -7369274060915336013, 854519832004354622, 6021265081978841243, 6081317428244491229"
values_19,3,"{-3799040699532828212, 5549216442050863817, 8473093482870987991"
values_12,28,"{7537202413661661596, -4240696769902850587, 7522494758750860122, -608694944244975265, 562861306167487671, -7121510075814743877, -8707419279795741503, 1766970322776242339, 3585208760600210960, 2977634549023593359, 3206986826695986902, 7239408995435237826, -2718719249414730960, -2825183733853190200, 7003112400250437236, -7935866589876871936, -4605975495353432388, 2425157145257285261, -9118075559961783040, 2434236714063428559, 8970185936317986250, -7759231729960962046, 5827706500885613802, -3323810786279495399, -1155244777311559652, -6359521176849445804, 9077011867265805548, -3875297272507112597"
values_38,30,"{7490917139505067220, 8454443711392929377, 3580066976583055109, -2758861543317132794, 4778521039204262745, 3523684974279324988, -8803943324963495481, 4812304039155901113, -2167768551194655665, -6757470784831437303, 8935060733378483125, 1047947598593754626, 950659726642467191, -840246615040004411, -8540067574640017167, 3395574575257548655, -7542639160171568932, -7775730295291603912, -2848480314575834759, 7616778982585448395, 2065277818084039890, -6833707869319969140, -6327002503015490214, 7977484063600731937, 57548523008913280, 4509708049553807983, -2924930245447330775, -4154970781606948520, -4731353003592811553, 1410080213921641297"
values_81,32,"{5114821615720633908, 1573086580989854218, -3461299316656413754, -609428237086889419, -7096752190674451638, -6128185967263261627, 7152009385755354873, 8326700382091135978, 6948825373406941823, -3174125653126118454, 1893286720500748331, -64720213119668670, 8341027957813029968, -6430776183161055107, -5665454508736350959, 8871070767912888431, -6729478238138218776, 3413332187939387279, 782989585174241731, -9065018211808212740, 7785408314501209122, -3976747240120272243, 9003357378281504602, 5643068806016291823, 5413454507920363876, -1266444861463167417, 4792656678227464159, -189195950613662518, 4735252495106898863, 7881555241934204580, -8990186632047378456, -4556283811922799716"
values_5,28,"{-5436573695062019037, -4270996808729523438, 5206811946526170487, -2500046111621078619, -26309544945965592, -871225082073013078, 7310115489944025265, -5919991295813898028, -4659284395376854607, -2636820119367432973, 769775935569821120, -7659383490086381868, 3962749514843665731, 3278832073249019536, -5743699216325254482, -6494428531164861692, -1791834348552653063, -6344406342064998425, -926698385388002025, -3083961492890346019, -878212033036164005, -5850976673070618774, 6860427054617098058, -4391166563065820851, 2559028824025290853, -3160998097064575453, -3361111785740843776, 9093814537858549271"
values_40,28,"{-835046891631278632, -2474527526961453282, -8208070510653043800, -1082000288654193867, -3161387356912207114, -2638549202085339053, 4659447390210004142, -2641638172488931673, -5706114270448908773, -5842695778698528431, 7482023854568959144, 5825887119091225530, 8452726064498021100, 6217486807734064102, -5529225477576533127, -8297082826384179447, -811944293215265372, 4307199510516388139, -7930859298960226176, -1889386199728167827, -2016505230909481958, 6587207187543410415, 5280069638756960774, 5387461369359142651, -7134845086891545921, -6177834197438428305, 2001475564902456168, 5127555185093891625"
values_70,28,"{4570937435426351929, 4708977034078700784, 7525436562342744955, 8328432043003587374, 8748184924429966047, 316951312874791129, 4986907920209073710, -4501577446242964401, 1692689612296576492, -1511122247384509845, 8552827935067036910, 7007607707197553983, -8169101752915501002, -3779175838297700026, -5510044138129332475, 5168658967614275392, 6270390349429388056, -6318448142206912786, 7998698013117848651, -8510939390478639907, 1041602425531626422, 8080965920070696365, -5528014175211331599, -4940711490772560146, 8897677306071502679, -2028330826861518319, -7011635983115399139, -6348771936210295605"
values_23,13,"{2788263780729763966, -1023587453514394046, -1432073237574147105, -6233937085495050791, 159320325399579860, -2274011547845700728, -7425375253016449021, 7012654308761422307, 4674167286714545590, -8615307813651723501, -8492582878352490502, 58288826488080785, -5064356077757009367"
values_72,16,"{-95691655529582613, 6438929672165605881, 1486940764702798329, -7220926535639275910, -3227378553222076408, -3360262302777379606, 8795722346077033585, 8226667909423170125, 6168867827254340510, 1176060114057063726, -3526513820401506892, 6598090152465162074, -8778789137088915270, 4212449052098160708, -8627012054667907972, 7430915870355983893"
