inputName,size,a[size]
values_11,2,"{105, 39"
values_19,12,"{22, -102, -66, 114, -124, 42, 122, -13, -88, -99, 49, 94"
values_12,13,"{26, -51, -31, 76, -55, 17, 107, -60, 88, -4, 120, 34, -95"
values_38,27,"{-32, 53, -118, 91, -37, -113, 6, -75, -84, 34, -66, 78, 54, 12, -88, 101, -107, 90, 8, 85, -90, 99, 124, 70, 43, 94, -2"
values_81,20,"{-115, 20, -2, 78, 70, -11, -115, -97, 8, -36, -12, 96, -42, 2, 53, -122, 100, -120, 109, 115"
values_5,28,"{15, 109, -60, 13, -52, -82, -19, 35, -2, -63, 76, -81, 31, -82, 99, -48, -112, -10, 97, 50, 45, 89, 114, -127, -67, 52, 32, -58"
values_40,4,"{-77, 58, -126, 127"
values_70,11,"{-113, 115, -87, 104, -104, 13, -123, 8, -122, -125, -46"
values_23,7,"{-101, -4, 98, -56, -39, 126, -104"
values_72,18,"{-107, 9, -88, 116, -128, -64, 119, -14, 1, -66, 19, 69, 78, 84, -58, 18, -41, 93"
values_79,8,"{125, 82, -114, 103, 100, -12, 56, -108"
values_78,26,"{120, 20, -33, -2, 52, 65, 101, -14, 115, -53, -1, -63, 1, -24, -127, -116, 60, 6, -87, -43, 76, -75, -44, 4, 117, -6"
values_87,23,"{-33, 111, 90, -57, -36, 78, 53, 64, 102, -9, -86, -48, 15, 60, -42, 73, -95, 125, 109, -63, -43, 104, 80"
values_6,9,"{-118, 115, -31, -54, 52, -26, 20, 33, -120"
values_68,18,"{-29, 40, -11, -21, -103, 19, 58, -73, -93, -12, -24, -128, 57, 112, -38, -115, -16, 122"
values_69,24,"{52, 51, -116, -37, 40, 102, 43, 105, 46, 55, -37, 24, -18, 22, 106, -121, -122, 126, 4, 16, 103, 49, 18, -48"
values_1,22,"{-102, -94, 83, -89, -71, 29, 93, -29, -9, -6, 46, -41, 77, 99, 100, 23, -126, 124, -75, 104, 119, 103"
values_45,22,"{-21, 1, 79, -33, 63, 13, 16, -120, 60, 40, 13, -108, 56, 77, -85, 117, -17, 13, 14, 118, -126, -10"
values_33,24,"{23, -105, 72, -19, 67, 25, -116, -43, -32, -68, -102, -32, 65, 107, -87, 41, -80, 19, 110, 82, 46, -121, -53, 126"
values_15,18,"{-12, -114, 121, -1, 27, -40, -5, -85, 93, 118, -39, -121, -41, 115, -114, 70, 125, -37"
values_93,11,"{-17, 42, -30, 0, -81, 78, -122, -108, -68, 94, -7"
values_24,18,"{8, -56, 96, -108, -27, -63, 116, -54, 125, 85, -32, -15, -18, -115, 125, -35, -63, 26"
values_25,9,"{-57, -109, 63, 84, -105, -7, 45, -109, 127"
values_26,20,"{-94, -30, 60, -77, -109, -79, 99, -87, -52, 69, 13, 91, -112, -102, -18, 2, -25, -103, 27, -95"
values_48,10,"{126, 39, 45, 56, 117, -75, -95, -119, 115, 62"
values_71,21,"{126, -71, 60, 11, 61, -12, 106, 96, 18, 16, 115, 1, 98, -64, -80, -56, 66, -117, 122, 106, 45"
values_76,3,"{35, -11, 91"
values_7,12,"{73, -2, -87, -32, 92, -113, 93, 58, 111, -89, -29, -69"
values_50,9,"{-57, 79, -107, 117, -123, -123, -22, -109, -106"
values_22,32,"{79, -92, -46, 98, -64, 23, -90, 93, -101, -124, 19, -126, -68, 53, 82, -23, 60, -23, -93, -75, 93, 85, -98, -92, -17, -112, -38, -110, -66, 22, -75, -97"
values_4,11,"{107, -63, -90, 59, -68, 115, 110, -94, -37, 90, 26"
values_32,14,"{43, 35, -59, -36, -109, -123, -66, -24, 22, 0, 101, -72, 66, -89"
values_77,29,"{-33, 75, -63, -42, -66, 19, -127, 89, 118, -50, -106, 82, -41, 6, 77, -27, 70, 64, -96, -21, 114, 102, 62, -42, 81, 36, 53, -17, -39"
values_91,5,"{45, 4, -2, 11, -73"
values_42,25,"{-14, 18, -58, 95, 60, 79, -128, 16, 42, -101, -36, 50, -86, -122, -116, -56, 104, 62, 4, 79, -95, 97, 120, -107, -61"
values_13,2,"{-97, 112"
values_41,11,"{66, 65, -79, -22, -102, -107, -52, 25, -116, -65, 94"
values_55,19,"{-6, -96, 101, 13, 77, -75, -100, 47, 97, -48, -65, -47, -44, -50, -3, -116, -104, -6, 106"
values_31,21,"{62, 23, 69, 119, -52, -105, -3, -126, 16, 26, -58, 71, -76, -94, -101, -117, 84, 109, -96, -73, 104"
values_66,5,"{26, 88, -70, -73, 58"
values_65,9,"{-110, 119, -101, 41, 24, -92, 50, 70, -119"
values_62,6,"{-121, -13, -78, 38, -8, 34"
values_21,12,"{38, -126, 46, -27, -97, -8, 0, -39, -69, 0, 16, -81"
values_95,21,"{-40, -93, 78, 52, -124, 87, 116, 41, 41, 102, 114, -23, -107, 21, 76, 126, 59, 50, -36, -18, 9"
values_84,29,"{30, -114, 28, 66, -118, 4, -6, -34, -54, 106, 47, 15, -88, -70, 125, -28, -118, 110, 57, 124, 62, 48, 47, 109, 23, -35, 116, -127, 97"
