inputName,size,a[size]
values_11,15,"{2203541748585844713, 1420701765986406534, -780811467712717126, -4685178155062622590, -741144659336371669, 510020679770340661, 5669643408548144796, -6512816441187282819, -8186851331834660604, 2100613368247030125, -9052057826898565646, -7246655167268982858, -6269377901099804457, 4924312737794910161, -7960997910926022082"
values_19,29,"{8819789843858909764, -8154527713560686744, 2420097456134222240, 5528287797669184389, 1979158404639259626, 9096649706299868563, 2288215250791240170, -2734350067980386932, -941210755772717046, -4329737369833961522, 1716652038083722591, 3845125287306979387, -2152452755989913588, 5005299305085120578, -9177890540205481858, 2294490494568242426, -8408001887826462050, 7973967579771921834, 6182608239775080679, 5981658366571033471, -7057062631621683989, 2808819328575413966, -4159151208468196980, 6905430527091636391, 1879468262824453947, 736671573726467104, 3567664088515890587, 1215702343708451649, -2191829339156479257"
values_12,20,"{-5648399743705909937, -5273781852350860456, 6709958142641574858, -9166184025094648939, -1631004900955842412, 6975778824860667923, -456792797020573303, -3215642177048671000, -8862265271828538130, 3627864524777963543, -929241837286833282, 233873825678577321, -7450733130547290188, 113903869659798133, -8705099542033493155, 6862214576865236358, -2812545786013892404, 8558744785244631792, 7075129689930583289, 4873339660822747367"
values_38,23,"{-1123110941300252950, 8881908653174542857, 1990422507615277849, 4988034731304425113, -1184925895230265200, 4122024032228133757, 4381138279962089622, 1485296059343691145, 6933465881905764193, -4819162934333974241, 6978886728120960310, 1219778157832924855, -3838131499448960467, 7127807925412508289, -6981366836612992346, 141465274684381437, 2441091925893121373, -5113883325754444234, -1817642725280748120, -5445354059339131742, 1560154040248671772, -8671060678220322087, 2612751727282295166"
values_81,22,"{2273151620383698161, 8906751387350967931, 7976674384590347423, -5112091340836486860, -3002312896107165947, 8146369776176311382, -5323073403525883456, 6844064843450374921, -3693621865496657114, 7350602578921777437, 3136965111723178073, 6865171908907810225, 858513512771296048, -4752300881860084651, 6572591119061128084, -761973550103814245, -6141106803770216296, -6074314073396664155, 8415926781260966022, 8551006928254631688, -7896430500547769798, 6477971214827227405"
values_5,31,"{4251059465831879267, -909575055305073010, -6560320105660179416, 6834188252637521668, -8702199466826050475, -1747168100352271392, -6889410220472688004, 6881282223729823823, -375325325201925230, -6702463404446010575, 5344854047606959389, -132440022421197014, -5209068364401246894, 8380721186202121895, -3725821427494301171, -7721737039773893983, -7203947974005170556, 5304035769577290152, 7465245152825524633, 1034817044921630933, -1818730488741924860, -7348024718596230976, -7113101678336359160, -2238068585163307146, -1740595266112303202, 8653492953722809339, 3477439362520626537, 4407717730467661111, 7115339989418540801, -1028214218251481546, 8027078585405067405"
values_40,18,"{3874314269899925735, -7827273714885832817, -5379673772561519369, 3790951049520107735, 6019688428670222403, 6482128777374435841, -4892569875669043155, -1493087653670597287, -73028620981209608, 7248359325264842956, 278763466158315477, 4134135357291755813, -3595728195726737087, 2177122072047726601, -758415428024074839, 4717959889667055654, 5393053175494895139, 1428553334747227887"
values_70,6,"{-7916845980016115439, 215893783484374295, 3328811594662734634, 3787130341236111288, 6526901152131199839, 6574834445014833508"
values_23,4,"{-841228206279390869, -7505634786516623173, 7481509048055255686, -8070317073021772037"
values_72,15,"{803911018106224802, 5958375781318635464, -6144060507855260591, 171343359951268102, 8003923641046578974, -1642692273781376826, 1023859830933270507, 577069570579441320, 5016977159200189388, 8550503614590329395, 540731270591726515, -9185017508130188892, 2057603733270390434, 3089546373370624209, -3065930283842570610"
