inputName,key
11,-32201
19,4965
12,-6088
38,23887
81,-32201
5,20642
40,27280
70,27280
23,26992
72,-6088
79,4965
78,23887
87,-31387
6,-85
68,23887
69,4965
1,-32201
45,20642
33,26992
15,20642
93,26992
24,-21043
25,20642
26,-85
48,23887
71,-32201
76,-85
7,-31387
50,27280
22,-6088
4,-21043
32,-6088
77,-31387
91,-32201
42,-6088
13,26992
41,-32201
55,20642
31,-32201
66,-85
65,20642
62,-6088
21,-32201
95,20642
84,-21043
58,23887
64,-21043
83,26992
94,-21043
0,27280
99,4965
96,-85
67,-31387
61,-32201
43,26992
2,-6088
54,-21043
30,27280
59,4965
85,20642
74,-21043
90,27280
18,23887
52,-6088
44,-21043
17,-31387
36,-85
49,4965
86,-85
37,-31387
56,-85
63,26992
35,20642
97,-31387
75,20642
57,-31387
88,23887
10,27280
53,26992
8,23887
39,4965
47,-31387
60,27280
89,4965
51,-32201
14,-21043
28,23887
16,-85
34,-21043
82,-6088
46,-85
27,-31387
20,27280
9,4965
92,-6088
3,26992
98,23887
29,4965
80,27280
73,26992
