inputName,m,n
11,14078,15244
19,14078,21415
12,14078,22674
38,14866,11056
81,23158,15244
5,23078,6141
40,21840,5311
70,4436,5311
23,2171,14442
72,4436,22674
79,4436,21415
78,4436,11056
87,23158,22408
6,23078,5041
68,3352,11056
69,3352,21415
1,23078,15244
45,21840,6141
33,14866,14442
15,14078,6141
93,15465,14442
24,2171,3708
25,2171,6141
26,2171,5041
48,21840,11056
71,4436,15244
76,4436,5041
7,23078,22408
50,340,5311
22,2171,22674
4,23078,3708
32,14866,22674
77,4436,22408
91,15465,15244
42,21840,22674
13,14078,14442
41,21840,15244
55,340,6141
31,14866,15244
66,3352,5041
65,3352,6141
62,3352,22674
21,2171,15244
95,15465,6141
84,23158,3708
58,340,11056
64,3352,3708
83,23158,14442
94,15465,3708
0,23078,5311
99,15465,21415
96,15465,5041
67,3352,22408
61,3352,15244
43,21840,14442
2,23078,22674
54,340,3708
30,14866,5311
59,340,21415
85,23158,6141
74,4436,3708
90,15465,5311
18,14078,11056
52,340,22674
44,21840,3708
17,14078,22408
36,14866,5041
49,21840,21415
86,23158,5041
37,14866,22408
56,340,5041
63,3352,14442
35,14866,6141
97,15465,22408
75,4436,6141
57,340,22408
88,23158,11056
10,14078,5311
53,340,14442
8,23078,11056
39,14866,21415
47,21840,22408
60,3352,5311
89,23158,21415
51,340,15244
14,14078,3708
28,2171,11056
16,14078,5041
34,14866,3708
82,23158,22674
46,21840,5041
27,2171,22408
20,2171,5311
9,23078,21415
92,15465,22674
3,23078,14442
98,15465,11056
29,2171,21415
80,23158,5311
73,4436,14442
