inputName,n
11,9
19,9
12,9
38,7
81,18
5,26
40,19
70,26
23,30
72,26
79,26
78,26
87,18
6,26
68,27
69,27
1,26
45,19
33,7
15,9
93,23
24,30
25,30
26,30
48,19
71,26
76,26
7,26
50,29
22,30
4,26
32,7
77,26
91,23
42,19
13,9
41,19
55,29
31,7
66,27
65,27
62,27
21,30
95,23
84,18
58,29
64,27
83,18
94,23
0,26
99,23
96,23
67,27
61,27
43,19
2,26
54,29
30,7
59,29
85,18
74,26
90,23
18,9
52,29
44,19
17,9
36,7
49,19
86,18
37,7
56,29
63,27
35,7
97,23
75,26
57,29
88,18
10,9
53,29
8,26
39,7
47,19
60,27
89,18
51,29
14,9
28,30
16,9
34,7
82,18
46,19
27,30
20,30
9,26
92,23
3,26
98,23
29,30
80,18
73,26
