inputName,size,a[size][size]
values_11,9,"[[1380698372, -1096257596, 918345987, -141366999, -889939182, 1824398841, -437251605, 578573471, 1044247470],[-775723303, 1469774653, -1197498096, 164746502, -1623035619, 33482741, 581879050, -737521620, 2069576492],[-1665048135, -507153472, -1649214821, 1416954974, 1643146939, -1327757393, -1638830262, 1134677275, 50240798],[1891033680, -1122296734, -1846508783, -1600649694, -26092886, 1445575086, -1581488127, -1340786990, 257934475],[1087456455, 372585955, -1141919874, -1409119683, -1082097898, 623472326, -1355341520, 533851152, -797073472],[488387370, 632313653, 469566547, -44411432, -538378029, -1031203116, 1079812032, -894581184, -1320471679],[-1623971732, -1522545073, -1065766286, -2010186406, -98025888, -1105244373, 1906836908, 425542078, 1396813707],[1146321911, 2100942738, -2091717065, 705728276, 268481738, 1636061872, -1278500070, -983070524, 608051735],[1189630276, 2023583439, -559008941, -385574578, -1681227926, 662660419, -1470684115, -1743913708, 1132590642]]"
values_19,9,"[[112085193, 608325076, 719608767, -733247721, -271804195, -767971050, 992476173, 1593493886, -2000106404],[580465763, -638034332, 253165525, 1755560782, -386559185, 70975516, -616055624, -46101227, -930902984],[1589937493, -747501184, -913077661, -1119278512, 731901387, 1483654734, -1114370184, -254873781, -443448],[1260984699, 437753258, -1491504998, -52054068, -377935817, -1767468434, -714902674, -2050917590, -594245685],[326501107, -410275298, 482243492, -847875278, 2069361474, -1670597881, 1431955830, -1333362839, -1770480217],[-407857769, 1655535780, 902110487, 901161348, -112729947, -1146134946, 1875068046, 1304556714, -26611881],[238106648, -921973696, -1840996583, -155251422, 1997616832, -1411211937, 1589496182, -2105791936, 364695235],[1419624714, -862699424, 245647679, 1532716725, -1166745939, -197150363, -2100360262, -466277677, 574206098],[1553223574, 1737696533, 1864344094, 452124198, 1093650712, 1144321287, 819336309, -1086621536, -920360345]]"
values_12,20,"[[-66925199, -938840732, 1308365960, 1967243629, 215877799, 646130331, 919187374, 1405383926, -746081440, 449905823, -2071217338, 1704099751, -29646138, -905026007, -1965296137, -2094086161, 1541946941, -1002898782, -1653678602, -34448805],[-1908158138, 76627802, -677751247, -321852963, 1204156057, -36699994, -902973439, -1105557467, -161528473, -589128555, -697947813, -1912050293, -775884726, -172317863, -860325750, 139471407, -801960068, -735465488, -1769299844, -1206469845],[-108106041, 278311000, 186232591, -1554549368, -1254240551, 1730289845, -1797119021, -211772624, -96128314, 1512308495, 197856589, -504624574, -2064758501, 124973875, 85419260, 1687143692, 1592700190, -268875343, 1170083273, -79149040],[-763394378, 164943096, 975696712, 1544434695, 154619750, -1424964154, 1891641414, -1362974874, -1296173625, 2046530207, 1717542356, 1259670332, 275293049, 1028982697, -183660226, -2069005152, -1190189405, 1221955956, 1195215041, 150183896],[-314310571, -2042732493, -2079142040, 900760672, 1794905544, -1306240287, -1173082394, 1962526928, -179876214, 1592739376, 418687840, -1924792063, 555051242, -2031288664, 783790194, -34772195, 429545921, 988777383, -1710844862, 1060646355],[-1661176569, -885042814, -1025977722, -992828350, -565596251, 108124971, -162615936, -2029216571, 1793777408, -808041644, -1843140650, 152624838, 1297553447, 620892455, 449257858, -1141154308, 1702041155, -692491146, -701545730, -678522909],[1370823913, 1370692829, -845143194, 1534655785, 1278554040, 1837200995, -1113736539, 864143588, 1607067610, 1538350964, -845420236, 1381526470, 1203035238, 706434898, -1483266144, -291519586, -2071943210, 1480731293, -106569745, 372303099],[1069876722, 1256276558, -998371320, -143506026, -1999605333, 1390471889, 1521774759, 44937246, -1775325379, 702623635, 1620239233, -2076772993, -1215104879, 346924826, 701499913, -1607506450, 984120034, -414387574, 1919496466, 672649718],[504105039, 702308444, -43610114, 56671617, -1201045261, 1957947413, 1911770570, -1673670716, -2139652873, -1589791968, 384538003, 2010447477, 373771211, -1756756799, 1484484013, -941427565, -2131856207, 939293448, -1449526625, 164558705],[418994230, 742461222, -2124317389, -193396251, -3459557, -1351447819, 1169945571, 2107052693, -107859604, -1844947582, -748054443, 600942077, 937417644, -836950401, 550977633, -1977015696, -549537647, 783384227, 699242655, -1513846048],[-898916405, 35690988, -321106372, 1431421813, -1574675420, -254244524, -465817342, -1612329890, 1067492315, 412571284, 1072049521, -1649995952, -1997509208, -2098319140, 610205875, -1494700707, 1314904718, -856124118, -310899199, 692825025],[-975663147, -1732387969, -1130183034, -1722286571, -1097376333, -887723951, 2016306860, -1309574711, 1439915902, 948938369, 860199836, 942951924, -861997247, 710580748, 555138880, -1228962428, -309566008, 1443988307, 264163192, -1930200914],[380596934, 914190208, 513956201, 1439446894, -1067922254, -2082797348, 574946936, -548062843, -269091689, -2134792562, -1052083090, 1904342318, -736705959, 32898412, -1776726569, 1256429301, -716410440, 652258956, 1796714336, -794588252],[710416662, -899036226, -1676964127, 1770698650, -77218089, -1135363773, -687867743, 1910747583, -1582731217, 1450228397, -1976013381, -1808348858, 2007633645, -2054915298, 728698844, -1683297453, 1866217284, -480621951, 207045210, -651383556],[-1035482810, -1123311716, -1018013168, 1068042410, -101264633, 672983152, -1450194733, -2045737174, -312015195, 1649016003, 1343464606, -1644179127, 1186943023, -619898141, 1055333516, 282642956, -418009849, -1297876705, -534178484, 1688443059],[-114760131, -105580003, -1915202236, 97127808, 366743004, -1566303688, 1326183794, -199306448, 1515847250, 1285230824, -911405189, 694292465, -1730252382, -412815698, 1116701915, 207510276, 739188008, -1338826971, -938031849, -483261743],[-2146933243, -167148984, -763445512, 769004225, 634518240, -1251364922, -879645485, -358423673, 1544476809, 2146388282, 358123122, 1105677542, 1552532230, 689801486, -1715151466, 47879644, 1693187265, -986759374, -1208915355, -2068036891],[2108046184, -2105191627, 227532504, 110828297, -1733174651, 1033824908, -520867902, -1634694171, -868173848, -541103240, 765765457, 183325759, 633151281, 1834426405, -1258593531, 283720324, -1160135331, 301679422, -1570450942, 400998898],[-1719181103, -967492073, 330677631, 616871926, -259314456, -1878223397, 913837693, -154159011, -1846366313, -1994589503, 687710580, -1375763029, -1683595105, -1762763342, -1006677633, -1081560640, -1504004867, 454409427, 52415408, 1755952984],[1752520459, -957099925, -655024881, -1077751178, -677358175, 1763065897, -1905420623, 363650558, 1882263891, 1650722228, -1895632558, -802089169, -1687087174, -33658177, -1481232581, -1116079476, -1097349152, 1272524272, -513836190, -898237911]]"
values_38,15,"[[-1054939574, 203370266, -710039889, 360672719, -1340702348, -1024322772, -1862749081, -1980805233, 918306669, -1232010693, -1578681834, 1103087513, -942140840, 1408982414, 174842743],[1921140776, 1584355383, -1331183897, -2115887213, 1405165393, 69788189, 1130187651, 367891879, 2135707467, -1636625766, 595117531, 681893039, 1326326671, -853481998, 636534428],[-1278541649, -348163968, -337825072, 1872635872, -7478742, -2120767602, -1066000843, -1035726381, 155920945, 1859411084, 816325327, 1870567696, -1898245820, -770657903, -900471752],[-288453672, 1362502056, 703867843, -74466358, 1559278545, -323341779, -1456960213, 156315531, 1524248514, -1920733400, 374528846, -619712632, 2051645498, 262433685, -1322857670],[-939450926, 488941469, 1402693639, -1103505742, 195427112, -856022101, 1956233647, 1788680131, -336359550, -1994063482, 399753014, 1711609420, 734255160, 2004739156, -1623392391],[-1070861228, 1281129468, -2025664355, 1600174465, 689399133, -2079315947, 974119279, -1886559214, -234826208, -411501888, 1024338741, -489699655, 990990410, -1179957470, -1400064968],[-536174449, 1793210805, -2074053421, 938802978, 175053595, 82686525, -1264445394, -1518166725, -379390190, 1869473667, 1967005887, 1630390607, 824923659, 611818995, 1122834221],[-722340447, -1681491857, 60423424, 73213909, -1275546383, -1913139427, -547866411, 318883298, 552113529, -1464430709, 19227737, -1191002506, 354129653, 482789679, -1954199926],[-1528683126, 1655463061, -1223884309, -1862645989, 11553455, -26559711, 1365110434, -1873725430, 49773196, -14575381, -84422355, -1324127327, 1838264450, 1165805796, 1420998117],[1709812294, 1092366421, -600180728, -61502667, -413405647, 383518540, 788879169, -1832613322, -1630736651, 616061245, 1682282933, -1868459834, 321895449, -747554006, 1941794651],[-2093312043, 2021870472, 1045449225, -1298629853, -1859815110, -540442166, 1199500311, -64513691, -1429273755, -1036257731, 1420678441, -1065964354, -1927128688, 613501136, -717239831],[-421798988, 26341601, -287966311, -822592670, 459210720, -288852824, 199623991, 619720321, 64657460, 253650188, 1219376065, 1798700472, -760115626, -1852532272, 1281861501],[346004541, 1232086461, -1410184384, 1482034602, -1261512022, 1357571201, -396930720, 23258271, -1625525510, -619306308, -1078342226, 1860243647, -300471701, -1030995453, 552060275],[1195843056, 1719826105, -1198228959, -1601943214, -1776892433, 202500416, 1399944496, 1811648014, 1135174629, 1849125809, 1056290556, -463061096, -491821504, 829174679, -850077301],[1668068368, -305069728, 1800533650, 1541060483, 449178321, 826888631, -750336357, 31436788, -182974489, -54065728, 1553837302, -846240340, 1584082777, 1037009062, 1977802432]]"
values_81,12,"[[-43581804, 1500706918, -1681282498, 1815701637, -2131908558, 1770887585, -1083705576, 2105716931, -108576835, 1483618014, -835519667, -1032521613],[905021921, -214113370, 711827506, 2095558599, 752372494, -1599684856, 273900607, -1807550554, -546158334, -1182128706, -203234505, -2130096374],[-284044685, 760761459, -1011218804, 63165592, 2060491291, -348936014, 1333935400, -1827018634, -295645172, 1982704462, -472135629, 1301978718],[93563548, -1057545857, 191062843, -326431392, 579174159, -1133301000, 1607240487, 1499708747, 218630816, 5286576, 2045248753, 808048726],[-940641611, 1354880483, -1066858846, 403682710, 1672130606, 592796505, 190151124, 1876031952, -1337637587, -1283430286, 585344846, 598219223],[865861521, -183541327, -2030083142, 2069504132, -274189101, -1542878611, -1269628156, 807267765, 1493936307, 337416068, -1101523470, 312875382],[-110037067, -942594296, 2010078802, -1864626967, -659207564, -903889122, 446121803, -1517802704, 1919909509, 744703225, -712985020, 151116760],[-1528101610, 409750626, 1107252359, -1204409516, -1625701916, 932746067, 787944796, 847148121, -1498617178, 2108787276, -1723141248, 893868330],[216579682, -276271589, -283415687, -99590293, -1570415226, -1140920973, -2086532743, -1582179736, 1602642773, -1597976988, -511659364, 1252207444],[1502800712, -1130708781, -1120878629, 300376139, 384660782, -1165360838, 778707834, 1720979953, -597152498, -246756996, 1355829412, 280517199],[-1708689226, -1497135783, 1572585071, 1085618583, 664073992, 1070786616, -81483023, -628681536, 1016042053, -1576333094, 843482074, 1184383842],[143204748, -2061615447, -1361114338, 265434220, 1524152297, -281288676, 1817381906, -178508041, 1401705823, -206882234, -691471907, -2144455231]]"
values_5,12,"[[-2030706141, 1164022208, 1893050861, 487063243, -837125140, -1963790386, -1681504267, 642816081, 807187272, 430832164, -726425288, -945438532],[799116926, 460659354, -1361351364, 1802500474, 751425203, -163393738, -1014714546, 1866256582, -968091328, -2136859669, -1533015639, -1499875687],[333941595, 715014261, 235173026, -2106835326, -824491642, -1902313206, 966017269, -551241691, 842404018, -1158408186, 217533973, 100271784],[-210114590, 1171227674, 1997185298, 756700611, -1175552958, 1695117670, -345896833, -554267437, 710621331, 1221227627, -1570943704, 617590050],[1371611981, -1053362306, -1412038204, 1623272657, -461379685, 1726434251, -751667729, -1384962668, -60606825, 1738864085, -1108842419, -1646025476],[237630202, -1206013967, -1508742503, 71081823, -667620801, -2132118902, -302774740, -2030074667, -1515244558, -1283232830, 1762975184, -21769360],[-280350833, -1252436020, 44198551, 1986595291, -1507045932, 867194891, 244355539, -1419871466, 2142344146, 437191497, 555679106, -1065050569],[-1175677076, 1846454944, -404207325, -273582129, 1741555526, -1872474881, -1038218280, -1263131869, 1132581090, 304851119, 409969534, -1287429263],[-603782746, -1841087258, 1553191597, -518221684, -1438928986, 242189801, 1680762752, 1110827942, 1215126341, -922226119, 1361685040, -980263492],[-851884529, -1365682456, 1483697160, -1240051471, -1346305292, 1734855592, 1276826047, -485163823, 707255342, -2094641535, 129984680, -616497106],[1530604685, 496716629, 1191636697, 328826507, 384793742, -1495851330, 1215005393, -1368307384, -36003001, 463399577, -979881134, 976888131],[-92573231, 777931704, -135766341, -885710039, -2008431528, 476417430, 1591635637, -1314831983, 898430671, 2092610001, 1328180366, -1820864178]]"
values_40,18,"[[1639627383, 1072114562, -1878952267, 539956219, 1111404256, -2083993148, 1380645327, 860744756, 1564542945, -604933215, 784596358, 1735424812, -390641741, -1805106776, -631895009, -648242483, -1514921801, 1525452631],[-571218130, 455450384, -1629173574, -2036289021, 662486497, -928752015, 1872649203, 1573669989, 36501738, -1120900503, 1588009063, 1622097780, -814052860, 1601265367, 1907132415, 1512071786, -1397368943, -2008276230],[1944633563, -1689209445, 1518212582, 555556520, -300776894, 1610623003, -1379310111, 1324900635, 1525663748, 452475427, -713232697, 8115827, -167747475, 231240549, 1587781296, 928582008, -1025437315, 537960243],[255614041, 402205753, -1453368303, -1509254311, 993554041, -709688290, -747869980, -1644516709, -2121183971, 1918085724, -1545785276, -271750635, 1894275214, 2139044807, -1098795408, -540521539, 1869666194, -433498091],[-1056338545, -506032842, 1249416833, 1288985782, -990278137, 1369359021, 964277551, -523169625, 15303953, -636357887, -1903421781, 231109582, -2140516669, -416223727, 847661868, -1478991069, -529786453, -44339868],[833032425, 913257312, 1894094493, -1958512181, -1229855757, -830595554, 1243212497, 266950311, 244524566, 319150294, -408106554, 2026646088, -987588505, -482607067, 1459309069, 1843561351, -1120150230, -2078256175],[-1090446765, 1675883321, -1742965725, -373245324, 1484980929, 1132992018, -1821846696, -2000426850, -823923826, 2075319623, -834546850, 206465522, 2074917194, -598887020, 389488339, 133111973, -2039426447, -72749200],[-2020065083, 1483137612, -602375131, -1114004420, 1521958114, 1041468520, 1821642289, 1724103030, -1757983134, 71381639, -513473, 192737723, -2065662460, -551665584, 2127997563, 828299997, 2143011981, 1362381324],[1240360203, -1420019265, 677871638, 1872477517, 2036051288, -680556800, -737013890, -435007645, -1614031599, 1285142142, -1490229936, 1557046605, 1708685872, -660049571, -110669023, -973938442, 1561932567, -2068494970],[-940053861, -2056764099, -1348417823, 901804446, 815257856, -1071531144, -218795312, -1851878195, 1437795513, 1577787156, 1976102441, 2088162177, 1457068504, -523654528, -1761531160, -65494488, 2049990874, 750114545],[-1865594987, 1192704322, 1630876557, -1038774533, 2009565983, 1632841336, -2126777929, 575582891, 1416480305, -563718105, -1340621854, -912366506, 1547130161, -1281711626, -296035806, -1501465037, -816881884, -895306726],[97384406, -487852056, 798801912, 1801509950, 1100074848, 1860838224, -116430117, 615971622, -1666937492, -720467151, 899685621, -1024383146, 857206254, 964236848, -948546387, 1909742756, 1314058378, 1814077201],[-896321707, -1141829214, 2003236030, -583744019, -1361566386, 360421051, 1398976971, 675975453, -1130672875, 1282179612, -1106050981, 1689942440, -1620341537, 2047825172, 1952481408, -102845476, 2032505132, 1404408946],[-412371525, 726743434, 2059018282, 1505782679, 1405975835, -1924735045, -1332992715, -1070574242, 666136072, -1387154564, 1550919477, -480965112, 646791736, -1300515988, 1452463689, -1627397406, -1504957870, -142805080],[-985457085, 18290329, -754998591, -952011864, -1992083834, -351658424, 1109186045, -1257405234, -42556460, 911555341, 272036753, 502299514, 2140050473, -1999744591, 893547106, 2036166582, 1841365042, -1961399631],[1574489760, 1170209090, -1554499361, -1395989695, 1125781467, 2145970718, 1259418428, -1471725382, 1292184414, 736178911, 1218628127, -675914566, 2044937083, -590094432, -2047576030, -1069673980, 2095174464, 86132480],[1751611517, 393410166, 797413592, 1608856707, 2094843530, -150200899, 866423793, 1186803109, 1239041988, 670603502, 1605975414, 631971607, -157701412, -783047758, 201146272, 1214125912, -1651934004, -1466468689],[702207130, 169847799, 831129509, -1549786314, -1013647417, 947309638, -1435434123, -1611938173, 1361898163, -17439439, -447834801, -416709802, 1728542365, -979359015, 1272396661, 312771934, 711903374, -1575031965]]"
values_70,13,"[[-2003750669, -1155114412, 1293123533, -719170734, 270048150, -1226120056, 935725839, -1523412478, 1610272394, 341842930, 1671188918, 2127668038, -723526749],[1794507575, -117982454, -1282309620, 193948935, -637501077, -1060853725, 810392954, -666585655, 1341128325, -1809507777, -1368701297, 1954641505, -470575130],[-1700983565, 348430586, -430427371, -1431557017, 304214931, -374674583, 33128273, 1991713185, -363687702, -428057962, -1322877388, 1379254485, 826693914],[1557215258, 208549906, 269509590, -661775378, 171127539, -1296551918, -1197474830, 1307119676, -1346866135, 1842448391, 223380235, 682309105, -1373829590],[-229417916, -1303127847, -1750678011, 1375768067, -1829905536, -347499901, 782296320, 1676849843, -1577642248, 1520370180, 1973878718, -901220912, 2074819852],[-989571266, -342099202, -1584852686, -1754199611, -57812147, -738755329, -1378696461, 1449635463, -1848778903, -813600197, -1245294420, -1717108562, -784055615],[1602737859, 788624878, 1556517672, -873702788, -872734680, -199705691, -822105613, -2083561129, -54030455, -187808897, -411204838, -1809055217, -1443465115],[648205200, -2045602350, -193821007, 1219777464, 1175653241, -339513838, -2080766805, -1622544862, -732335901, 801857897, -1388445982, 569524832, -827584845],[355618472, -1552730193, 1005025523, 795387055, -1465334399, -479752928, -600471718, 1660464070, -503886073, -253618113, -419031794, -29130780, -1408891857],[-1806004509, 385507461, 1217986046, -1109514898, -659967207, 1535754383, -167102365, 156107106, 2143249315, 1384403402, -374695245, -1405551647, 1438757277],[-1461170562, -1124774264, 1786888929, -1366691849, -1675784703, 11541507, 8847506, -139326235, 1501157945, 1946816643, -302908099, -1157084461, -1735775313],[-189913900, -1926321001, -1542588697, -1723634234, -729262713, -2036797097, -2074749301, -1027442161, -1286604362, 1660616315, -798014854, 1254638644, 520312450],[642306933, 1378606864, -2040217806, 398336153, -1807949270, -240734750, -473018630, -1168241111, 202007132, 649737463, 908538558, -1447702531, 339280465]]"
values_23,19,"[[-754193886, 942611909, -1518135168, -1383963014, 2030351591, 301317565, -2119421850, 545312664, 1942307204, 947231391, 1678700846, 2037816361, -2045130011, -211963112, 1706228351, 1213993795, -246444564, 1863320915, 1815608743],[1965449202, 244747257, -1583015238, 1516402779, 771613189, -1906941806, 2129807230, 1284972142, 676115551, -757552177, 531122399, -1551770716, 1053894292, 1748311396, -1243317319, 966873936, 1346991079, -972459603, 1438272420],[-555772578, -942229005, 1975727704, -1134117208, -335819947, -904349825, -1107002073, -1639492422, 250001169, -718674873, 1328505072, -1321408061, -320832716, -1415577630, -1727364744, 283838925, 1116183025, -59079407, 2034266503],[-1943205856, 702394042, 863249746, -841483161, 648376481, -126480822, -752121728, -1326255259, -1546525452, -162863370, 866962547, 1390116331, -1584108243, -1464059121, 1042862173, -127199318, -1496522116, 1755320970, 2111947738],[-131346616, 1049810657, 348732411, 2102043393, -1018562716, -36457864, -1632060503, 1686615491, 1748318747, 573857873, -1210735184, 2134758635, -2030936989, 1423215306, -421136871, -148367238, -1056610825, 1953804410, -67903963],[1071925418, -829844033, 919193577, 1341844235, -1125622441, 190886451, -2138831934, 896583974, -289637577, 1738827193, 1132227845, 2034301568, 555102481, -350728337, -1878420132, -761181889, 1967900891, 1318719445, 738550559],[1945258163, 196814240, -693029488, -2027813434, -149054303, -472703893, 2019915997, -661336869, -1862898115, 648715537, 920382690, -1978769251, 1929115270, 1487610118, 397736223, 40312174, -1941302993, -1415531288, -575252081],[1355341576, 672474470, 496567834, 1640287485, 203941028, -24384432, 1402057347, -474178831, 483774799, 1345430625, -571800961, 102563106, 889532394, 367153904, 689843387, 1191458914, 1101624987, 386867525, -419859326],[1764896964, 1841249958, -1302071706, 757187857, -925734430, 1958456548, 1187346175, -1647504695, -689114289, -555812952, 1842840414, -426891022, -1295545161, -2051071807, -316122541, -1468899325, 853461952, 467706516, -1377060797],[197599806, -1832101760, 691215611, 396918054, -2106324478, 1553042831, -445861002, -493834022, -7070218, 112394833, 1145433241, 1877558010, 857211469, -1973608440, 1130168957, 1319061054, 1649485897, 89702935, -743831237],[868039418, -1639489658, -897818062, 1484855084, 1003544830, -2075059941, 1123743861, -387237314, 828625104, 1995753886, -722518478, -1209054966, 1925760342, 662242114, -1281198550, -1361050612, -467997799, -1735432042, 1674902171],[-314101999, -2029613992, -1655544081, 809149334, 1913909117, -1031553789, -1888825072, 427932406, -2006742597, -1842137273, -1038242520, -1413230337, 616772975, 418520427, 2027371386, 1813376336, 2069112468, 2119184877, 65324315],[1312056510, 619693204, 932167786, -1378878881, -929507331, -804739896, 1988199295, -923791313, -1687947917, -685079297, -772314115, -1779857430, -1051826540, 2082909429, 1805603944, 25399136, -2020540865, 1543675804, -1586440425],[-881731164, 1304724520, 568811305, -822786967, -1592357202, -1414884423, -342176237, -639980746, -424687386, -860630800, -771254321, -1474777012, -54695026, -653412758, -819091102, -2014546746, 559461089, -442410468, 490538513],[-803632575, -360421820, 398700117, 735248247, -539817442, -220927592, -1553627465, -1537115727, 1408027407, 1183440042, 114372723, -569616965, -31210060, 1051880620, 1560129494, 1698078695, 2107288101, 90843517, 722067634],[1659062923, 1668151460, -128498464, -1818349364, 1978159922, -1801511194, -921335641, -1423742899, -782840836, -496354086, 589834828, -431940567, 655879095, 1025298568, 1826721763, 1194058117, 906715166, 880353971, 2078450395],[1080251278, -1893811389, -365426644, -1500390197, -1651463968, -163029960, 848192311, -462528286, 1741249348, 979643410, -723286768, -1222541539, -791562253, 1384581730, -2103193588, -835946601, 1809000264, 624823291, -1346391164],[-257211622, 258425183, -1528355640, -1801551415, 1185950076, -714341062, 548791237, -434855752, -1541549738, 1895750338, -1075358303, 2071127285, 86405180, -1428304907, 670384416, -821408928, 380275265, 241231264, 1848836426],[-1301475810, -798304233, -564601522, 985346490, 644906562, -349437740, -403538148, -758362505, -854029087, -1310105543, -200474950, -619321558, -1787128233, 734156612, 2013380588, 468345868, 391681821, -950018823, -1643259457]]"
values_72,4,"[[-657903059, -589579654, 492431218, -1925498466],[-1300195178, -2081816718, 1973847187, -2122635186],[930284805, -1834088592, -1674633045, 788234930],[1791802599, 916565431, -837786389, 1428667558]]"
