inputName,size,goal,a[size][size]
values_11,9,163,"[[1704173601, 1827583354, -1068434023, -1123131538, -184387305, -1495112151, 681480685, 1862431029, -1373909435],[-1475697913, 730989354, 793034470, 936048037, 520416740, 831496830, -827928608, -1803318241, -1972142888],[271686379, -1439863336, -514477075, -1913576097, -1931236702, 255162268, -2017063347, -1693056293, -163910433],[-95822024, -1998514537, 1782582327, 414378960, -452366321, 164457116, 1122657141, 1718869552, -1433739669],[1309524535, 63423812, 1583817363, -430573673, -452954271, 1533324088, 882332919, -710643930, -1598764384],[72124069, -484103337, -176474118, 1354285882, 643683377, -1097008393, -800415477, 1277822175, 2093773998],[-533974671, -131923311, -95960977, 2088560215, 516360660, 454708468, -1537137448, -717640735, -414190779],[-696811460, 1770944345, 1856330214, -1614069403, 1532068284, 1703353939, 1654269652, -1557738023, 290600927],[-965460027, -1670166370, -939651081, 1524454144, -844256243, 1230788548, 1360240397, -961656916, 1373309008]]"
values_19,9,16,"[[-1830294954, 1388894709, -1837590219, 303501073, -732142702, -1069901833, 897273292, -1836679688, -1676032406],[1372168640, 839876801, 1245791367, -1340724051, 188269104, -355578549, -1590655616, -58515891, -866709234],[-69716268, 548369460, -69386150, 1157941698, -253292925, 1902320038, -1982465332, 1451280375, -401453695],[1692068656, 78381585, -1608820425, -1318755761, -649997218, 512845690, -1223299027, 685614058, -2106961342],[-1193264924, -1168536641, 1509694930, 721686780, 495799842, -232600861, -864105261, 1342890103, -892277129],[-1345693407, -530466175, 1541893613, -2050942677, -15301440, -1481121506, -696813938, -2034984862, 790423053],[2130471743, 1886337424, 1140995001, 1960253095, 681300416, 1341309981, -1407219924, -1544176433, 1315466572],[1343938434, -1571566353, -2138331113, -365482267, -904268830, -1056747868, -794614689, -986328561, -150501944],[286787493, -415716643, -173174378, 1003514377, 1100586059, 2080836750, 1477499361, -1977611136, 405648699]]"
values_12,9,81,"[[1404554674, -1413633157, 231354699, -1042140693, -1535262512, -1150676977, 107693834, 527834385, -1886620366],[891271654, 365874371, -1061016549, -937895943, 1808736066, -173469957, -416433740, -2141876947, 1400322895],[755381369, 2145571600, 1922101498, -1202288453, 1886642507, 2018138597, 364708679, -574011959, 324642176],[-243704004, 94256262, -1985248328, 992918571, -112688553, -1760293603, 1283915418, 895252206, -831295354],[-1442609728, 320100736, 1069976691, 444698913, 1323029123, 311799822, -832000417, 1914257747, 288550843],[1543334647, 261344252, 942573191, 820645959, 52681725, -2122112256, -1683797352, -156776416, 557974856],[-1000667678, -22162866, 556932105, 1635511200, -916296747, 1996131001, 564550242, -363220636, 1208731245],[-1564415772, -367453748, -105997592, -296810084, 692344019, -486234613, -1945931400, -1064363714, -1497750419],[-1671730385, -1460502886, 1537639374, -1593930405, -1508965837, -1045449472, 415425644, 962066316, -692146578]]"
values_38,4,55,"[[1062574970, -1143181664, -975706070, -1151377487],[-1267951335, 806596311, 1771201982, 694387181],[-1069999908, -108141731, -1167632345, 324537775],[-62636302, 1497420971, -1391953906, -413736723]]"
values_81,20,163,"[[1243045312, -1194164804, -988692995, -1906226058, -822099580, 405227464, 2142783658, -2016987590, -1610280464, -1581705005, 869387433, -1616359652, -1836112819, -1416012046, -167061774, -2003870810, -743364107, 1632551391, 1827883785, -112052402],[-322296628, 1093885581, -193092475, 268108764, -647600900, -818625793, -1988722475, 1016958991, -1082615561, 1169923325, 1914494586, -1356274386, 2007616292, -1303861472, -964565194, -532507711, -2037563774, 1487752980, -1522273219, 2036090695],[677864158, -264188665, -2069634562, -1980344820, 1347697320, 2060200933, 1407995436, -127261726, -1461536624, 2074046423, -1346781542, 729385229, -1633728710, -2141878265, -1968549743, 1852760710, 1187846892, 1427909417, -1174742355, -1285082029],[485752336, -1914068748, -929496525, -640647324, 292437968, -448471357, 209274452, -1614319485, 103167147, 632181504, 511395896, -2047294453, -1848353812, -2111918445, 329664914, -1454030143, 10795143, 1625966248, 58304724, 1785079724],[-1338072699, -2019902438, -2108358983, 1995732589, 1134209520, 1173486834, -1434058745, 1442010051, -1188729100, 1984309759, 602023640, -934660491, 1023310022, -933349226, -1813276323, 861836515, 1079737873, 1178110784, 639085734, 1955574993],[-30512437, 1955485406, -1305742177, -1883065870, -1633378122, -791133806, 978729048, -1067803874, 1517993649, 6368787, -1327805091, 1975732739, 1580724068, -1548483759, 1205745705, 1597815405, 1488940112, 1489726157, -1223492716, 240548739],[-1837864976, 1332000447, 1752185959, -272483218, 759984684, 1463397034, -1949333493, -615047773, -120432338, 2111595463, -766977372, -1250735504, -500791210, 1504132905, 780655559, -1237684238, -2017862553, 1014080103, 247493454, 317894713],[-1035181300, 4030540, -421836462, -2031424101, 486307650, -836093935, -1572444628, -531417349, 1615952475, -2062176050, 469894019, -709817701, 179362027, 721537165, 509326456, 1270549437, -1659743790, 545813671, 1522553123, 945936091],[-2132244891, 728598305, 1027932283, 603354369, 851628675, -1605317866, -693513027, -2128408487, -337170858, 1006419093, -519286930, -794499426, -27420098, -1959928746, -1788683167, 1211432662, 1257489226, 471546120, -69688648, -2039183869],[-1713638360, 1091692892, 793882846, -843182821, -289180789, 1424481802, 1479281431, 2095163703, 77280374, -1582628059, -1745617589, 332056704, 192629035, -1850573875, 319101801, -362003541, 30385217, -715257975, 727425943, 1544075893],[1202085042, 1270805610, -2114658542, 501279160, 224167440, -727566144, 352015087, 2110846672, 1312765038, -591909915, 778469631, 1415400261, 573769824, 1279852210, -54196308, 586502728, -2059077627, -1351315295, -504520402, 1524912467],[1633722768, -125784066, 789466963, 1102256754, 140872443, -2037578630, -229297912, -366442248, -1470671989, -150200334, -9815095, 1091757607, 139697587, 1112529479, 214753762, 627809228, 2125834128, -503555655, 1483488053, -1097062535],[-380153600, 195697229, 1194810529, 1065152463, -1525357762, -768088482, -182264835, 1838125187, -1239368516, -2113728627, 255778314, -1880135574, -96737703, -1425871071, -1122621378, -1957350114, 1186406927, 838007211, -1842890673, 1593739267],[-285608070, 388189150, 329901387, -1115391984, 226599443, -5743676, 1077350079, 1480410027, -1233309576, 923517943, -529945148, 1592926463, 1103520598, 2046450710, 929269382, -1611830619, 830833579, -1599560607, 891727867, -511646050],[-1719967241, 1925192080, 502314222, 39824047, -497493851, 1742079882, 725514168, -1289379217, -1989988518, -1140045538, -2051504780, 1269118900, 190515956, -602267988, 1486751746, 629588250, -1607722344, 2056560342, -1789284101, 1862550903],[-819595679, 436419, 1194362467, 1046527218, 1332813721, -2076132670, -1385249233, -296806537, 1785780998, 1823336793, -1831934289, 736702553, 2020893250, 17851440, 1972257330, 133192654, -790188074, -1142312528, -887819435, -1373927743],[519603821, -1165002548, -1441162632, 2134401747, -1827954394, 1405981543, 140549968, 96292850, 1411779330, -1005809286, 1484851266, 2042596791, 157429253, 2142733174, -1393906628, -1537833090, -1854373406, -134151856, -49454628, 108237488],[713645814, 545270428, -1539286171, 1576505862, 1716744266, -730785616, 1398730488, 91380976, -2037851294, 1553227407, 430825894, 360148477, 1295053378, -346729923, 1600495186, -486652829, 244422674, 1028171635, -1840402337, 1497171631],[-1011136625, -284180979, -537261300, 770732853, 969646825, -634523378, -55851917, -2142290051, 135814814, 1144942758, -1628146756, 551223326, -1214576775, 1855815818, -571982095, 957297398, 2059772285, -566124570, -561309464, 28969884],[1256230467, 736231118, 1415322757, -371630014, -1217810669, -1874437723, 123777880, 1982293848, 1639052259, -1991126909, 620631302, 1876168819, 5357478, 1220356392, 913840913, -1391638146, 1462090605, -1696611527, 389150542, -1443252650]]"
values_5,4,60,"[[-10159195, -195701938, 566983743, -177205605],[189291446, 421687209, 1621694737, 2134200639],[-152202166, -514048879, -215446763, -1423205919],[624209257, -1265764815, 1282471783, -934082842]]"
values_40,7,215,"[[-1311570818, 804101490, 1818585919, 654163854, 652300581, -734531441, 1725649293],[770917740, 690145571, 1655793257, -231892174, 665472209, 1530619732, 1403767517],[356113805, -1472446859, 608825693, 712735925, 2074584760, -1819746160, 740647897],[1288350881, 225876569, 1982611092, -1971365028, 218476257, 1816888126, 386102287],[147082556, -2070288248, 449531867, 445641093, -1469745422, -1900531293, 468288890],[1947674201, -398865913, 668848238, -403869694, 1526200450, -1572421154, -1819867596],[-1521698054, -288659186, -2140089885, 900596086, 1241420861, -1336934805, -686477523]]"
values_70,9,215,"[[-1126819693, -1976860148, -463077249, -647286473, 243020873, -2014304517, 884958161, 78456709, -5129525],[-1511653420, -708612607, 929097809, -986710229, 1362936179, 1329406997, -407570725, 1308508222, -1116645369],[368926470, -1444363416, -973679828, 1194247259, -2005352493, 1068388836, -624076134, 933870479, 1725687987],[2116733206, -1251494669, -389586957, -1849653675, 1819846458, 249178617, -376922620, -1324393231, 95570844],[-1298933003, 1673124030, 375069914, 847272112, 12322224, 1343779980, -115537449, -474673636, -526839769],[-498144269, 1147652147, 1185796456, -1577867797, 184733099, 946179728, 852287368, -1894699772, 25443154],[1130539728, -1640945005, -597154103, -266531514, -1403194192, 334778306, -15632626, 963360280, -1725971503],[-1896310783, -2053055184, 1296275829, 157274473, 2004770010, -292778022, 2068633953, 1542009484, -916231791],[294731057, 1010674947, 1735728759, 1313264201, -1419232490, -553339357, -1501495576, -1258853115, -291154361]]"
values_23,8,103,"[[-1148347939, -1750603540, 2066423151, 1243000445, -1693027507, -1854283118, 1259675760, -1518971759],[-1019690944, -1243265064, -816295216, 1228295698, -340954081, -500599955, 1196160420, -1576377056],[-494416962, 825513634, -258844326, 1582257172, -997308817, 2093165967, 979625321, -357372107],[-236946408, -1560876728, 1946330827, -1688136366, 835373354, -1648996757, 1175755861, -1667594680],[-1114453116, -1397591388, 395321293, 821179328, -709219667, -1951761765, -1228100714, -2070348084],[447299, 769054770, -1550987866, -55042371, 1268593508, 779125975, 539690335, 23293964],[-1465147926, -796575942, -137999147, 1542151038, -105921114, 682355823, -837473325, -1902935147],[-586149539, -420432682, -439156955, 1547338259, 2047540213, -1716894484, -1357442313, 999269682]]"
values_72,9,81,"[[1089504364, 2072840530, 1461200370, 583058949, 1142787011, 1569954706, 1520540736, 1213502640, -1995033582],[-1531288613, -1940988267, 1114669016, 1980198261, 167869893, -1984864834, 725800319, 760877486, 1284324822],[-1664831344, -429001725, 539344916, 1156779652, 1188691220, 740940371, -2057059018, -160019923, 1369465437],[1563899525, 1530923560, 685888920, 1341337398, -454957940, 1216279838, 1393158669, 1802632938, 1694030791],[-745529748, 1898557036, 1782611369, 1753210281, -1920009211, 549035944, -244968452, -643305351, -403238797],[-1945469912, -2041564845, -1604866270, 447772912, 1171264003, 915851635, 68384190, -148730557, 1775774727],[637285960, -1946071568, -1956685277, -2017043613, 150739037, -40898743, -2044584778, 1868431457, 242118236],[-458522430, 1660203477, 927629031, 1106951912, 324914558, -882921298, 960350243, 1223727855, 771101065],[-747683690, -2041622005, 1214694987, 20704203, -1323334992, -1413192852, -1185125389, -282057715, -4339179]]"
