inputName,size
11,11
19,9
12,26
38,18
81,29
5,7
40,3
70,12
23,4
72,13
79,22
78,19
87,20
6,6
68,19
69,7
1,9
45,29
33,30
15,32
93,9
24,10
25,23
26,31
48,2
71,22
76,16
7,31
50,26
22,9
4,4
32,17
77,18
91,8
42,11
13,23
41,31
55,24
31,21
66,2
65,9
62,27
21,31
95,28
84,26
58,13
64,31
83,15
94,32
0,32
99,15
96,7
67,10
61,10
43,22
2,20
54,8
30,23
59,23
85,21
74,12
90,17
18,10
52,19
44,5
17,3
36,25
49,18
86,7
37,10
56,8
63,15
35,18
97,3
75,14
57,25
88,9
10,20
53,3
8,24
39,29
47,17
60,16
89,16
51,28
14,22
28,32
16,17
34,28
82,8
46,8
27,27
20,23
9,21
92,9
3,8
98,10
29,27
80,12
73,7
