inputName,m,n
11,1437749214608355246,821521560043141449
19,1437749214608355246,1649345225707518491
12,1437749214608355246,3407281856991101132
38,6893580248167852573,1314296462963784297
81,152222101924936387,821521560043141449
5,671815586633344415,8738207603207345841
40,6367589930695641810,5121231064233687940
70,1259418030315749651,5121231064233687940
23,2187650731791007480,6830326140191135940
72,1259418030315749651,3407281856991101132
79,1259418030315749651,1649345225707518491
78,1259418030315749651,1314296462963784297
87,152222101924936387,2486943508064186542
6,671815586633344415,2076741027443249988
68,5984553803904046193,1314296462963784297
69,5984553803904046193,1649345225707518491
1,671815586633344415,821521560043141449
45,6367589930695641810,8738207603207345841
33,6893580248167852573,6830326140191135940
15,1437749214608355246,8738207603207345841
93,2291201160498022253,6830326140191135940
24,2187650731791007480,4619438631078763567
25,2187650731791007480,8738207603207345841
26,2187650731791007480,2076741027443249988
48,6367589930695641810,1314296462963784297
71,1259418030315749651,821521560043141449
76,1259418030315749651,2076741027443249988
7,671815586633344415,2486943508064186542
50,1669973487049558843,5121231064233687940
22,2187650731791007480,3407281856991101132
4,671815586633344415,4619438631078763567
32,6893580248167852573,3407281856991101132
77,1259418030315749651,2486943508064186542
91,2291201160498022253,821521560043141449
42,6367589930695641810,3407281856991101132
13,1437749214608355246,6830326140191135940
41,6367589930695641810,821521560043141449
55,1669973487049558843,8738207603207345841
31,6893580248167852573,821521560043141449
66,5984553803904046193,2076741027443249988
65,5984553803904046193,8738207603207345841
62,5984553803904046193,3407281856991101132
21,2187650731791007480,821521560043141449
95,2291201160498022253,8738207603207345841
84,152222101924936387,4619438631078763567
58,1669973487049558843,1314296462963784297
64,5984553803904046193,4619438631078763567
83,152222101924936387,6830326140191135940
94,2291201160498022253,4619438631078763567
0,671815586633344415,5121231064233687940
99,2291201160498022253,1649345225707518491
96,2291201160498022253,2076741027443249988
67,5984553803904046193,2486943508064186542
61,5984553803904046193,821521560043141449
43,6367589930695641810,6830326140191135940
2,671815586633344415,3407281856991101132
54,1669973487049558843,4619438631078763567
30,6893580248167852573,5121231064233687940
59,1669973487049558843,1649345225707518491
85,152222101924936387,8738207603207345841
74,1259418030315749651,4619438631078763567
90,2291201160498022253,5121231064233687940
18,1437749214608355246,1314296462963784297
52,1669973487049558843,3407281856991101132
44,6367589930695641810,4619438631078763567
17,1437749214608355246,2486943508064186542
36,6893580248167852573,2076741027443249988
49,6367589930695641810,1649345225707518491
86,152222101924936387,2076741027443249988
37,6893580248167852573,2486943508064186542
56,1669973487049558843,2076741027443249988
63,5984553803904046193,6830326140191135940
35,6893580248167852573,8738207603207345841
97,2291201160498022253,2486943508064186542
75,1259418030315749651,8738207603207345841
57,1669973487049558843,2486943508064186542
88,152222101924936387,1314296462963784297
10,1437749214608355246,5121231064233687940
53,1669973487049558843,6830326140191135940
8,671815586633344415,1314296462963784297
39,6893580248167852573,1649345225707518491
47,6367589930695641810,2486943508064186542
60,5984553803904046193,5121231064233687940
89,152222101924936387,1649345225707518491
51,1669973487049558843,821521560043141449
14,1437749214608355246,4619438631078763567
28,2187650731791007480,1314296462963784297
16,1437749214608355246,2076741027443249988
34,6893580248167852573,4619438631078763567
82,152222101924936387,3407281856991101132
46,6367589930695641810,2076741027443249988
27,2187650731791007480,2486943508064186542
20,2187650731791007480,5121231064233687940
9,671815586633344415,1649345225707518491
92,2291201160498022253,3407281856991101132
3,671815586633344415,6830326140191135940
98,2291201160498022253,1314296462963784297
29,2187650731791007480,1649345225707518491
80,152222101924936387,5121231064233687940
73,1259418030315749651,6830326140191135940
