inputName,n
11,27
19,27
12,27
38,31
81,5
5,11
40,3
70,16
23,17
72,16
79,16
78,16
87,5
6,11
68,27
69,27
1,11
45,3
33,31
15,27
93,10
24,17
25,17
26,17
48,3
71,16
76,16
7,11
50,9
22,17
4,11
32,31
77,16
91,10
42,3
13,27
41,3
55,9
31,31
66,27
65,27
62,27
21,17
95,10
84,5
58,9
64,27
83,5
94,10
0,11
99,10
96,10
67,27
61,27
43,3
2,11
54,9
30,31
59,9
85,5
74,16
90,10
18,27
52,9
44,3
17,27
36,31
49,3
86,5
37,31
56,9
63,27
35,31
97,10
75,16
57,9
88,5
10,27
53,9
8,11
39,31
47,3
60,27
89,5
51,9
14,27
28,17
16,27
34,31
82,5
46,3
27,17
20,17
9,11
92,10
3,11
98,10
29,17
80,5
73,16
