inputName,key
11,89
19,62
12,-96
38,24
81,89
5,-38
40,2
70,2
23,33
72,-96
79,62
78,24
87,60
6,54
68,24
69,62
1,89
45,-38
33,33
15,-38
93,33
24,77
25,-38
26,54
48,24
71,89
76,54
7,60
50,2
22,-96
4,77
32,-96
77,60
91,89
42,-96
13,33
41,89
55,-38
31,89
66,54
65,-38
62,-96
21,89
95,-38
84,77
58,24
64,77
83,33
94,77
0,2
99,62
96,54
67,60
61,89
43,33
2,-96
54,77
30,2
59,62
85,-38
74,77
90,2
18,24
52,-96
44,77
17,60
36,54
49,62
86,54
37,60
56,54
63,33
35,-38
97,60
75,-38
57,60
88,24
10,2
53,33
8,24
39,62
47,60
60,2
89,62
51,89
14,77
28,24
16,54
34,77
82,-96
46,54
27,60
20,2
9,62
92,-96
3,33
98,24
29,62
80,2
73,33
