inputName,n
11,15
19,15
12,15
38,22
81,16
5,25
40,12
70,22
23,14
72,22
79,22
78,22
87,16
6,25
68,19
69,19
1,25
45,12
33,22
15,15
93,30
24,14
25,14
26,14
48,12
71,22
76,22
7,25
50,21
22,14
4,25
32,22
77,22
91,30
42,12
13,15
41,12
55,21
31,22
66,19
65,19
62,19
21,14
95,30
84,16
58,21
64,19
83,16
94,30
0,25
99,30
96,30
67,19
61,19
43,12
2,25
54,21
30,22
59,21
85,16
74,22
90,30
18,15
52,21
44,12
17,15
36,22
49,12
86,16
37,22
56,21
63,19
35,22
97,30
75,22
57,21
88,16
10,15
53,21
8,25
39,22
47,12
60,19
89,16
51,21
14,15
28,14
16,15
34,22
82,16
46,12
27,14
20,14
9,25
92,30
3,25
98,30
29,14
80,16
73,22
