inputName,size
11,25
19,17
12,24
38,4
81,30
5,27
40,10
70,2
23,28
72,13
79,10
78,13
87,27
6,26
68,6
69,24
1,5
45,19
33,27
15,24
93,32
24,12
25,7
26,25
48,15
71,13
76,7
7,8
50,25
22,9
4,31
32,5
77,20
91,27
42,2
13,29
41,16
55,15
31,18
66,24
65,5
62,20
21,24
95,21
84,5
58,10
64,32
83,6
94,5
0,23
99,30
96,24
67,8
61,28
43,29
2,28
54,13
30,28
59,10
85,22
74,10
90,18
18,3
52,9
44,15
17,8
36,25
49,30
86,8
37,25
56,21
63,31
35,7
97,27
75,4
57,30
88,24
10,2
53,29
8,5
39,13
47,11
60,14
89,16
51,7
14,19
28,4
16,2
34,8
82,27
46,2
27,32
20,8
9,8
92,6
3,32
98,18
29,6
80,27
73,26
