inputName,size
11,6
19,14
12,12
38,12
81,9
5,12
40,15
70,8
23,11
72,7
79,14
78,2
87,6
6,2
68,15
69,3
1,14
45,12
33,5
15,9
93,4
24,4
25,14
26,15
48,10
71,3
76,5
7,13
50,15
22,5
4,13
32,10
77,15
91,5
42,6
13,13
41,15
55,2
31,11
66,11
65,2
62,2
21,2
95,2
84,13
58,6
64,8
83,9
94,3
0,10
99,10
96,11
67,15
61,9
43,6
2,2
54,7
30,8
59,5
85,2
74,5
90,6
18,8
52,6
44,3
17,2
36,10
49,5
86,8
37,15
56,13
63,14
35,5
97,7
75,14
57,8
88,11
10,5
53,7
8,6
39,3
47,3
60,15
89,6
51,4
14,12
28,10
16,10
34,9
82,11
46,2
27,15
20,11
9,8
92,8
3,10
98,11
29,15
80,7
73,14
