inputName,size
11,24
19,12
12,14
38,4
81,25
5,30
40,15
70,7
23,3
72,17
79,24
78,14
87,11
6,17
68,28
69,24
1,6
45,9
33,8
15,11
93,15
24,27
25,14
26,30
48,32
71,5
76,28
7,18
50,4
22,32
4,29
32,5
77,13
91,19
42,18
13,23
41,27
55,32
31,12
66,25
65,3
62,11
21,17
95,8
84,32
58,6
64,15
83,14
94,28
0,26
99,9
96,13
67,21
61,14
43,23
2,15
54,9
30,13
59,12
85,13
74,24
90,12
18,28
52,12
44,6
17,21
36,18
49,7
86,28
37,19
56,25
63,13
35,21
97,8
75,8
57,29
88,32
10,3
53,28
8,18
39,21
47,17
60,9
89,30
51,25
14,5
28,27
16,32
34,12
82,29
46,12
27,28
20,22
9,32
92,24
3,32
98,16
29,7
80,25
73,17
