inputName,m,n
11,2775,14376
19,2775,6278
12,2775,264
38,7716,25532
81,1342,14376
5,13707,26646
40,27959,30010
70,20087,30010
23,24612,26981
72,20087,264
79,20087,6278
78,20087,25532
87,1342,19961
6,13707,4267
68,32415,25532
69,32415,6278
1,13707,14376
45,27959,26646
33,7716,26981
15,2775,26646
93,8878,26981
24,24612,26176
25,24612,26646
26,24612,4267
48,27959,25532
71,20087,14376
76,20087,4267
7,13707,19961
50,14898,30010
22,24612,264
4,13707,26176
32,7716,264
77,20087,19961
91,8878,14376
42,27959,264
13,2775,26981
41,27959,14376
55,14898,26646
31,7716,14376
66,32415,4267
65,32415,26646
62,32415,264
21,24612,14376
95,8878,26646
84,1342,26176
58,14898,25532
64,32415,26176
83,1342,26981
94,8878,26176
0,13707,30010
99,8878,6278
96,8878,4267
67,32415,19961
61,32415,14376
43,27959,26981
2,13707,264
54,14898,26176
30,7716,30010
59,14898,6278
85,1342,26646
74,20087,26176
90,8878,30010
18,2775,25532
52,14898,264
44,27959,26176
17,2775,19961
36,7716,4267
49,27959,6278
86,1342,4267
37,7716,19961
56,14898,4267
63,32415,26981
35,7716,26646
97,8878,19961
75,20087,26646
57,14898,19961
88,1342,25532
10,2775,30010
53,14898,26981
8,13707,25532
39,7716,6278
47,27959,19961
60,32415,30010
89,1342,6278
51,14898,14376
14,2775,26176
28,24612,25532
16,2775,4267
34,7716,26176
82,1342,264
46,27959,4267
27,24612,19961
20,24612,30010
9,13707,6278
92,8878,264
3,13707,26981
98,8878,25532
29,24612,6278
80,1342,30010
73,20087,26981
