inputName,size,a[size]
values_11,4,"{6102, 17227, -23447, 24057"
values_19,21,"{-80, 11992, 4098, -6584, -29790, 12674, 28191, -23831, 19125, -10108, -372, 3912, -13122, 1663, 16745, -4680, -8184, -28891, -8229, -20977, 4953"
values_12,25,"{-28779, 17315, -27018, -12787, -32663, -24204, -30812, -10473, 26115, -29942, -24869, 30192, 20913, -25359, 7263, -7971, 4840, -28055, 2592, -1553, -20665, -19853, 25576, -28336, 15771"
values_38,16,"{8984, 17305, -11466, -29226, 20192, -5361, 22177, -162, -27059, -9016, 24437, -24788, -19370, 16912, -14725, 12297"
values_81,26,"{8816, -11036, 30878, -10448, -16666, 790, -1447, 11599, -22322, 12336, 9439, 14530, 7925, 15122, 8241, 23979, -6367, -20935, 27303, 22876, 22161, 30607, -137, 1874, 24705, 23296"
values_5,17,"{-20737, -28734, -27250, 31214, -12407, -13594, -6731, -30269, -25531, 31445, 9647, -16471, -9450, 20689, 15596, 12752, -26723"
values_40,4,"{16893, -29441, -21629, 24588"
values_70,32,"{14996, -26573, 32141, -19618, 32586, -6314, -11335, -29194, 29183, 2386, -26606, 15087, 7969, -32024, 22815, -850, -17294, -17521, 20012, 31503, 21064, -18006, 25567, 9784, -10259, 4832, -31586, -15308, 865, -17435, 17147, 14860"
values_23,27,"{-32095, -26660, 32395, -1405, 6842, -21859, -28049, 27028, 25471, 16063, -27768, -14497, -4100, 23632, -9190, 32570, -14217, -32005, 28895, 31845, -18924, 15510, -16712, 18239, 9549, -1781, -19781"
values_72,13,"{1179, 28145, -11907, 26317, -20900, -29794, -15272, -23182, 16522, 7735, -6671, 29317, -31343"
values_79,10,"{-14136, 24883, -13341, -16440, 26545, -11222, -15277, -9996, 30672, -1364"
values_78,11,"{-15506, -5466, 10105, 15370, 12723, -24665, -8363, -20458, 25932, -19313, 1158"
values_87,27,"{-9069, 20136, 25765, -181, -27896, 19891, 31302, 14091, 8982, -24713, -36, 17898, -23222, -6068, -16654, 7709, 10, 13141, -27403, 16912, -5075, 11775, -5390, 2283, 16552, -339, -32010"
values_6,19,"{-11091, 31021, 4034, -24121, 17319, -23053, -22133, 5223, -18926, -16572, 10876, 16897, -2768, -11324, -31914, 23942, -19069, -8942, 10803"
values_68,30,"{-25817, 22634, 9123, 9539, -11947, 4646, 11450, 30154, -23065, 7509, 15005, 32521, 31951, -11358, 15868, 21608, -5271, -13272, 32563, -1484, 1868, -29039, -6664, 6546, -8640, 27742, -2891, 273, -13557, -6680"
values_69,25,"{22033, -16410, -12679, 20163, -16018, 10579, 716, 30044, 953, 17868, 3903, -2975, -6897, -24362, 20304, -5465, -1529, 1282, 16098, -26266, 15647, -25245, 11288, -8237, 27719"
values_1,32,"{-29698, 3314, 14278, -20317, 8489, -8717, -233, -21701, -30454, -22808, 30435, 12656, 23014, -32532, 10850, -30814, 18983, -22618, 3239, 24074, 21120, 21573, 5053, -31917, 31977, 26927, 18715, 10639, 11956, 25919, 13499, -14153"
values_45,5,"{2097, 16399, 17619, -25613, -20301"
values_33,9,"{-4338, 13337, -14672, -30087, -9184, 25452, 10167, -9974, 17257"
values_15,30,"{-374, 9299, -28695, 10030, 3968, 25534, -4923, -16742, -21997, -30895, 11331, 8581, 4814, -19732, -19819, 27145, 3130, -12713, 13601, 19546, 2827, 32082, -27873, -12490, -12683, 3681, -2246, -19630, -26411, -29057"
values_93,11,"{-11977, -14472, -10660, 5945, 18886, 27314, 14696, 19734, -29731, 8596, -23335"
values_24,28,"{4535, -29608, 28681, 14945, -24325, -10641, -11435, -5961, -25768, 5835, -9666, -7175, 2475, 8656, 30366, -14076, -29880, 16343, -4072, -19025, -6723, -3275, 17681, -28418, 16284, -4614, 22471, 27216"
values_25,13,"{-21021, 7360, -28204, 6786, -2588, -6401, 2037, -2937, -3564, -26554, -4744, 6166, -31859"
values_26,31,"{-10952, -24861, -12477, -24550, 14503, 19080, -17403, 486, -17062, -31288, -21558, 19714, -11358, 12667, -10166, 22736, 21004, -9852, -4804, -25101, 17571, 16363, 13204, -16926, -10539, -13578, 641, 27854, -20903, 5185, -15013"
values_48,4,"{-3103, 14737, 8353, -3099"
values_71,15,"{-16193, -30133, 15140, -17631, 1168, -20682, -9347, -27249, 28926, 22010, -32548, 3985, 12521, -21649, -5964"
values_76,22,"{-9489, 15926, 20240, 5649, -8569, 7640, 5146, 7291, -11021, -13442, -9142, 10409, -9768, 3371, 28416, 16235, -10436, -24535, -3924, 11856, 13124, 7939"
values_7,32,"{7296, -484, -14649, -6183, 15016, 24442, 26381, -9173, -23060, -30257, -3723, 813, 6332, -10969, 22877, 3477, 23160, 19596, -23171, 13744, 14714, 30925, 6090, -1086, -30460, -78, -31196, -8405, 11470, 17087, -31074, -19037"
values_50,13,"{29005, -8908, 415, -30603, 28392, -28731, 24399, -14287, -15427, 11794, 14744, 14387, 1003"
values_22,21,"{14035, -26763, 4461, -1280, 6860, 19166, 10482, -23283, -27395, -2181, -24294, -23727, 13315, -4443, -30502, -27498, -11947, -10119, 1824, -22793, -9991"
values_4,3,"{-26036, 7485, -1718"
values_32,5,"{-27005, 11589, -28347, -4151, -5860"
values_77,10,"{8164, 5880, -10788, 104, 3232, 24634, -17435, 5137, 5813, -2152"
values_91,25,"{-55, 4672, 26492, 12362, -16797, 20486, -3129, 20093, 21651, 14467, 21913, 28155, 29430, 14124, -20021, 13566, -12841, 1003, 13881, -10432, -20692, 9426, -32625, 15695, -4656"
values_42,26,"{-29405, 18917, 5764, 24880, -23356, 29823, 2795, -292, 25568, 4305, -23441, -3546, -19671, -14642, 8607, -11072, -11021, -17385, 20721, -16108, 16957, 8091, -9788, -1716, -28038, -28869"
values_13,3,"{-26032, 9619, -3730"
values_41,15,"{-24221, -18851, -7150, -12176, 15954, 7282, 8431, -25853, 11147, -4897, 702, -27746, -11643, -20085, -22608"
values_55,23,"{-8552, 19570, -26212, 23950, -10751, -21646, 13117, 28761, -6976, -792, -1320, 15700, -9343, 31813, -18903, 22770, -20758, -15747, 25718, 26731, 11508, 28264, -14236"
values_31,7,"{3040, 9094, -21135, 21718, -271, -19068, -18445"
values_66,10,"{16241, -25339, 13771, -12244, 572, -23790, 1002, 12824, 5272, 11438"
values_65,6,"{333, 10320, 31086, 718, -25909, -7397"
values_62,25,"{-18714, 17340, 15853, 24761, 1053, 3677, 31127, 21139, -20431, -30498, -27612, -10555, -31496, -17217, -3069, -2216, 19054, -17912, -1605, -14616, -29881, -7719, 180, 8973, 14545"
values_21,16,"{-7916, -4600, -25447, -3332, -29460, 12931, 32490, -24532, -7828, -25834, 6649, -9398, -24715, 9271, -1990, -30082"
values_95,11,"{1427, -32194, -1219, 31711, 18815, -30345, 32701, 5578, 24732, 29091, -5573"
values_84,25,"{10768, 5039, 23811, -5296, 11126, -21264, 23152, -9121, 26696, 31537, 25128, 24674, -5445, 14589, -10565, -15221, -9357, -12202, 30387, -1425, -25410, -18360, 6935, -19220, -198"
values_58,28,"{32533, -27228, 16944, 14086, -20324, 25288, -31800, 2095, -17993, 22361, 30179, -6100, -12960, -18456, 820, -21495, 20379, -8895, -17734, 5108, 27132, -19590, -8424, 25552, 1427, -8406, 6232, 3135"
values_64,11,"{22032, -7019, -16413, 9360, 16920, 27776, 31589, -24585, -23889, 27910, -24704"
values_83,20,"{-14363, -14142, -28807, -29089, 15088, 29718, -29564, -29842, -4288, 14603, -11540, 10214, 13763, 5343, 4555, 13769, -2588, 2680, 11582, -11857"
values_94,20,"{25166, -2478, -11782, -9808, -27808, -13029, -15808, -1633, 32306, 4309, -18041, -8298, -3247, -7597, 31397, 5294, -20537, 16902, -5816, -21439"
values_0,3,"{-20775, 32188, -11150"
values_99,31,"{-29306, -28649, -9484, -20203, -13093, 17569, -1021, 32075, 23369, -2732, 8141, 30035, -17383, 31989, -3794, -2986, 13470, -9199, 12843, -4353, -24157, -28172, -4409, 28560, -26116, 21856, 15334, 21170, -26332, 25954, 1588"
values_96,15,"{24038, -31090, -13014, -29379, 9007, 5632, -19868, -4314, 11907, -17358, 4247, -13921, -12154, -19446, 4692"
values_67,20,"{568, 30212, 12420, -7823, -943, 12295, 22283, 3495, -14367, -20966, 22000, -5986, -822, 4371, 26252, -30368, 23484, 17119, 19326, -22217"
values_61,15,"{-18214, -30139, 11616, -1352, 133, -3159, -27485, -28735, 10630, 28359, 10612, 10306, -14405, -6338, 3426"
values_43,5,"{-19725, -5142, 16249, -14508, -13065"
values_2,25,"{3571, -29399, -13876, -27449, 5522, 21681, 11787, -4697, -1048, -17932, -4496, 951, -25423, 3118, -9222, -21035, -2754, 390, 31317, 22401, 6318, 4105, 31528, 13919, 17490"
values_54,24,"{-28176, -11762, -30150, -21715, -15284, 5680, 24645, 14079, 29025, -11096, -9243, -19396, -29868, -1160, 5743, 9424, -2342, 23559, 20401, 10215, -28843, -27722, 2362, -15445"
values_30,9,"{-10568, -15910, -6522, -10823, 31080, 27445, 10828, 16702, 8711"
values_59,31,"{23037, -16597, -24357, -26673, 22495, 19439, -30761, -883, 22323, 26496, 31534, -24707, -28580, 19882, 16237, -10886, -18457, -23412, -18501, -13371, 2669, 15798, -598, 21926, -27239, 15678, 29049, 15319, -24561, 10452, 23386"
values_85,31,"{-639, -21484, -18750, -14710, 13903, 18782, 27070, -31477, 311, -29609, -12770, 9977, 2708, 25170, 11977, -19731, 22168, 25060, -12158, -2247, -32189, 5073, 11523, -23579, -9551, -19555, 9650, 6806, 30700, 11758, -21806"
values_74,31,"{5374, 9562, -8142, -25818, -1492, 14255, -22922, -6660, 18004, 5879, -29546, 30111, -28577, -6671, -14273, -5472, 30662, 23076, -25059, 19726, -5444, -4672, -14641, -31654, -28944, 16700, -25697, 23925, 24959, 4306, -8286"
values_90,27,"{-30686, 12284, 19629, 12974, 14143, 22728, 28368, -26335, -32528, 8014, 14761, 8655, 3924, 16369, 30588, -5110, 1366, 12054, 26290, -25695, -1158, -8455, -8018, -1037, -27421, 9438, -30927"
values_18,26,"{14135, 10646, 19799, -4614, -7497, 9633, 30628, -18339, 14507, 24796, 18490, -32397, 7831, -2641, 20158, -1062, 6523, 26528, 32197, 1359, -4926, 30104, 28557, -26550, -26034, 19678"
values_52,6,"{-30668, -17624, 28148, -13960, -24763, -6912"
