inputName,m,n
11,8854886922281607406,3595162322689321970
19,8854886922281607406,665421522022308088
12,8854886922281607406,8052270074672970493
38,5905046631242399373,5732046020018537127
81,8396593629253389762,3595162322689321970
5,4901773196673786623,4329077656101357506
40,1757125419827863950,5509648056144212697
70,5248156243929501618,5509648056144212697
23,5398341539151496284,6544296509728543780
72,5248156243929501618,8052270074672970493
79,5248156243929501618,665421522022308088
78,5248156243929501618,5732046020018537127
87,8396593629253389762,5216190481696394809
6,4901773196673786623,2133598983520300652
68,424232425318950412,5732046020018537127
69,424232425318950412,665421522022308088
1,4901773196673786623,3595162322689321970
45,1757125419827863950,4329077656101357506
33,5905046631242399373,6544296509728543780
15,8854886922281607406,4329077656101357506
93,8254545283366410271,6544296509728543780
24,5398341539151496284,932539611388894476
25,5398341539151496284,4329077656101357506
26,5398341539151496284,2133598983520300652
48,1757125419827863950,5732046020018537127
71,5248156243929501618,3595162322689321970
76,5248156243929501618,2133598983520300652
7,4901773196673786623,5216190481696394809
50,7491236423590619865,5509648056144212697
22,5398341539151496284,8052270074672970493
4,4901773196673786623,932539611388894476
32,5905046631242399373,8052270074672970493
77,5248156243929501618,5216190481696394809
91,8254545283366410271,3595162322689321970
42,1757125419827863950,8052270074672970493
13,8854886922281607406,6544296509728543780
41,1757125419827863950,3595162322689321970
55,7491236423590619865,4329077656101357506
31,5905046631242399373,3595162322689321970
66,424232425318950412,2133598983520300652
65,424232425318950412,4329077656101357506
62,424232425318950412,8052270074672970493
21,5398341539151496284,3595162322689321970
95,8254545283366410271,4329077656101357506
84,8396593629253389762,932539611388894476
58,7491236423590619865,5732046020018537127
64,424232425318950412,932539611388894476
83,8396593629253389762,6544296509728543780
94,8254545283366410271,932539611388894476
0,4901773196673786623,5509648056144212697
99,8254545283366410271,665421522022308088
96,8254545283366410271,2133598983520300652
67,424232425318950412,5216190481696394809
61,424232425318950412,3595162322689321970
43,1757125419827863950,6544296509728543780
2,4901773196673786623,8052270074672970493
54,7491236423590619865,932539611388894476
30,5905046631242399373,5509648056144212697
59,7491236423590619865,665421522022308088
85,8396593629253389762,4329077656101357506
74,5248156243929501618,932539611388894476
90,8254545283366410271,5509648056144212697
18,8854886922281607406,5732046020018537127
52,7491236423590619865,8052270074672970493
44,1757125419827863950,932539611388894476
17,8854886922281607406,5216190481696394809
36,5905046631242399373,2133598983520300652
49,1757125419827863950,665421522022308088
86,8396593629253389762,2133598983520300652
37,5905046631242399373,5216190481696394809
56,7491236423590619865,2133598983520300652
63,424232425318950412,6544296509728543780
35,5905046631242399373,4329077656101357506
97,8254545283366410271,5216190481696394809
75,5248156243929501618,4329077656101357506
57,7491236423590619865,5216190481696394809
88,8396593629253389762,5732046020018537127
10,8854886922281607406,5509648056144212697
53,7491236423590619865,6544296509728543780
8,4901773196673786623,5732046020018537127
39,5905046631242399373,665421522022308088
47,1757125419827863950,5216190481696394809
60,424232425318950412,5509648056144212697
89,8396593629253389762,665421522022308088
51,7491236423590619865,3595162322689321970
14,8854886922281607406,932539611388894476
28,5398341539151496284,5732046020018537127
16,8854886922281607406,2133598983520300652
34,5905046631242399373,932539611388894476
82,8396593629253389762,8052270074672970493
46,1757125419827863950,2133598983520300652
27,5398341539151496284,5216190481696394809
20,5398341539151496284,5509648056144212697
9,4901773196673786623,665421522022308088
92,8254545283366410271,8052270074672970493
3,4901773196673786623,6544296509728543780
98,8254545283366410271,5732046020018537127
29,5398341539151496284,665421522022308088
80,8396593629253389762,5509648056144212697
73,5248156243929501618,6544296509728543780
